CPU.analyze.buildJacobianCSC.avg_sec,CPU.analyze.buildJacobianCSC.count,CPU.analyze.buildJacobianCSC.total_sec,CPU.analyze.kluSymbolic.avg_sec,CPU.analyze.kluSymbolic.count,CPU.analyze.kluSymbolic.total_sec,CPU.analyze.remapJacobianMaps.avg_sec,CPU.analyze.remapJacobianMaps.count,CPU.analyze.remapJacobianMaps.total_sec,CPU.analyze.storeYbus.avg_sec,CPU.analyze.storeYbus.count,CPU.analyze.storeYbus.total_sec,CPU.solve.factorize.avg_sec,CPU.solve.factorize.count,CPU.solve.factorize.total_sec,CPU.solve.solve.avg_sec,CPU.solve.solve.count,CPU.solve.solve.total_sec,CUDA.analyze.cudaMallocWorkBuffers.avg_sec,CUDA.analyze.cudaMallocWorkBuffers.count,CUDA.analyze.cudaMallocWorkBuffers.total_sec,CUDA.analyze.cudaMallocYbusFp32.avg_sec,CUDA.analyze.cudaMallocYbusFp32.count,CUDA.analyze.cudaMallocYbusFp32.total_sec,CUDA.analyze.cudaMallocYbusSpmv.avg_sec,CUDA.analyze.cudaMallocYbusSpmv.count,CUDA.analyze.cudaMallocYbusSpmv.total_sec,CUDA.analyze.cudaMemcpyYbusFp32.avg_sec,CUDA.analyze.cudaMemcpyYbusFp32.count,CUDA.analyze.cudaMemcpyYbusFp32.total_sec,CUDA.analyze.cudaMemcpyYbusSpmv.avg_sec,CUDA.analyze.cudaMemcpyYbusSpmv.count,CUDA.analyze.cudaMemcpyYbusSpmv.total_sec,CUDA.analyze.cudssAnalysis.avg_sec,CUDA.analyze.cudssAnalysis.count,CUDA.analyze.cudssAnalysis.total_sec,CUDA.analyze.cudssCreate.avg_sec,CUDA.analyze.cudssCreate.count,CUDA.analyze.cudssCreate.total_sec,CUDA.analyze.cudssFactorization.avg_sec,CUDA.analyze.cudssFactorization.count,CUDA.analyze.cudssFactorization.total_sec,CUDA.analyze.cusparseSetup.avg_sec,CUDA.analyze.cusparseSetup.count,CUDA.analyze.cusparseSetup.total_sec,CUDA.analyze.hostPreprocessYbusFp32.avg_sec,CUDA.analyze.hostPreprocessYbusFp32.count,CUDA.analyze.hostPreprocessYbusFp32.total_sec,CUDA.analyze.hostPreprocessYbusSpmv.avg_sec,CUDA.analyze.hostPreprocessYbusSpmv.count,CUDA.analyze.hostPreprocessYbusSpmv.total_sec,CUDA.analyze.uploadBusIndices.avg_sec,CUDA.analyze.uploadBusIndices.count,CUDA.analyze.uploadBusIndices.total_sec,CUDA.analyze.uploadJacobianMaps.avg_sec,CUDA.analyze.uploadJacobianMaps.count,CUDA.analyze.uploadJacobianMaps.total_sec,CUDA.analyze.uploadJacobianStructure.avg_sec,CUDA.analyze.uploadJacobianStructure.count,CUDA.analyze.uploadJacobianStructure.total_sec,CUDA.analyze.uploadYbusIndices.avg_sec,CUDA.analyze.uploadYbusIndices.count,CUDA.analyze.uploadYbusIndices.total_sec,CUDA.solve.refactorization.avg_sec,CUDA.solve.refactorization.count,CUDA.solve.refactorization.total_sec,CUDA.solve.rhsPrepare.avg_sec,CUDA.solve.rhsPrepare.count,CUDA.solve.rhsPrepare.total_sec,CUDA.solve.solve.avg_sec,CUDA.solve.solve.count,CUDA.solve.solve.total_sec,NR.analyze.backend.avg_sec,NR.analyze.backend.count,NR.analyze.backend.total_sec,NR.analyze.jacobianBuilder.avg_sec,NR.analyze.jacobianBuilder.count,NR.analyze.jacobianBuilder.total_sec,NR.analyze.total.avg_sec,NR.analyze.total.count,NR.analyze.total.total_sec,NR.computeMismatch.avg_sec,NR.computeMismatch.count,NR.computeMismatch.total_sec,NR.iteration.total.avg_sec,NR.iteration.total.count,NR.iteration.total.total_sec,NR.solve.downloadV.avg_sec,NR.solve.downloadV.count,NR.solve.downloadV.total_sec,NR.solve.initialize.avg_sec,NR.solve.initialize.count,NR.solve.initialize.total_sec,NR.solve.total.avg_sec,NR.solve.total.count,NR.solve.total.total_sec,NR.solveLinearSystem.avg_sec,NR.solveLinearSystem.count,NR.solveLinearSystem.total_sec,NR.updateJacobian.avg_sec,NR.updateJacobian.count,NR.updateJacobian.total_sec,NR.updateVoltage.avg_sec,NR.updateVoltage.count,NR.updateVoltage.total_sec,algorithm,analyze_sec,backend,buses,case_name,case_stem,dump_case_name,elapsed_sec,final_mismatch,gpu_device_requested,implementation,iterations,jacobian,max_abs_v_delta_from_v0,newtonpf.init_index.avg_sec,newtonpf.init_index.count,newtonpf.init_index.total_sec,newtonpf.jacobian.avg_sec,newtonpf.jacobian.count,newtonpf.jacobian.total_sec,newtonpf.mismatch.avg_sec,newtonpf.mismatch.count,newtonpf.mismatch.total_sec,newtonpf.solve.avg_sec,newtonpf.solve.count,newtonpf.solve.total_sec,newtonpf.update_voltage.avg_sec,newtonpf.update_voltage.count,newtonpf.update_voltage.total_sec,pq,pv,repeat_idx,runpf.build_Sbus.avg_sec,runpf.build_Sbus.count,runpf.build_Sbus.total_sec,runpf.build_Ybus.avg_sec,runpf.build_Ybus.count,runpf.build_Ybus.total_sec,runpf.bus_indexing.avg_sec,runpf.bus_indexing.count,runpf.bus_indexing.total_sec,runpf.load_case_data.avg_sec,runpf.load_case_data.count,runpf.load_case_data.total_sec,runpf.newtonpf.avg_sec,runpf.newtonpf.count,runpf.newtonpf.total_sec,solve_sec,success
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000793,1,0.000793,0.000305125,8,0.002441,0.030299375,8,0.242395,5e-06,1,5e-06,0.000142,1,0.000142,0.242578,1,0.242578,0.02832442857143,7,0.198271,0.005643714285714,7,0.039506,0.0002828571428571,7,0.00198,pypower_like,0.0008,cpu,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.243399,1.003126748333e-11,,cpp_pypowerlike,7,edge_based,2.014161676699,,,,,,,,,,,,,,,,7796,1444,2,,,,,,,,,,,,,,,,0.242598,True
0.002175,1,0.002175,0.005472,1,0.005472,0.000595,1,0.000595,3.1e-05,1,3.1e-05,0.007130142857143,7,0.049911,0.0003087142857143,7,0.002161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008288,1,0.008288,0.004317,1,0.004317,0.012624,1,0.012624,0.000141875,8,0.001135,0.007687875,8,0.061503,5e-06,1,5e-06,0.000804,1,0.000804,0.062341,1,0.062341,0.007448,7,0.052136,0.0006152857142857,7,0.004307,0.0005468571428571,7,0.003828,optimized,0.012629,cpu,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.074978,8.32134361417e-12,,cpp_optimized,7,edge_based,2.014161676699,,,,,,,,,,,,,,,,7796,1444,0,,,,,,,,,,,,,,,,0.062348,True
0.002206,1,0.002206,0.005429,1,0.005429,0.000578,1,0.000578,2.7e-05,1,2.7e-05,0.007146571428571,7,0.050026,0.0003071428571429,7,0.00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008259,1,0.008259,0.004892,1,0.004892,0.01316,1,0.01316,0.000140875,8,0.001127,0.007704,8,0.061632,5e-06,1,5e-06,0.000811,1,0.000811,0.062478,1,0.062478,0.007463285714286,7,0.052243,0.0006184285714286,7,0.004329,0.0005474285714286,7,0.003832,optimized,0.013165,cpu,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.075652,8.32134361417e-12,,cpp_optimized,7,edge_based,2.014161676699,,,,,,,,,,,,,,,,7796,1444,1,,,,,,,,,,,,,,,,0.062486,True
0.00219,1,0.00219,0.005469,1,0.005469,0.00058,1,0.00058,3.1e-05,1,3.1e-05,0.007135,7,0.049945,0.0003077142857143,7,0.002154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008287,1,0.008287,0.004924,1,0.004924,0.01322,1,0.01322,0.00014175,8,0.001134,0.007692875,8,0.061543,5e-06,1,5e-06,0.000801,1,0.000801,0.062378,1,0.062378,0.007452,7,0.052164,0.0006158571428571,7,0.004311,0.0005482857142857,7,0.003838,optimized,0.013226,cpu,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.075613,8.32134361417e-12,,cpp_optimized,7,edge_based,2.014161676699,,,,,,,,,,,,,,,,7796,1444,2,,,,,,,,,,,,,,,,0.062386,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000196,1,0.000196,6e-06,1,6e-06,8.2e-05,1,8.2e-05,0.000255,1,0.000255,0.047524,1,0.047524,0.001589,1,0.001589,0.000742,1,0.000742,0.001728,1,0.001728,0.000101,1,0.000101,1.5e-05,1,1.5e-05,3.9e-05,1,3.9e-05,0.000378,1,0.000378,0.000164,1,0.000164,0.000107,1,0.000107,0.0005964285714286,7,0.004175,8.285714285714e-06,7,5.8e-05,0.0002505714285714,7,0.001754,0.053188,1,0.053188,0.005063,1,0.005063,0.058263,1,0.058263,5.05e-05,8,0.000404,0.000856125,8,0.006849,7.3e-05,1,7.3e-05,0.000268,1,0.000268,0.007218,1,0.007218,0.0008654285714286,7,0.006058,2.142857142857e-05,7,0.00015,2.214285714286e-05,7,0.000155,optimized,0.058272,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.0655,2.185270187027e-09,2,cpp_cuda_edge,7,edge_based,2.014161676716,,,,,,,,,,,,,,,,7796,1444,0,,,,,,,,,,,,,,,,0.007227,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000128,1,0.000128,6e-06,1,6e-06,8.3e-05,1,8.3e-05,0.000268,1,0.000268,0.046428,1,0.046428,0.00143,1,0.00143,0.000746,1,0.000746,0.001471,1,0.001471,0.000102,1,0.000102,1.4e-05,1,1.4e-05,3.6e-05,1,3.6e-05,0.000382,1,0.000382,0.000148,1,0.000148,0.000107,1,0.000107,0.0005898571428571,7,0.004129,8.571428571429e-06,7,6e-05,0.0002491428571429,7,0.001744,0.051468,1,0.051468,0.003227,1,0.003227,0.054704,1,0.054704,5.075e-05,8,0.000406,0.000851375,8,0.006811,7.7e-05,1,7.7e-05,0.000276,1,0.000276,0.007193,1,0.007193,0.000858,7,0.006006,2.285714285714e-05,7,0.00016,2.271428571429e-05,7,0.000159,optimized,0.054712,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.061914,6.397879205589e-10,2,cpp_cuda_edge,7,edge_based,2.014161676709,,,,,,,,,,,,,,,,7796,1444,1,,,,,,,,,,,,,,,,0.007201,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000133,1,0.000133,1.2e-05,1,1.2e-05,8.5e-05,1,8.5e-05,0.000269,1,0.000269,0.046438,1,0.046438,0.001435,1,0.001435,0.000734,1,0.000734,0.001663,1,0.001663,0.0001,1,0.0001,1.6e-05,1,1.6e-05,4e-05,1,4e-05,0.000373,1,0.000373,0.000148,1,0.000148,0.000112,1,0.000112,0.0005904285714286,7,0.004133,8.285714285714e-06,7,5.8e-05,0.0002495714285714,7,0.001747,0.051677,1,0.051677,0.003233,1,0.003233,0.054921,1,0.054921,4.9125e-05,8,0.000393,0.000850125,8,0.006801,7.3e-05,1,7.3e-05,0.000269,1,0.000269,0.00717,1,0.00717,0.0008585714285714,7,0.00601,2.214285714286e-05,7,0.000155,2.228571428571e-05,7,0.000156,optimized,0.054929,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.062109,2.535723991892e-10,2,cpp_cuda_edge,7,edge_based,2.01416167669,,,,,,,,,,,,,,,,7796,1444,2,,,,,,,,,,,,,,,,0.00718,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000188,1,0.000188,6e-06,1,6e-06,8.3e-05,1,8.3e-05,0.000254,1,0.000254,0.047484,1,0.047484,0.001453,1,0.001453,0.000741,1,0.000741,0.001739,1,0.001739,0.000101,1,0.000101,1.6e-05,1,1.6e-05,3.9e-05,1,3.9e-05,0.000393,1,0.000393,0.000155,1,0.000155,0.000107,1,0.000107,0.0005867142857143,7,0.004107,8e-06,7,5.6e-05,0.0002487142857143,7,0.001741,0.053029,1,0.053029,0.00578,1,0.00578,0.058821,1,0.058821,4.9125e-05,8,0.000393,0.000853125,8,0.006825,7.5e-05,1,7.5e-05,0.000273,1,0.000273,0.007201,1,0.007201,0.000854,7,0.005978,3.071428571429e-05,7,0.000215,2.214285714286e-05,7,0.000155,optimized,0.05883,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.066041,1.531163772162e-10,2,cpp_cuda_vertex,7,vertex_based,2.014161676698,,,,,,,,,,,,,,,,7796,1444,0,,,,,,,,,,,,,,,,0.007211,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000131,1,0.000131,6e-06,1,6e-06,8.3e-05,1,8.3e-05,0.000266,1,0.000266,0.046427,1,0.046427,0.001438,1,0.001438,0.000737,1,0.000737,0.001476,1,0.001476,0.000103,1,0.000103,1.6e-05,1,1.6e-05,3.8e-05,1,3.8e-05,0.000385,1,0.000385,0.000151,1,0.000151,0.000106,1,0.000106,0.0005862857142857,7,0.004104,8.428571428571e-06,7,5.9e-05,0.0002494285714286,7,0.001746,0.05148,1,0.05148,0.003231,1,0.003231,0.054722,1,0.054722,5.025e-05,8,0.000402,0.000855875,8,0.006847,7.8e-05,1,7.8e-05,0.000276,1,0.000276,0.007229,1,0.007229,0.0008542857142857,7,0.00598,3.171428571429e-05,7,0.000222,2.214285714286e-05,7,0.000155,optimized,0.054729,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.061969,1.331142418515e-10,2,cpp_cuda_vertex,7,vertex_based,2.0141616767,,,,,,,,,,,,,,,,7796,1444,1,,,,,,,,,,,,,,,,0.007239,True
,,,,,,,,,,,,,,,,,,1.4e-05,1,1.4e-05,0.000132,1,0.000132,6e-06,1,6e-06,8.5e-05,1,8.5e-05,0.000265,1,0.000265,0.046569,1,0.046569,0.001554,1,0.001554,0.000735,1,0.000735,0.001627,1,0.001627,0.000103,1,0.000103,1.6e-05,1,1.6e-05,3.9e-05,1,3.9e-05,0.000391,1,0.000391,0.000158,1,0.000158,0.000111,1,0.000111,0.000587,7,0.004109,8.285714285714e-06,7,5.8e-05,0.0002487142857143,7,0.001741,0.051909,1,0.051909,0.003311,1,0.003311,0.05523,1,0.05523,4.9375e-05,8,0.000395,0.0008555,8,0.006844,8.1e-05,1,8.1e-05,0.000269,1,0.000269,0.007224,1,0.007224,0.0008552857142857,7,0.005987,3.085714285714e-05,7,0.000216,2.228571428571e-05,7,0.000156,optimized,0.055237,cuda,9241,9241_pegase,pglib_opf_case9241_pegase,case9241_pegase,0.062472,1.61058799137e-10,2,cpp_cuda_vertex,7,vertex_based,2.014161676695,,,,,,,,,,,,,,,,7796,1444,2,,,,,,,,,,,,,,,,0.007234,True
