==PROF== Connected to process 53111 (/tmp/custom_linear_solver_cudss_profile/cudss_run)
==PROF== Disconnected from process 53111
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","DRAM Frequency","hz","9427230046.95","9427230046.95","9427230046.95"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","SM Frequency","hz","1385626257.55","1385626257.55","1385626257.55"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","6297.00","6297.00","6297.00"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","Memory Throughput","%","0.95","0.95","0.95"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","DRAM Throughput","%","0.18","0.18","0.18"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","Duration","ns","4544.00","4544.00","4544.00"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","23.82","23.82","23.82"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","L2 Cache Throughput","%","0.95","0.95","0.95"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","SM Active Cycles","cycle","50.38","50.38","50.38"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","0.01","0.01","0.01"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","76.00","76.00","76.00"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","514048.00","514048.00","514048.00"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","50.38","50.38","50.38"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","515732.00","515732.00","515732.00"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","269.29","269.29","269.29"
"53111","cudss_run","127.0.0.1","void cudss::adjncy_ker<int, int, long, int, 128>(T4, const T1 *, const T2 *, T3 *, T4 *, T3 *, T4 *, T4, T4, int)","(128, 1, 1)","(1, 1, 1)","0","8.6","1","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","295776.00","295776.00","295776.00"
