case,mode,repeat,elapsed_ms,n_bus,n_pv,n_pq,ybus_nnz,jacobian_dim,jacobian_nnz
case_ACTIVSg25k,edge_noatomic,20,0.012288,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,21,0.012288,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,22,0.013248,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,23,0.013312,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,24,0.012288,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,25,0.013312,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,26,0.013312,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,27,0.013312,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,28,0.012288,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,edge_noatomic,29,0.012288,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,0,0.036864,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,1,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,2,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,3,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,4,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,5,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,6,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,7,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,8,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,9,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,10,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,11,0.035008,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,12,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,13,0.034816,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,14,0.035616,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,15,0.035680,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,16,0.035616,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,17,0.035648,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,18,0.036672,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,19,0.034816,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,20,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,21,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,22,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,23,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,24,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,25,0.035712,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,26,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,27,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,28,0.035840,25000,2752,22247,85220,47246,318672
case_ACTIVSg25k,vertex,29,0.035840,25000,2752,22247,85220,47246,318672
Base_Eastern_Interconnect_515GW,edge_atomic,0,0.053248,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,1,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,2,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,3,0.051360,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,4,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,5,0.052128,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,6,0.053248,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,7,0.051296,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,8,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,9,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,10,0.053088,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,11,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,12,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,13,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,14,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,15,0.051104,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,16,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,17,0.052128,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,18,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,19,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,20,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,21,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,22,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,23,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,24,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,25,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,26,0.052224,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,27,0.050176,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,28,0.052000,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_atomic,29,0.051200,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,0,0.044928,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,1,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,2,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,3,0.043744,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,4,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,5,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,6,0.043008,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,7,0.043008,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,8,0.043936,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,9,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,10,0.044832,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,11,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,12,0.045056,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,13,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,14,0.045056,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,15,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,16,0.043968,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,17,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,18,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,19,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,20,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,21,0.043936,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,22,0.044128,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,23,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,24,0.043904,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,25,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,26,0.043872,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,27,0.043008,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,28,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,edge_noatomic,29,0.044032,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,0,0.121856,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,1,0.114752,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,2,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,3,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,4,0.116544,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,5,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,6,0.116544,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,7,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,8,0.119808,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,9,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,10,0.116736,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,11,0.115648,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,12,0.117504,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,13,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,14,0.116576,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,15,0.115616,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,16,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,17,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,18,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,19,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,20,0.116640,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,21,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,22,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,23,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,24,0.116544,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,25,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,26,0.115872,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,27,0.115712,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,28,0.116640,78478,2038,76439,294392,154916,1143804
Base_Eastern_Interconnect_515GW,vertex,29,0.115712,78478,2038,76439,294392,154916,1143804
