ABLATION.cpu_dx_to_cuda.avg_sec,ABLATION.cpu_dx_to_cuda.count,ABLATION.cpu_dx_to_cuda.total_sec,ABLATION.cpu_jacobian_to_cuda_csr.avg_sec,ABLATION.cpu_jacobian_to_cuda_csr.count,ABLATION.cpu_jacobian_to_cuda_csr.total_sec,ABLATION.cpu_naive_jacobian.avg_sec,ABLATION.cpu_naive_jacobian.count,ABLATION.cpu_naive_jacobian.total_sec,ABLATION.cuda_F_to_cpu.avg_sec,ABLATION.cuda_F_to_cpu.count,ABLATION.cuda_F_to_cpu.total_sec,ABLATION.cuda_J_to_cpu_csc.avg_sec,ABLATION.cuda_J_to_cpu_csc.count,ABLATION.cuda_J_to_cpu_csc.total_sec,ABLATION.cuda_to_cpu_voltage.avg_sec,ABLATION.cuda_to_cpu_voltage.count,ABLATION.cuda_to_cpu_voltage.total_sec,CPU.naive.jacobian.assemble.avg_sec,CPU.naive.jacobian.assemble.count,CPU.naive.jacobian.assemble.total_sec,CPU.naive.jacobian.dS_dVa.avg_sec,CPU.naive.jacobian.dS_dVa.count,CPU.naive.jacobian.dS_dVa.total_sec,CPU.naive.jacobian.dS_dVm.avg_sec,CPU.naive.jacobian.dS_dVm.count,CPU.naive.jacobian.dS_dVm.total_sec,CPU.naive.solve.superlu.avg_sec,CPU.naive.solve.superlu.count,CPU.naive.solve.superlu.total_sec,CPU.solve.buildYbusCSC.avg_sec,CPU.solve.buildYbusCSC.count,CPU.solve.buildYbusCSC.total_sec,CUDA.analyze.cudss32.analysis.avg_sec,CUDA.analyze.cudss32.analysis.count,CUDA.analyze.cudss32.analysis.total_sec,CUDA.analyze.cudss32.setup.avg_sec,CUDA.analyze.cudss32.setup.count,CUDA.analyze.cudss32.setup.total_sec,CUDA.analyze.cudss64.analysis.avg_sec,CUDA.analyze.cudss64.analysis.count,CUDA.analyze.cudss64.analysis.total_sec,CUDA.analyze.cudss64.setup.avg_sec,CUDA.analyze.cudss64.setup.count,CUDA.analyze.cudss64.setup.total_sec,CUDA.solve.factorization32.avg_sec,CUDA.solve.factorization32.count,CUDA.solve.factorization32.total_sec,CUDA.solve.factorization64.avg_sec,CUDA.solve.factorization64.count,CUDA.solve.factorization64.total_sec,CUDA.solve.refactorization32.avg_sec,CUDA.solve.refactorization32.count,CUDA.solve.refactorization32.total_sec,CUDA.solve.refactorization64.avg_sec,CUDA.solve.refactorization64.count,CUDA.solve.refactorization64.total_sec,CUDA.solve.rhsPrepare.avg_sec,CUDA.solve.rhsPrepare.count,CUDA.solve.rhsPrepare.total_sec,CUDA.solve.rhsPrepare64.avg_sec,CUDA.solve.rhsPrepare64.count,CUDA.solve.rhsPrepare64.total_sec,CUDA.solve.solve32.avg_sec,CUDA.solve.solve32.count,CUDA.solve.solve32.total_sec,CUDA.solve.solve64.avg_sec,CUDA.solve.solve64.count,CUDA.solve.solve64.total_sec,NR.analyze.jacobian_builder.avg_sec,NR.analyze.jacobian_builder.count,NR.analyze.jacobian_builder.total_sec,NR.analyze.linear_solve.avg_sec,NR.analyze.linear_solve.count,NR.analyze.linear_solve.total_sec,NR.analyze.storage_prepare.avg_sec,NR.analyze.storage_prepare.count,NR.analyze.storage_prepare.total_sec,NR.analyze.total.avg_sec,NR.analyze.total.count,NR.analyze.total.total_sec,NR.iteration.jacobian.avg_sec,NR.iteration.jacobian.count,NR.iteration.jacobian.total_sec,NR.iteration.linear_solve.avg_sec,NR.iteration.linear_solve.count,NR.iteration.linear_solve.total_sec,NR.iteration.mismatch.avg_sec,NR.iteration.mismatch.count,NR.iteration.mismatch.total_sec,NR.iteration.total.avg_sec,NR.iteration.total.count,NR.iteration.total.total_sec,NR.iteration.voltage_update.avg_sec,NR.iteration.voltage_update.count,NR.iteration.voltage_update.total_sec,NR.solve.download.avg_sec,NR.solve.download.count,NR.solve.download.total_sec,NR.solve.total.avg_sec,NR.solve.total.count,NR.solve.total.total_sec,NR.solve.upload.avg_sec,NR.solve.upload.count,NR.solve.upload.total_sec,analyze_sec,backend,buses,case_name,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011995,1,0.011995,0.001599,1,0.001599,,,,,,,0.001435,1,0.001435,,,,0.00021,1,0.00021,,,,1.9e-05,2,3.8e-05,,,,0.000132,2,0.000264,,,,0.000355,1,0.000355,0.013597,1,0.013597,0.000302,1,0.000302,0.014256,1,0.014256,1.3e-05,2,2.6e-05,0.000975,2,0.00195,3.533333333333e-05,3,0.000106,0.000709,3,0.002127,2.1e-05,2,4.2e-05,2.5e-05,1,2.5e-05,0.002275,1,0.002275,0.00012,1,0.00012,0.014256,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016533,6.910477684967e-12,cuda_edge,3,edge_based,6.383030324073e-05,operators,805,cuda_edge,187,9,0.002276,cuda_mixed_edge,True
7e-06,2,1.4e-05,,,,,,,1.45e-05,2,2.9e-05,0.000173,2,0.000346,,,,,,,,,,,,,0.00276,2,0.00552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00028,1,0.00028,0.0,1,0.0,0.000302,1,0.000302,0.000582,1,0.000582,1.3e-05,2,2.6e-05,0.0029565,2,0.005913,3.566666666667e-05,3,0.000107,0.002031666666667,3,0.006095,2.3e-05,2,4.6e-05,2.5e-05,1,2.5e-05,0.006235,1,0.006235,0.000113,1,0.000113,0.000586,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006822,1.922670600675e-12,cuda_wo_cudss,3,edge_based,6.383030321983e-05,operators,805,cuda_wo_cudss,187,0,0.006236,cuda_mixed_edge_cpu_superlu,True
7.5e-06,2,1.5e-05,,,,,,,1.4e-05,2,2.8e-05,0.000166,2,0.000332,,,,,,,,,,,,,0.0027595,2,0.005519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000274,1,0.000274,0.0,1,0.0,0.000302,1,0.000302,0.000577,1,0.000577,1.3e-05,2,2.6e-05,0.0029495,2,0.005899,3.566666666667e-05,3,0.000107,0.002027333333333,3,0.006082,2.3e-05,2,4.6e-05,2.5e-05,1,2.5e-05,0.006242,1,0.006242,0.000133,1,0.000133,0.00058,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006823,4.58403574956e-12,cuda_wo_cudss,3,edge_based,6.383030324454e-05,operators,805,cuda_wo_cudss,187,1,0.006243,cuda_mixed_edge_cpu_superlu,True
7e-06,2,1.4e-05,,,,,,,1.5e-05,2,3e-05,0.000167,2,0.000334,,,,,,,,,,,,,0.00276,2,0.00552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000275,1,0.000275,0.0,1,0.0,0.000312,1,0.000312,0.000588,1,0.000588,1.35e-05,2,2.7e-05,0.0029505,2,0.005901,3.6e-05,3,0.000108,0.002027666666667,3,0.006083,2.2e-05,2,4.4e-05,2.5e-05,1,2.5e-05,0.006223,1,0.006223,0.000113,1,0.000113,0.000591,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006816,3.03546236936e-12,cuda_wo_cudss,3,edge_based,6.383030319558e-05,operators,805,cuda_wo_cudss,187,2,0.006224,cuda_mixed_edge_cpu_superlu,True
7.5e-06,2,1.5e-05,,,,,,,1.5e-05,2,3e-05,0.00017,2,0.00034,,,,,,,,,,,,,0.0027515,2,0.005503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000274,1,0.000274,0.0,1,0.0,0.0003,1,0.0003,0.000575,1,0.000575,1.35e-05,2,2.7e-05,0.0029455,2,0.005891,3.566666666667e-05,3,0.000107,0.002024333333333,3,0.006073,2.25e-05,2,4.5e-05,2.6e-05,1,2.6e-05,0.006214,1,0.006214,0.000114,1,0.000114,0.000578,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006793,4.252514430461e-12,cuda_wo_cudss,3,edge_based,6.383030322186e-05,operators,805,cuda_wo_cudss,187,3,0.006215,cuda_mixed_edge_cpu_superlu,True
8e-06,2,1.6e-05,,,,,,,1.4e-05,2,2.8e-05,0.0001675,2,0.000335,,,,,,,,,,,,,0.0027375,2,0.005475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000276,1,0.000276,0.0,1,0.0,0.000305,1,0.000305,0.000581,1,0.000581,1.35e-05,2,2.7e-05,0.0029295,2,0.005859,3.6e-05,3,0.000108,0.002014333333333,3,0.006043,2.25e-05,2,4.5e-05,2.5e-05,1,2.5e-05,0.006184,1,0.006184,0.000114,1,0.000114,0.000584,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.00677,6.396490621506e-12,cuda_wo_cudss,3,edge_based,6.383030321507e-05,operators,805,cuda_wo_cudss,187,4,0.006185,cuda_mixed_edge_cpu_superlu,True
7e-06,2,1.4e-05,,,,,,,1.4e-05,2,2.8e-05,0.0001665,2,0.000333,,,,,,,,,,,,,0.002751,2,0.005502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000272,1,0.000272,0.0,1,0.0,0.000301,1,0.000301,0.000573,1,0.000573,1.35e-05,2,2.7e-05,0.0029405,2,0.005881,3.533333333333e-05,3,0.000106,0.002020666666667,3,0.006062,2.25e-05,2,4.5e-05,2.5e-05,1,2.5e-05,0.006215,1,0.006215,0.000125,1,0.000125,0.000576,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006792,4.659691218798e-12,cuda_wo_cudss,3,edge_based,6.383030322803e-05,operators,805,cuda_wo_cudss,187,5,0.006215,cuda_mixed_edge_cpu_superlu,True
8e-06,2,1.6e-05,,,,,,,1.4e-05,2,2.8e-05,0.000167,2,0.000334,,,,,,,,,,,,,0.0027545,2,0.005509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000283,1,0.000283,0.0,1,0.0,0.000302,1,0.000302,0.000585,1,0.000585,1.35e-05,2,2.7e-05,0.002945,2,0.00589,3.5e-05,3,0.000105,0.002023666666667,3,0.006071,2.3e-05,2,4.6e-05,2.5e-05,1,2.5e-05,0.006212,1,0.006212,0.000114,1,0.000114,0.000588,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006802,3.137604786733e-12,cuda_wo_cudss,3,edge_based,6.383030320043e-05,operators,805,cuda_wo_cudss,187,6,0.006213,cuda_mixed_edge_cpu_superlu,True
7.5e-06,2,1.5e-05,,,,,,,1.4e-05,2,2.8e-05,0.000166,2,0.000332,,,,,,,,,,,,,0.002752,2,0.005504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000273,1,0.000273,0.0,1,0.0,0.000302,1,0.000302,0.000575,1,0.000575,1.35e-05,2,2.7e-05,0.002941,2,0.005882,3.566666666667e-05,3,0.000107,0.002021333333333,3,0.006064,2.25e-05,2,4.5e-05,2.5e-05,1,2.5e-05,0.006209,1,0.006209,0.000118,1,0.000118,0.000579,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006789,4.984554901476e-12,cuda_wo_cudss,3,edge_based,6.383030323241e-05,operators,805,cuda_wo_cudss,187,7,0.00621,cuda_mixed_edge_cpu_superlu,True
7e-06,2,1.4e-05,,,,,,,1.45e-05,2,2.9e-05,0.000167,2,0.000334,,,,,,,,,,,,,0.0027435,2,0.005487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000281,1,0.000281,0.0,1,0.0,0.000301,1,0.000301,0.000583,1,0.000583,1.35e-05,2,2.7e-05,0.002934,2,0.005868,3.633333333333e-05,3,0.000109,0.002017333333333,3,0.006052,2.25e-05,2,4.5e-05,2.5e-05,1,2.5e-05,0.006193,1,0.006193,0.000114,1,0.000114,0.000587,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006782,4.542946605434e-12,cuda_wo_cudss,3,edge_based,6.383030321601e-05,operators,805,cuda_wo_cudss,187,8,0.006194,cuda_mixed_edge_cpu_superlu,True
7e-06,2,1.4e-05,,,,,,,1.45e-05,2,2.9e-05,0.000166,2,0.000332,,,,,,,,,,,,,0.0027475,2,0.005495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000273,1,0.000273,0.0,1,0.0,0.000303,1,0.000303,0.000576,1,0.000576,1.35e-05,2,2.7e-05,0.0029375,2,0.005875,3.533333333333e-05,3,0.000106,0.002018666666667,3,0.006056,2.25e-05,2,4.5e-05,2.5e-05,1,2.5e-05,0.006203,1,0.006203,0.00012,1,0.00012,0.000579,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.006783,6.792618791094e-12,cuda_wo_cudss,3,edge_based,6.383030319912e-05,operators,805,cuda_wo_cudss,187,9,0.006204,cuda_mixed_edge_cpu_superlu,True
,,,0.0001665,2,0.000333,0.0004435,2,0.000887,,,,,,,4.8e-05,2,9.6e-05,0.000156,2,0.000312,0.0001445,2,0.000289,0.000115,2,0.00023,,,,0.000103,1,0.000103,0.027174,1,0.027174,0.004982,1,0.004982,,,,,,,0.000353,1,0.000353,,,,0.000211,1,0.000211,,,,4.05e-05,2,8.1e-05,,,,0.000133,2,0.000266,,,,0.000563,1,0.000563,0.03216,1,0.03216,0.003904,1,0.003904,0.036628,1,0.036628,0.00066,2,0.00132,0.000458,2,0.000916,3.566666666667e-05,3,0.000107,0.000796,3,0.002388,2.1e-05,2,4.2e-05,2.5e-05,1,2.5e-05,0.002677,1,0.002677,0.000261,1,0.000261,0.036628,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.039306,1.117593452404e-11,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030323648e-05,operators,805,cuda_wo_jacobian,187,0,0.002677,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.000167,2,0.000334,0.000407,2,0.000814,,,,,,,4.9e-05,2,9.8e-05,0.000129,2,0.000258,0.000153,2,0.000306,9.6e-05,2,0.000192,,,,0.000115,1,0.000115,0.036868,1,0.036868,0.00164,1,0.00164,,,,,,,0.000354,1,0.000354,,,,0.00021,1,0.00021,,,,4.1e-05,2,8.2e-05,,,,0.0001325,2,0.000265,,,,0.000277,1,0.000277,0.038511,1,0.038511,0.000309,1,0.000309,0.039098,1,0.039098,0.000624,2,0.001248,0.0004575,2,0.000915,3.566666666667e-05,3,0.000107,0.0007716666666667,3,0.002315,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002619,1,0.002619,0.000275,1,0.000275,0.039099,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.041719,4.274582541356e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030319767e-05,operators,805,cuda_wo_jacobian,187,1,0.00262,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.0001665,2,0.000333,0.000394,2,0.000788,,,,,,,4.85e-05,2,9.7e-05,0.0001225,2,0.000245,0.00015,2,0.0003,9.3e-05,2,0.000186,,,,0.000117,1,0.000117,0.011535,1,0.011535,0.001691,1,0.001691,,,,,,,0.000341,1,0.000341,,,,0.000209,1,0.000209,,,,4.1e-05,2,8.2e-05,,,,0.000133,2,0.000266,,,,0.000278,1,0.000278,0.013229,1,0.013229,0.000308,1,0.000308,0.013816,1,0.013816,0.00061,2,0.00122,0.00045,2,0.0009,3.566666666667e-05,3,0.000107,0.0007573333333333,3,0.002272,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002566,1,0.002566,0.000265,1,0.000265,0.013816,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016383,5.389290608455e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030319909e-05,operators,805,cuda_wo_jacobian,187,2,0.002566,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.000166,2,0.000332,0.000447,2,0.000894,,,,,,,4.8e-05,2,9.6e-05,0.00017,2,0.00034,0.0001385,2,0.000277,0.00011,2,0.00022,,,,0.000115,1,0.000115,0.011475,1,0.011475,0.001629,1,0.001629,,,,,,,0.000339,1,0.000339,,,,0.000211,1,0.000211,,,,4.1e-05,2,8.2e-05,,,,0.000133,2,0.000266,,,,0.000285,1,0.000285,0.013107,1,0.013107,0.000301,1,0.000301,0.013694,1,0.013694,0.0006625,2,0.001325,0.000451,2,0.000902,3.6e-05,3,0.000108,0.000793,3,0.002379,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002666,1,0.002666,0.000258,1,0.000258,0.013695,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016362,5.304164927482e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030318705e-05,operators,805,cuda_wo_jacobian,187,3,0.002666,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.0001635,2,0.000327,0.000411,2,0.000822,,,,,,,4.95e-05,2,9.9e-05,0.0001255,2,0.000251,0.0001375,2,0.000275,0.00012,2,0.00024,,,,0.000116,1,0.000116,0.011769,1,0.011769,0.001721,1,0.001721,,,,,,,0.000341,1,0.000341,,,,0.000212,1,0.000212,,,,4.25e-05,2,8.5e-05,,,,0.0001325,2,0.000265,,,,0.000281,1,0.000281,0.013493,1,0.013493,0.0003,1,0.0003,0.014075,1,0.014075,0.000625,2,0.00125,0.000454,2,0.000908,3.733333333333e-05,3,0.000112,0.0007716666666667,3,0.002315,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002609,1,0.002609,0.000264,1,0.000264,0.014075,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016686,2.433463368695e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030325229e-05,operators,805,cuda_wo_jacobian,187,4,0.00261,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.000163,2,0.000326,0.000405,2,0.00081,,,,,,,4.85e-05,2,9.7e-05,0.000129,2,0.000258,0.0001365,2,0.000273,0.0001125,2,0.000225,,,,0.000107,1,0.000107,0.011644,1,0.011644,0.001722,1,0.001722,,,,,,,0.00034,1,0.00034,,,,0.000209,1,0.000209,,,,4.25e-05,2,8.5e-05,,,,0.0001325,2,0.000265,,,,0.000279,1,0.000279,0.01337,1,0.01337,0.000304,1,0.000304,0.013954,1,0.013954,0.0006175,2,0.001235,0.000451,2,0.000902,3.6e-05,3,0.000108,0.0007643333333333,3,0.002293,2.1e-05,2,4.2e-05,2.6e-05,1,2.6e-05,0.00258,1,0.00258,0.00026,1,0.00026,0.013954,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016536,4.624445904196e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030324625e-05,operators,805,cuda_wo_jacobian,187,5,0.002581,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.00017,2,0.00034,0.0004085,2,0.000817,,,,,,,4.9e-05,2,9.8e-05,0.0001305,2,0.000261,0.000137,2,0.000274,0.000112,2,0.000224,,,,0.00011,1,0.00011,0.011438,1,0.011438,0.001676,1,0.001676,,,,,,,0.000342,1,0.000342,,,,0.000209,1,0.000209,,,,4.2e-05,2,8.4e-05,,,,0.000132,2,0.000264,,,,0.000274,1,0.000274,0.013118,1,0.013118,0.000298,1,0.000298,0.013691,1,0.013691,0.0006285,2,0.001257,0.0004515,2,0.000903,3.633333333333e-05,3,0.000109,0.0007716666666667,3,0.002315,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002601,1,0.002601,0.000257,1,0.000257,0.013691,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016294,3.895052685563e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030324103e-05,operators,805,cuda_wo_jacobian,187,6,0.002602,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.000172,2,0.000344,0.000413,2,0.000826,,,,,,,4.9e-05,2,9.8e-05,0.0001355,2,0.000271,0.000136,2,0.000272,0.000112,2,0.000224,,,,0.000114,1,0.000114,0.011548,1,0.011548,0.001686,1,0.001686,,,,,,,0.000341,1,0.000341,,,,0.000209,1,0.000209,,,,4.25e-05,2,8.5e-05,,,,0.0001325,2,0.000265,,,,0.00028,1,0.00028,0.013237,1,0.013237,0.000308,1,0.000308,0.013826,1,0.013826,0.000635,2,0.00127,0.0004525,2,0.000905,3.633333333333e-05,3,0.000109,0.0007763333333333,3,0.002329,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.002626,1,0.002626,0.000268,1,0.000268,0.013827,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016455,4.610259416124e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030320103e-05,operators,805,cuda_wo_jacobian,187,7,0.002627,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.0001665,2,0.000333,0.0004065,2,0.000813,,,,,,,4.95e-05,2,9.9e-05,0.0001325,2,0.000265,0.000136,2,0.000272,0.000109,2,0.000218,,,,0.000111,1,0.000111,0.011512,1,0.011512,0.001594,1,0.001594,,,,,,,0.000341,1,0.000341,,,,0.000208,1,0.000208,,,,4.25e-05,2,8.5e-05,,,,0.000132,2,0.000264,,,,0.000277,1,0.000277,0.013109,1,0.013109,0.000305,1,0.000305,0.013692,1,0.013692,0.000623,2,0.001246,0.000451,2,0.000902,3.633333333333e-05,3,0.000109,0.0007673333333333,3,0.002302,2.05e-05,2,4.1e-05,2.7e-05,1,2.7e-05,0.002592,1,0.002592,0.00026,1,0.00026,0.013693,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016286,4.495918445236e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030320769e-05,operators,805,cuda_wo_jacobian,187,8,0.002592,cuda_mixed_edge_cpu_naive_jacobian,True
,,,0.0001645,2,0.000329,0.000402,2,0.000804,,,,,,,4.75e-05,2,9.5e-05,0.0001285,2,0.000257,0.0001415,2,0.000283,0.000104,2,0.000208,,,,9.3e-05,1,9.3e-05,0.01141,1,0.01141,0.001693,1,0.001693,,,,,,,0.000343,1,0.000343,,,,0.00021,1,0.00021,,,,4.05e-05,2,8.1e-05,,,,0.0001315,2,0.000263,,,,0.000279,1,0.000279,0.013106,1,0.013106,0.000305,1,0.000305,0.013691,1,0.013691,0.000615,2,0.00123,0.0004505,2,0.000901,3.5e-05,3,0.000105,0.0007606666666667,3,0.002282,2.1e-05,2,4.2e-05,2.5e-05,1,2.5e-05,0.00255,1,0.00255,0.000241,1,0.000241,0.013691,cuda,993,MemphisCase2026_Mar7,mixed,MemphisCase2026_Mar7,0.016243,2.272382198382e-12,cuda_wo_jacobian,3,cpu_naive_pypower_like,6.383030318628e-05,operators,805,cuda_wo_jacobian,187,9,0.002551,cuda_mixed_edge_cpu_naive_jacobian,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011878,1,0.011878,0.001866,1,0.001866,,,,0.000439,1,0.000439,,,,0.000303,1,0.000303,,,,1.9e-05,2,3.8e-05,,,,0.000181,2,0.000362,0.000455,1,0.000455,0.013747,1,0.013747,0.000336,1,0.000336,0.01454,1,0.01454,4.1e-05,2,8.2e-05,0.0005725,2,0.001145,3.466666666667e-05,3,0.000104,0.000459,3,0.001377,2.05e-05,2,4.1e-05,2.5e-05,1,2.5e-05,0.001539,1,0.001539,0.000135,1,0.000135,0.014542,cuda,993,MemphisCase2026_Mar7,fp64,MemphisCase2026_Mar7,0.016082,2.311726072448e-12,cuda_fp64_edge,3,edge_based,6.383030320934e-05,operators,805,cuda_fp64_edge,187,0,0.00154,cuda_fp64_edge,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011709,1,0.011709,0.001598,1,0.001598,,,,0.000436,1,0.000436,,,,0.000303,1,0.000303,,,,2e-05,2,4e-05,,,,0.000181,2,0.000362,0.000442,1,0.000442,0.01331,1,0.01331,0.000305,1,0.000305,0.014059,1,0.014059,4.1e-05,2,8.2e-05,0.0005715,2,0.001143,3.466666666667e-05,3,0.000104,0.0004576666666667,3,0.001373,2.05e-05,2,4.1e-05,2.5e-05,1,2.5e-05,0.00152,1,0.00152,0.00012,1,0.00012,0.01406,cuda,993,MemphisCase2026_Mar7,fp64,MemphisCase2026_Mar7,0.015582,2.310269174618e-12,cuda_fp64_edge,3,edge_based,6.383030320952e-05,operators,805,cuda_fp64_edge,187,1,0.001521,cuda_fp64_edge,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014809,1,0.014809,0.00186,1,0.00186,,,,0.000436,1,0.000436,,,,0.000377,1,0.000377,,,,1.95e-05,2,3.9e-05,,,,0.000182,2,0.000364,0.000449,1,0.000449,0.016672,1,0.016672,0.000302,1,0.000302,0.017425,1,0.017425,4.1e-05,2,8.2e-05,0.000609,2,0.001218,3.533333333333e-05,3,0.000106,0.0004836666666667,3,0.001451,2.1e-05,2,4.2e-05,2.7e-05,1,2.7e-05,0.001599,1,0.001599,0.000119,1,0.000119,0.017426,cuda,993,MemphisCase2026_Mar7,fp64,MemphisCase2026_Mar7,0.019027,2.311726072448e-12,cuda_fp64_edge,3,edge_based,6.383030320934e-05,operators,805,cuda_fp64_edge,187,2,0.001601,cuda_fp64_edge,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011489,1,0.011489,0.001736,1,0.001736,,,,0.000441,1,0.000441,,,,0.000304,1,0.000304,,,,1.9e-05,2,3.8e-05,,,,0.000181,2,0.000362,0.000461,1,0.000461,0.013228,1,0.013228,0.000303,1,0.000303,0.013994,1,0.013994,4.1e-05,2,8.2e-05,0.0005745,2,0.001149,3.466666666667e-05,3,0.000104,0.00046,3,0.00138,2.1e-05,2,4.2e-05,2.6e-05,1,2.6e-05,0.001531,1,0.001531,0.000123,1,0.000123,0.013995,cuda,993,MemphisCase2026_Mar7,fp64,MemphisCase2026_Mar7,0.015528,2.311726072448e-12,cuda_fp64_edge,3,edge_based,6.383030320934e-05,operators,805,cuda_fp64_edge,187,3,0.001532,cuda_fp64_edge,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011549,1,0.011549,0.001593,1,0.001593,,,,0.000435,1,0.000435,,,,0.000304,1,0.000304,,,,1.9e-05,2,3.8e-05,,,,0.0001815,2,0.000363,0.000461,1,0.000461,0.013145,1,0.013145,0.000299,1,0.000299,0.013906,1,0.013906,4.05e-05,2,8.1e-05,0.000571,2,0.001142,3.5e-05,3,0.000105,0.000458,3,0.001374,2.1e-05,2,4.2e-05,2.6e-05,1,2.6e-05,0.001524,1,0.001524,0.000121,1,0.000121,0.013907,cuda,993,MemphisCase2026_Mar7,fp64,MemphisCase2026_Mar7,0.015432,2.676893058625e-12,cuda_fp64_edge,3,edge_based,6.383030320934e-05,operators,805,cuda_fp64_edge,187,4,0.001525,cuda_fp64_edge,True
