algorithm,analyze_sec,backend,buses,case_name,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
standard,0.217872,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.260731,2.736747635924e-11,cuda_edge,7,edge_based,0.2269152465434,end2end,76439,cuda_edge,2038,3,0.042859,cuda_mixed_edge,True
standard,0.217398,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.253324,7.694885832688e-09,cuda_edge,6,edge_based,0.2269152464889,end2end,76439,cuda_edge,2038,4,0.035925,cuda_mixed_edge,True
standard,0.195224,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.231512,7.831011755721e-09,cuda_edge,6,edge_based,0.2269152464231,end2end,76439,cuda_edge,2038,5,0.036288,cuda_mixed_edge,True
standard,0.213216,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.260087,3.548177029966e-11,cuda_edge,7,edge_based,0.2269152465439,end2end,76439,cuda_edge,2038,6,0.04687,cuda_mixed_edge,True
standard,0.20714,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.251226,4.720844936978e-11,cuda_edge,7,edge_based,0.2269152465439,end2end,76439,cuda_edge,2038,7,0.044086,cuda_mixed_edge,True
standard,0.194228,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.238077,3.004345383584e-11,cuda_edge,7,edge_based,0.2269152465437,end2end,76439,cuda_edge,2038,8,0.043849,cuda_mixed_edge,True
standard,0.192688,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.231077,7.735329391481e-09,cuda_edge,6,edge_based,0.2269152465687,end2end,76439,cuda_edge,2038,9,0.038388,cuda_mixed_edge,True
modified,0.189407,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.212569,6.440973270953e-09,cuda_edge_modified,7,edge_based,0.2269152466724,end2end,76439,cuda_edge_modified,2038,0,0.023161,cuda_mixed_edge_modified,True
modified,0.183853,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.206928,1.867184074023e-09,cuda_edge_modified,7,edge_based,0.2269152465864,end2end,76439,cuda_edge_modified,2038,1,0.023074,cuda_mixed_edge_modified,True
modified,0.215236,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.248069,9.645863077775e-10,cuda_edge_modified,7,edge_based,0.2269152465708,end2end,76439,cuda_edge_modified,2038,2,0.032833,cuda_mixed_edge_modified,True
modified,0.209246,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.241164,2.493775547302e-09,cuda_edge_modified,7,edge_based,0.2269152465939,end2end,76439,cuda_edge_modified,2038,3,0.031917,cuda_mixed_edge_modified,True
modified,0.212032,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.243935,1.394076900653e-09,cuda_edge_modified,7,edge_based,0.2269152465947,end2end,76439,cuda_edge_modified,2038,4,0.031903,cuda_mixed_edge_modified,True
modified,0.194861,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.226786,2.41476046975e-09,cuda_edge_modified,7,edge_based,0.2269152465786,end2end,76439,cuda_edge_modified,2038,5,0.031925,cuda_mixed_edge_modified,True
modified,0.190844,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.222526,3.923389613192e-09,cuda_edge_modified,7,edge_based,0.2269152465883,end2end,76439,cuda_edge_modified,2038,6,0.031681,cuda_mixed_edge_modified,True
modified,0.191899,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.223799,2.691878383821e-09,cuda_edge_modified,7,edge_based,0.2269152465883,end2end,76439,cuda_edge_modified,2038,7,0.0319,cuda_mixed_edge_modified,True
modified,0.197308,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.228958,2.289482381457e-09,cuda_edge_modified,7,edge_based,0.2269152466,end2end,76439,cuda_edge_modified,2038,8,0.031649,cuda_mixed_edge_modified,True
modified,0.198442,cuda,78478,Base_Eastern_Interconnect_515GW,mixed,Base_Eastern_Interconnect_515GW,0.224445,2.127488893389e-09,cuda_edge_modified,7,edge_based,0.226915246584,end2end,76439,cuda_edge_modified,2038,9,0.026002,cuda_mixed_edge_modified,True
