case_name,delta_ms_modified_minus_standard,metric,modified_count_mean,modified_ms_mean,modified_runs_used,modified_sec_mean,speedup_standard_over_modified,standard_count_mean,standard_ms_mean,standard_runs_used,standard_sec_mean
MemphisCase2026_Mar7,-0.012988888888888887,NR.iteration.jacobian.total_sec,1.0,0.013111111111111112,9,1.3111111111111111e-05,1.9906779661016947,2.0,0.026099999999999998,10,2.6099999999999997e-05
MemphisCase2026_Mar7,-0.20923333333333335,NR.iteration.linear.total_sec,2.0,0.6156666666666667,9,0.0006156666666666667,1.3398484028153763,2.0,0.8249000000000001,10,0.0008249
MemphisCase2026_Mar7,-0.20814444444444447,NR.iteration.linear_factorize.total_sec,1.0,0.3075555555555555,9,0.00030755555555555554,1.676770231213873,2.0,0.5157,10,0.0005157
MemphisCase2026_Mar7,-0.00034444444444445884,NR.iteration.linear_solve.total_sec,2.0,0.3075555555555555,9,0.00030755555555555554,1.0011199421965318,2.0,0.3079,10,0.0003079
MemphisCase2026_Mar7,-0.0004777777777777728,NR.iteration.voltage_update.total_sec,2.0,0.04122222222222222,9,4.1222222222222224e-05,1.0115902964959567,2.0,0.041699999999999994,10,4.17e-05
MemphisCase2026_Mar7,0.00014444444444445398,CUDA.solve.factorization32.total_sec,1.0,0.30744444444444446,9,0.00030744444444444444,0.9995301770870979,1.0,0.30729999999999996,10,0.0003073
MemphisCase2026_Mar7,,CUDA.solve.refactorization32.total_sec,,,9,,,1.0,0.20779999999999998,10,0.00020779999999999998
MemphisCase2026_Mar7,-0.00021111111111111097,CUDA.solve.rhsPrepare.total_sec,2.0,0.04188888888888889,9,4.188888888888889e-05,1.0050397877984085,2.0,0.0421,10,4.21e-05
MemphisCase2026_Mar7,-0.00034444444444445884,CUDA.solve.solve32.total_sec,2.0,0.26255555555555554,9,0.00026255555555555553,1.00131189166314,2.0,0.26289999999999997,10,0.0002629
Texas7k_20220923,0.03699999999999998,NR.iteration.mismatch.total_sec,4.8,0.3987,10,0.0003987,0.907198394783045,4.0,0.3617,10,0.0003617
Texas7k_20220923,-0.017400000000000002,NR.iteration.jacobian.total_sec,2.0,0.0326,10,3.26e-05,1.5337423312883436,3.0,0.05,10,5e-05
Texas7k_20220923,-0.47900000000000026,NR.iteration.linear.total_sec,3.8,2.3731999999999998,10,0.0023732,1.2018371818641498,3.0,2.8522,10,0.0028522
