analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
0.01125,0.010934300000000001,0.0108785,0.010817,0.00014988443696543153,cuda,case118_ieee,mixed,0.012214,0.011899,0.0118435,0.011781,0.00014837265396441625,7.277715405288e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000973,0.0009644,0.0009635,0.00096,3.864367132317184e-06,cuda_mixed_edge,True
0.017489,0.0169954,0.01691,0.016858,0.0002029932675402482,cuda,case1354_pegase,mixed,0.019862,0.0193498,0.01928,0.019194,0.0002136626624689804,1.046940312222e-11,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002378,0.0023538,0.0023629999999999996,0.002324,2.1269696753832624e-05,cuda_mixed_edge,True
0.023526,0.0227192,0.0226265,0.022524,0.00030159384019645403,cuda,case2746wop_k,mixed,0.026177,0.025383299999999998,0.0252985,0.025181,0.00029786464114500813,6.537715551362e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002674,0.0026637,0.0026635,0.00265,7.4393846818432815e-06,cuda_mixed_edge,True
0.01074,0.0104486,0.010388000000000001,0.010345,0.00012954038409357548,cuda,case30_ieee,mixed,0.011569,0.0112928,0.011254,0.011177,0.00012366334227337624,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000888,0.0008438,0.000842,0.000827,1.848001924000923e-05,cuda_mixed_edge,True
0.03437,0.0326232,0.032405,0.032366,0.000617850539280244,cuda,case4601_goc,mixed,0.039139,0.037410399999999996,0.037207500000000004,0.037119,0.0006113495454048092,3.992048913659e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004809,0.0047868,0.0047925,0.004752,2.0788885919591137e-05,cuda_mixed_edge,True
0.014751,0.0142469,0.014172500000000001,0.014091,0.00020912061910135338,cuda,case793_goc,mixed,0.016526,0.015954,0.015939500000000002,0.015553,0.0002848851620487724,9.889374139038e-09,cuda_edge,5.8,edge_based,operators,cuda_edge,10,0.001774,0.0017064,0.0017664999999999998,0.001461,0.00012788032599965398,cuda_mixed_edge,True
0.051366,0.0485301,0.048240500000000006,0.047993,0.0010065626270740551,cuda,case8387_pegase,mixed,0.058503,0.0557095,0.0553815,0.05523,0.000987378487601273,2.77657097314e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.007345,0.0071789,0.0071535,0.007104,8.766406840256095e-05,cuda_mixed_edge,True
0.056099,0.0529005,0.0526005,0.05236,0.0011284242947087286,cuda,case9241_pegase,mixed,0.064677,0.0614846,0.061156,0.060969,0.0011246408019155857,2.548329066862e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008636,0.008583799999999999,0.0085925,0.008509,4.239968553342519e-05,cuda_mixed_edge,True
