case,backend,n_bus,ybus_nnz,n_pv,n_pq,runs,ok_runs,converged_runs,initialize_mean_ms,initialize_median_ms,initialize_min_ms,initialize_max_ms,initialize_std_ms,solve_mean_ms,solve_median_ms,solve_min_ms,solve_max_ms,solve_std_ms,total_mean_ms,total_median_ms,final_mismatch_median,iterations_median,first_error
case2848rte,cudss,2848,9732,370,2477,10,10,10,38.572081591701135,38.55118650244549,38.48783299326897,38.714226975571364,0.0694261591405427,1.427431812044233,1.4212139940354973,1.4085600269027054,1.4891010359860957,0.023057379602796253,39.99951340374537,39.99790849047713,9.558004271728593e-09,3.0,
case2848rte,custom,2848,9732,370,2477,10,10,10,8.619483897928149,8.462775498628616,8.2824970013462,9.22057603020221,0.33208464396999837,1.223542500520125,1.2278014910407364,1.1368010309524834,1.3452210114337504,0.05799796748355789,9.843026398448274,9.711786988191307,9.558004288208466e-09,3.0,
case2868rte,cudss,2868,9810,413,2454,10,10,10,38.92827638774179,38.928318477701396,38.762977987062186,39.157026971224695,0.10995420687162079,3.3268438011873513,3.308897983515635,3.295557980891317,3.415443003177643,0.039746912839148045,42.25512018892914,42.255045467754826,7.979329399793371e-12,6.0,
case2868rte,custom,2868,9810,413,2454,10,10,10,8.06582189979963,8.074372017290443,7.902163953986019,8.238365000579506,0.10630250848861543,2.623580308863893,2.5951400166377425,2.490889048203826,2.837269043084234,0.10044108280599849,10.689402208663523,10.67589400918223,7.835388794470896e-12,6.0,
case2869pegase,cudss,2869,10805,509,2359,10,10,10,39.886264310916886,39.921906020026654,39.777149038854986,39.986792020499706,0.08065108433377585,3.4748564066831023,3.4718739916570485,3.4377750125713646,3.508577006869018,0.021195729630791842,43.36112071759999,43.37714851135388,2.153892989363949e-09,7.0,
case2869pegase,custom,2869,10805,509,2359,10,10,10,8.47695079864934,8.377810998354107,8.090718009043485,9.61797998752445,0.43816284921987414,2.991149394074455,2.977406984427944,2.87229404784739,3.2022029627114534,0.09548201143259707,11.468100192723796,11.374263500329107,2.1538816688920104e-09,7.0,
case28da,cudss,28,82,0,27,10,10,10,18.28737200703472,18.280384509125724,18.236017029266804,18.343358009587973,0.035977595306222014,0.5204228102229536,0.5212620017118752,0.5154270329512656,0.526447023730725,0.0037972596685570815,18.807794817257673,18.80192750832066,9.084790919544616e-09,4.0,
case28da,custom,28,82,0,27,10,10,10,0.72784359799698,0.7181114924605936,0.6703769904561341,0.7871060515753925,0.04518584614076573,0.46440549776889384,0.4612600023392588,0.4555240157060325,0.4753009998239577,0.007274696396942059,1.1922490957658738,1.1854880140163004,9.084777125023535e-09,4.0,
case30,cudss,30,112,5,24,10,10,10,18.392958596814424,18.383508489932865,18.345102027524263,18.50094401743263,0.045892012799906894,0.5321032949723303,0.5317314935382456,0.5228699883446097,0.542917987331748,0.005755597304057628,18.925061891786754,18.920304981293157,9.569991188396187e-10,4.0,
case30,custom,30,112,5,24,10,10,10,0.7756719889584929,0.7744114845991135,0.7253690273500979,0.8317289757542312,0.03945237871167485,0.501721422187984,0.5003680125810206,0.49239303916692734,0.5150650395080447,0.006862141602928256,1.2773934111464769,1.2762875121552497,9.569993686397993e-10,4.0,
