case,backend,repeat,status,initialize_ms,solve_ms,total_ms,iterations,final_mismatch,converged,n_bus,ybus_nnz,n_pv,n_pq,error
case1951rte,cudss,4,ok,32.592111034318805,1.8686429830268025,34.46075401734561,4,7.902254121495922e-12,True,1951,6701,349,1601,
case1951rte,custom,4,ok,6.029292999301106,1.4360420173034072,7.465335016604513,4,7.415467391485547e-12,True,1951,6701,349,1601,
case1951rte,cudss,5,ok,32.590137037914246,1.922524010296911,34.51266104821116,4,1.5700787523196704e-11,True,1951,6701,349,1601,
case1951rte,custom,5,ok,6.194012006744742,1.4501980040222406,7.644210010766983,4,7.959524736227924e-12,True,1951,6701,349,1601,
case1951rte,cudss,6,ok,32.471354003064334,1.9089190172962844,34.38027302036062,4,1.3340016364664094e-11,True,1951,6701,349,1601,
case1951rte,custom,6,ok,6.248964986298233,1.4537250390276313,7.7026900253258646,4,1.5685229415227072e-11,True,1951,6701,349,1601,
case1951rte,cudss,7,ok,32.732933992519975,1.9482120405882597,34.681146033108234,4,1.1698061541689232e-11,True,1951,6701,349,1601,
case1951rte,custom,7,ok,6.111075985245407,1.4465419808402658,7.557617966085672,4,1.2234990798276613e-11,True,1951,6701,349,1601,
case1951rte,cudss,8,ok,32.46414999011904,1.8712080200202763,34.335358010139316,4,8.872014234384551e-12,True,1951,6701,349,1601,
case1951rte,custom,8,ok,6.109893962275237,1.4466820284724236,7.55657599074766,4,1.1718544246510665e-11,True,1951,6701,349,1601,
case1951rte,cudss,9,ok,32.377356954384595,1.855909009464085,34.23326596384868,4,9.812595180846984e-12,True,1951,6701,349,1601,
case1951rte,custom,9,ok,6.152013025712222,1.4478850062005222,7.599898031912744,4,9.408945844668892e-12,True,1951,6701,349,1601,
case1951rte,cudss,10,ok,32.531375996768475,1.8491170485503972,34.38049304531887,4,1.1656311814633751e-11,True,1951,6701,349,1601,
case1951rte,custom,10,ok,6.112549046520144,1.4420139486901462,7.55456299521029,4,1.4807394749448505e-11,True,1951,6701,349,1601,
case22,cudss,1,ok,18.233482027426362,0.48347696429118514,18.716958991717547,4,1.3856277236712344e-12,True,22,64,0,21,
case22,custom,1,ok,0.7861939957365394,0.4583289846777916,1.244522980414331,4,2.2057355941740298e-12,True,22,64,0,21,
case22,cudss,2,ok,18.199648009613156,0.4782270407304168,18.677875050343573,4,2.2056731441288946e-12,True,22,64,0,21,
case22,custom,2,ok,0.6872690282762051,0.4481400246731937,1.1354090529493988,4,2.2057355941740298e-12,True,22,64,0,21,
case22,cudss,3,ok,18.236107018310577,0.48446800792589784,18.720575026236475,4,1.3287010380835795e-12,True,22,64,0,21,
case22,custom,3,ok,0.6916570127941668,0.4450539709068835,1.1367109837010503,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,4,ok,18.23424402391538,0.4759719595313072,18.710215983446687,4,1.3280904154200357e-12,True,22,64,0,21,
case22,custom,4,ok,0.6729919696226716,0.4546919954009354,1.127683965023607,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,5,ok,18.194428994320333,0.4783460171893239,18.672775011509657,4,1.3285622602055014e-12,True,22,64,0,21,
case22,custom,5,ok,0.6763580022379756,0.44591602636501193,1.1222740286029875,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,6,ok,18.262625962961465,0.47878798795863986,18.741413950920105,4,1.3285622602055014e-12,True,22,64,0,21,
case22,custom,6,ok,0.6770900217816234,0.44784898636862636,1.1249390081502497,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,7,ok,18.28422799007967,0.47937798080965877,18.76360597088933,4,2.2056731441288946e-12,True,22,64,0,21,
case22,custom,7,ok,0.7816950092092156,0.45554398093372583,1.2372389901429415,4,2.2057355941740298e-12,True,22,64,0,21,
case22,cudss,8,ok,18.22648901725188,0.48096198588609695,18.707451003137976,4,1.3280904154200357e-12,True,22,64,0,21,
case22,custom,8,ok,0.7168040028773248,0.4546319833025336,1.1714359861798584,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,9,ok,18.259912030771375,0.494826992508024,18.7547390232794,4,1.3287010380835795e-12,True,22,64,0,21,
case22,custom,9,ok,0.7355689886026084,0.4510150174610317,1.1865840060636401,4,2.2057494719618376e-12,True,22,64,0,21,
case22,cudss,10,ok,18.374515988398343,0.49077998846769333,18.865295976866037,4,2.2056731441288946e-12,True,22,64,0,21,
case22,custom,10,ok,0.7051519933156669,0.4556950298137963,1.1608470231294632,4,2.2057494719618376e-12,True,22,64,0,21,
case2383wp,cudss,1,ok,35.716818005312234,3.5170239862054586,39.23384199151769,7,6.353650244816933e-12,True,2383,8155,326,2056,
case2383wp,custom,1,ok,6.230729981325567,2.8339229756966233,9.06465295702219,7,8.520503747000419e-12,True,2383,8155,326,2056,
case2383wp,cudss,2,ok,35.6608530273661,3.516872995533049,39.17772602289915,7,4.050666816445962e-12,True,2383,8155,326,2056,
case2383wp,custom,2,ok,6.292967998888344,3.0318929930217564,9.3248609919101,7,5.1592477466022225e-12,True,2383,8155,326,2056,
case2383wp,cudss,3,ok,35.79923301003873,3.533002978656441,39.332235988695174,7,4.300728368712908e-12,True,2383,8155,326,2056,
case2383wp,custom,3,ok,5.996812018565834,3.1044799834489822,9.101292002014816,7,4.290392250260825e-12,True,2383,8155,326,2056,
case2383wp,cudss,4,ok,35.67975800251588,3.5151299671269953,39.19488796964288,7,5.554653516403219e-12,True,2383,8155,326,2056,
case2383wp,custom,4,ok,6.122768041677773,3.0301209772005677,9.15288901887834,7,5.992739290916482e-12,True,2383,8155,326,2056,
case2383wp,cudss,5,ok,35.631878999993205,3.523305000271648,39.15518400026485,7,4.8849131417746915e-12,True,2383,8155,326,2056,
case2383wp,custom,5,ok,6.62327598547563,3.055769018828869,9.679045004304498,7,5.091930855202487e-12,True,2383,8155,326,2056,
case2383wp,cudss,6,ok,35.58512101881206,3.5193070070818067,39.10442802589387,7,5.3911400632958354e-12,True,2383,8155,326,2056,
case2383wp,custom,6,ok,6.614068988710642,3.15269100246951,9.766759991180152,7,4.586068712221998e-12,True,2383,8155,326,2056,
case2383wp,cudss,7,ok,35.61098000500351,3.518706012982875,39.12968601798639,7,6.0829986880950315e-12,True,2383,8155,326,2056,
case2383wp,custom,7,ok,6.2427829834632576,3.0560900340788066,9.298873017542064,7,5.434649650135392e-12,True,2383,8155,326,2056,
case2383wp,cudss,8,ok,35.66173400031403,3.5176649689674377,39.179398969281465,7,5.548846700019222e-12,True,2383,8155,326,2056,
case2383wp,custom,8,ok,6.503452023025602,2.8776739491149783,9.38112597214058,7,5.0961005636827015e-12,True,2383,8155,326,2056,
case2383wp,cudss,9,ok,35.61325400369242,3.539444995112717,39.152698998805135,7,5.441724167814047e-12,True,2383,8155,326,2056,
case2383wp,custom,9,ok,6.303516973275691,3.0416829977184534,9.345199970994145,7,5.445033313122849e-12,True,2383,8155,326,2056,
case2383wp,cudss,10,ok,35.90325696859509,3.5655450192280114,39.4688019878231,7,5.01025225765056e-12,True,2383,8155,326,2056,
case2383wp,custom,10,ok,6.218036985956132,3.041182004380971,9.259218990337104,7,4.177844934576321e-12,True,2383,8155,326,2056,
case24_ieee_rts,cudss,1,ok,18.34114402299747,0.6113459821790457,18.952490005176514,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,1,ok,0.6912460085004568,0.5856079515069723,1.2768539600074291,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,2,ok,18.33810895914212,0.6052840035408735,18.943392962682992,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,2,ok,0.7085379911586642,0.5852069589309394,1.2937449500896037,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,3,ok,18.35192396538332,0.6099030142650008,18.961826979648322,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,3,ok,0.7614070200361311,0.6212549633346498,1.382661983370781,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,4,ok,18.341924995183945,0.6143720238469541,18.9562970190309,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,4,ok,0.7067849510349333,0.5876320064999163,1.2944169575348496,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,5,ok,18.315416004043072,0.6149730179458857,18.930389021988958,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,5,ok,0.8076340309344232,0.5968389450572431,1.4044729759916663,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,6,ok,18.34623300237581,0.6081300089135766,18.954363011289388,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,6,ok,0.7178560481406748,0.584765977691859,1.3026220258325338,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,7,ok,18.312279018573463,0.6217460031621158,18.93402502173558,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,7,ok,0.7919649942778051,0.6040819571353495,1.3960469514131546,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,8,ok,18.324723991099745,0.621013983618468,18.945737974718213,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,8,ok,0.7243580184876919,0.586859998293221,1.3112180167809129,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,9,ok,18.329953018110245,0.6155640003271401,18.945517018437386,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,9,ok,0.6924479966983199,0.5865399725735188,1.2789879692718387,5,2.3081536681957004e-12,True,24,92,10,13,
case24_ieee_rts,cudss,10,ok,18.283675948623568,0.6078900187276304,18.891565967351198,5,2.3090418466154006e-12,True,24,92,10,13,
case24_ieee_rts,custom,10,ok,0.7026870152913034,0.5857079522684216,1.288394967559725,5,2.3079316235907754e-12,True,24,92,10,13,
case2736sp,cudss,1,ok,38.33810199284926,2.7971540112048388,41.1352560040541,5,6.779957544224801e-12,True,2736,9262,233,2502,
case2736sp,custom,1,ok,7.470245007425547,2.4462860310450196,9.916531038470566,5,6.765219704566012e-12,True,2736,9262,233,2502,
case2736sp,cudss,2,ok,40.835504012648016,2.914373006206006,43.74987701885402,5,6.263321349805919e-12,True,2736,9262,233,2502,
case2736sp,custom,2,ok,7.783231034409255,2.559649001341313,10.342880035750568,5,6.17316751354742e-12,True,2736,9262,233,2502,
case2736sp,cudss,3,ok,38.46751496894285,2.8175320476293564,41.28504701657221,5,5.9170502364375554e-12,True,2736,9262,233,2502,
case2736sp,custom,3,ok,7.542959996499121,2.4406560114584863,9.983616007957608,5,6.610504608578361e-12,True,2736,9262,233,2502,
case2736sp,cudss,4,ok,38.497529982123524,2.7866350137628615,41.284164995886385,5,5.1928496275302645e-12,True,2736,9262,233,2502,
case2736sp,custom,4,ok,7.493607990909368,2.3793199798092246,9.872927970718592,5,7.436346591182437e-12,True,2736,9262,233,2502,
case2736sp,cudss,5,ok,38.59821998048574,2.7951900265179574,41.393410007003695,5,6.765232206526484e-12,True,2736,9262,233,2502,
case2736sp,custom,5,ok,7.5231840019114316,2.288629999384284,9.811814001295716,5,6.8088476843778e-12,True,2736,9262,233,2502,
case2736sp,cudss,6,ok,38.585506030358374,2.8055799775756896,41.391086007934064,5,4.340245502736787e-12,True,2736,9262,233,2502,
case2736sp,custom,6,ok,7.618031988386065,2.3368209949694574,9.954852983355522,5,4.547319118475279e-12,True,2736,9262,233,2502,
case2736sp,cudss,7,ok,38.5140820289962,2.798034984152764,41.31211701314896,5,7.34534072379895e-12,True,2736,9262,233,2502,
case2736sp,custom,7,ok,7.4923160136677325,2.4090560036711395,9.901372017338872,5,5.877980361246871e-12,True,2736,9262,233,2502,
case2736sp,cudss,8,ok,38.64404500927776,2.8045180370099843,41.448563046287745,5,6.464427710992471e-12,True,2736,9262,233,2502,
case2736sp,custom,8,ok,7.784584013279527,2.135584014467895,9.920168027747422,5,7.089562420401562e-12,True,2736,9262,233,2502,
case2736sp,cudss,9,ok,38.731019012629986,2.8086850070394576,41.53970401966944,5,5.828638669261459e-12,True,2736,9262,233,2502,
case2736sp,custom,9,ok,7.578937977086753,2.2951230057515204,9.874060982838273,5,5.084871175859166e-12,True,2736,9262,233,2502,
case2736sp,cudss,10,ok,38.42409298522398,2.7850510086864233,41.2091439939104,5,6.819345715580403e-12,True,2736,9262,233,2502,
case2736sp,custom,10,ok,7.550264010205865,2.182512020226568,9.732776030432433,5,5.839616354514786e-12,True,2736,9262,233,2502,
case2737sop,cudss,1,ok,38.91123697394505,3.3384180278517306,42.24965500179678,6,7.500104267206021e-12,True,2737,9263,192,2544,
case2737sop,custom,1,ok,7.564831990748644,2.6273949770256877,10.192226967774332,6,7.593848976227064e-12,True,2737,9263,192,2544,
case2737sop,cudss,2,ok,38.93530200002715,3.30576702253893,42.24106902256608,6,5.904556680269002e-12,True,2737,9263,192,2544,
case2737sop,custom,2,ok,7.776038022711873,2.922017010860145,10.698055033572018,6,5.678821743989911e-12,True,2737,9263,192,2544,
case2737sop,cudss,3,ok,38.69529196526855,3.2843369990587234,41.979628964327276,6,7.342360645261307e-12,True,2737,9263,192,2544,
case2737sop,custom,3,ok,7.6150260283611715,2.5784139870665967,10.193440015427768,6,5.532996866981165e-12,True,2737,9263,192,2544,
case2737sop,cudss,4,ok,38.75296999467537,3.2873929594643414,42.04036295413971,6,1.1256767507739661e-11,True,2737,9263,192,2544,
case2737sop,custom,4,ok,7.793029013555497,3.0840219696983695,10.877050983253866,6,7.52634807265796e-12,True,2737,9263,192,2544,
case2737sop,cudss,5,ok,39.01403897907585,3.291069995611906,42.305108974687755,6,7.518928074754883e-12,True,2737,9263,192,2544,
case2737sop,custom,5,ok,7.551115995738655,2.886280999518931,10.437396995257586,6,1.1168004557038202e-11,True,2737,9263,192,2544,
case2737sop,cudss,6,ok,38.88303297571838,3.2920819940045476,42.17511496972293,6,1.1296839995923955e-11,True,2737,9263,192,2544,
case2737sop,custom,6,ok,7.505310990381986,2.7094490360468626,10.214760026428849,6,7.529916899254021e-12,True,2737,9263,192,2544,
case2737sop,cudss,7,ok,38.90076599782333,3.291610977612436,42.192376975435764,6,1.131606901467565e-11,True,2737,9263,192,2544,
case2737sop,custom,7,ok,7.5126029551029205,2.740939031355083,10.253541986458004,6,7.555878446005743e-12,True,2737,9263,192,2544,
case2737sop,cudss,8,ok,38.997537980321795,3.303614037577063,42.30115201789886,6,7.513176701623349e-12,True,2737,9263,192,2544,
case2737sop,custom,8,ok,7.669678947422653,3.142942034173757,10.81262098159641,6,7.419995290762484e-12,True,2737,9263,192,2544,
case2737sop,cudss,9,ok,38.823782990220934,3.295628004707396,42.11941099492833,6,7.850592952444917e-12,True,2737,9263,192,2544,
case2737sop,custom,9,ok,7.559580961242318,2.8562050429172814,10.4157860041596,6,7.516291397028985e-12,True,2737,9263,192,2544,
case2737sop,cudss,10,ok,38.975416973698884,3.293774032499641,42.269191006198525,6,7.45293869553791e-12,True,2737,9263,192,2544,
case2737sop,custom,10,ok,7.53092800732702,2.924773027189076,10.455701034516096,6,7.36566342837597e-12,True,2737,9263,192,2544,
case2746wop,cudss,1,ok,38.816169020719826,2.9299319721758366,41.74610099289566,5,2.970727630678784e-09,True,2746,9344,349,2396,
case2746wop,custom,1,ok,7.669598038773984,2.3280439781956375,9.997642016969621,5,2.970714436152402e-09,True,2746,9344,349,2396,
case2746wop,cudss,2,ok,38.98284101160243,2.961891994345933,41.944733005948365,5,2.9707321749807834e-09,True,2746,9344,349,2396,
case2746wop,custom,2,ok,7.802786945831031,2.209332014899701,10.012118960730731,5,2.9707121640014255e-09,True,2746,9344,349,2396,
case2746wop,cudss,3,ok,38.788276026025414,2.946774009615183,41.7350500356406,5,2.9707293347919618e-09,True,2746,9344,349,2396,
case2746wop,custom,3,ok,7.8815550077706575,2.2451800177805126,10.12673502555117,5,2.9707150041901863e-09,True,2746,9344,349,2396,
case2746wop,cudss,4,ok,39.04342500027269,2.9610409983433783,42.00446599861607,5,2.970755723844658e-09,True,2746,9344,349,2396,
case2746wop,custom,4,ok,7.87873996887356,2.3394660092890263,10.218205978162587,5,2.9707419612805245e-09,True,2746,9344,349,2396,
case2746wop,cudss,5,ok,39.17301696492359,2.954429015517235,42.127445980440825,5,2.97071614026568e-09,True,2746,9344,349,2396,
case2746wop,custom,5,ok,7.788431015796959,2.0974319777451456,9.885862993542105,5,2.97075799599558e-09,True,2746,9344,349,2396,
case2746wop,cudss,6,ok,39.04334403341636,2.964045968838036,42.0073900022544,5,2.9707419612805766e-09,True,2746,9344,349,2396,
case2746wop,custom,6,ok,7.751672004815191,2.3369009722955525,10.088572977110744,5,2.9707293347920002e-09,True,2746,9344,349,2396,
case2746wop,cudss,7,ok,39.08020298695192,2.942135964985937,42.022338951937854,5,2.9707287667542903e-09,True,2746,9344,349,2396,
case2746wop,custom,7,ok,7.933102024253458,2.2071379935368896,10.140240017790347,5,2.970716140265685e-09,True,2746,9344,349,2396,
case2746wop,cudss,8,ok,38.98469399427995,2.9519140371121466,41.9366080313921,5,2.9707281987166193e-09,True,2746,9344,349,2396,
case2746wop,custom,8,ok,7.95387098332867,2.3064030101522803,10.26027399348095,5,2.9707104598882127e-09,True,2746,9344,349,2396,
case2746wop,cudss,9,ok,38.966610038187355,2.948326990008354,41.91493702819571,5,2.970717276341155e-09,True,2746,9344,349,2396,
case2746wop,custom,9,ok,7.9376400099135935,2.293961006216705,10.231601016130298,5,2.970725926565512e-09,True,2746,9344,349,2396,
case2746wop,cudss,10,ok,38.814716041088104,2.956481999717653,41.77119804080576,5,2.9707316069429544e-09,True,2746,9344,349,2396,
case2746wop,custom,10,ok,8.037979016080499,2.249667013529688,10.287646029610187,5,2.9707453695070224e-09,True,2746,9344,349,2396,
case2746wp,cudss,1,ok,37.99999802140519,2.7947789640165865,40.79477698542178,5,7.80997406018113e-10,True,2746,9292,363,2382,
case2746wp,custom,1,ok,7.68853398039937,2.197068009991199,9.885601990390569,5,7.809960686697925e-10,True,2746,9292,363,2382,
case2746wp,cudss,2,ok,37.869353021960706,2.6809960254468024,40.55034904740751,5,7.810076422394308e-10,True,2746,9292,363,2382,
case2746wp,custom,2,ok,7.483227993361652,2.1078319987282157,9.591059992089868,5,7.810236736368055e-10,True,2746,9292,363,2382,
case2746wp,cudss,3,ok,38.01839298103005,2.693179005291313,40.71157198632136,5,7.809956228870181e-10,True,2746,9292,363,2382,
case2746wp,custom,3,ok,7.481135020498186,2.2225459688343108,9.703680989332497,5,7.809956228870154e-10,True,2746,9292,363,2382,
case2746wp,cudss,4,ok,37.88684599567205,2.695332979783416,40.58217897545546,5,7.809951771042429e-10,True,2746,9292,363,2382,
case2746wp,custom,4,ok,7.370817998889834,2.418103045783937,9.78892104467377,5,7.810218905057091e-10,True,2746,9292,363,2382,
case2746wp,cudss,5,ok,37.99097100272775,2.685635001398623,40.67660600412637,5,7.809956228870203e-10,True,2746,9292,363,2382,
case2746wp,custom,5,ok,7.364246004726738,2.2420629975385964,9.606309002265334,5,7.80996068669789e-10,True,2746,9292,363,2382,
case2746wp,cudss,6,ok,37.9621569882147,2.6922370307147503,40.65439401892945,5,7.809982975836577e-10,True,2746,9292,363,2382,
case2746wp,custom,6,ok,7.414871011860669,2.3179849958978593,9.732856007758528,5,7.809974060181132e-10,True,2746,9292,363,2382,
case2746wp,cudss,7,ok,37.95415197964758,2.6979080284945667,40.65206000814214,5,7.810245652023514e-10,True,2746,9292,363,2382,
case2746wp,custom,7,ok,7.80679500894621,2.344915992580354,10.151711001526564,5,7.810272398989945e-10,True,2746,9292,363,2382,
case2746wp,cudss,8,ok,37.9435729701072,2.6893719914369285,40.632944961544126,5,7.810094253705259e-10,True,2746,9292,363,2382,
case2746wp,custom,8,ok,7.511381001677364,2.205564989708364,9.716945991385728,5,7.810232278540355e-10,True,2746,9292,363,2382,
case2746wp,cudss,9,ok,38.01855305209756,2.69687594845891,40.71542900055647,5,7.810241194195801e-10,True,2746,9292,363,2382,
case2746wp,custom,9,ok,7.613794005010277,2.3033979814499617,9.917191986460239,5,7.809960686697916e-10,True,2746,9292,363,2382,
case2746wp,cudss,10,ok,38.222856004722416,2.7040389832109213,40.92689498793334,5,7.80982711969054e-10,True,2746,9292,363,2382,
case2746wp,custom,10,ok,7.615786977112293,2.189094026107341,9.804881003219634,5,7.809938397559213e-10,True,2746,9292,363,2382,
case2848rte,cudss,1,ok,38.515534019097686,1.4226569910533726,39.93819101015106,3,9.558004183257696e-09,True,2848,9732,370,2477,
case2848rte,custom,1,ok,8.481670985929668,1.2502039899118245,9.731874975841492,3,9.55800378600602e-09,True,2848,9732,370,2477,
case2848rte,cudss,2,ok,38.519753026776016,1.4170259819366038,39.93677900871262,3,9.558011630425578e-09,True,2848,9732,370,2477,
case2848rte,custom,2,ok,8.435964002273977,1.255734998267144,9.69169900054112,3,9.558018820854386e-09,True,2848,9732,370,2477,
case2848rte,cudss,3,ok,38.63738296786323,1.4123170403763652,40.0497000082396,3,9.558004502446815e-09,True,2848,9732,370,2477,
case2848rte,custom,3,ok,8.850311976857483,1.1638510040938854,10.014162980951369,3,9.558004016724242e-09,True,2848,9732,370,2477,
case2848rte,cudss,4,ok,38.52952097076923,1.419770997017622,39.94929196778685,3,9.55800436019949e-09,True,2848,9732,370,2477,
case2848rte,custom,4,ok,8.818581991363317,1.2046379852108657,10.023219976574183,3,9.558004242238294e-09,True,2848,9732,370,2477,
case2848rte,cudss,5,ok,38.5917269741185,1.4332870487123728,40.025014022830874,3,9.55800455448852e-09,True,2848,9732,370,2477,
case2848rte,custom,5,ok,9.22057603020221,1.182947016786784,10.403523046988994,3,9.5580042352994e-09,True,2848,9732,370,2477,
case2848rte,cudss,6,ok,38.48783299326897,1.4085600269027054,39.89639302017167,3,9.557997197526258e-09,True,2848,9732,370,2477,
case2848rte,custom,6,ok,8.2824970013462,1.2404249864630401,9.52292198780924,3,9.558011262664201e-09,True,2848,9732,370,2477,
case2848rte,cudss,7,ok,38.714226975571364,1.4254330308176577,40.13966000638902,3,9.55799706915672e-09,True,2848,9732,370,2477,
case2848rte,custom,7,ok,8.295000006910414,1.1368010309524834,9.431801037862897,3,9.558004901433215e-09,True,2848,9732,370,2477,
case2848rte,cudss,8,ok,38.62246498465538,1.414983009453863,40.03744799410924,3,9.557997488959802e-09,True,2848,9732,370,2477,
case2848rte,custom,8,ok,8.443880011327565,1.240195007994771,9.684075019322336,3,9.558004068765946e-09,True,2848,9732,370,2477,
case2848rte,cudss,9,ok,38.53961999993771,1.4311829581856728,39.970802958123386,3,9.557997539266783e-09,True,2848,9732,370,2477,
case2848rte,custom,9,ok,9.020680969115347,1.3452210114337504,10.365901980549097,3,9.55801161654779e-09,True,2848,9732,370,2477,
case2848rte,cudss,10,ok,38.562753004953265,1.4891010359860957,40.05185404093936,3,9.558004636020523e-09,True,2848,9732,370,2477,
case2848rte,custom,10,ok,8.345676003955305,1.2154079740867019,9.561083978042006,3,9.558004334178638e-09,True,2848,9732,370,2477,
case2868rte,cudss,1,ok,39.157026971224695,3.415443003177643,42.57246997440234,6,1.1399964305880417e-11,True,2868,9810,413,2454,
case2868rte,custom,1,ok,7.925817975774407,2.616575045976788,10.542393021751195,6,9.691069696509697e-12,True,2868,9810,413,2454,
case2868rte,cudss,2,ok,38.762977987062186,3.296510025393218,42.059488012455404,6,7.871373945801518e-12,True,2868,9810,413,2454,
case2868rte,custom,2,ok,8.048759016674012,2.558186009991914,10.606945026665926,6,1.1655068883966834e-11,True,2868,9810,413,2454,
case2868rte,cudss,3,ok,39.02975900564343,3.311336971819401,42.34109597746283,6,1.1496084747313872e-11,True,2868,9810,413,2454,
case2868rte,custom,3,ok,7.987113029230386,2.5598189677111804,10.546931996941566,6,7.79940364314026e-12,True,2868,9810,413,2454,
case2868rte,cudss,4,ok,38.87808398576453,3.296258975751698,42.17434296151623,6,7.868162258426786e-12,True,2868,9810,413,2454,
case2868rte,custom,4,ok,8.092731004580855,2.5737049872986972,10.666435991879553,6,5.993483487287676e-12,True,2868,9810,413,2454,
case2868rte,cudss,5,ok,38.81567803910002,3.295557980891317,42.11123601999134,6,7.85683958976831e-12,True,2868,9810,413,2454,
case2868rte,custom,5,ok,8.238365000579506,2.7239660266786814,10.962331027258188,6,1.1735090616041287e-11,True,2868,9810,413,2454,
case2868rte,cudss,6,ok,38.96443598205224,3.3064589952118695,42.270894977264106,6,7.759710063679436e-12,True,2868,9810,413,2454,
case2868rte,custom,6,ok,8.095166005659848,2.6801949716173112,10.77536097727716,6,8.15713639757438e-12,True,2868,9810,413,2454,
case2868rte,cudss,7,ok,38.88153098523617,3.3238010364584625,42.20533202169463,6,1.169218119778572e-11,True,2868,9810,413,2454,
case2868rte,custom,7,ok,7.902163953986019,2.490889048203826,10.393053002189845,6,7.432040632788949e-12,True,2868,9810,413,2454,
case2868rte,cudss,8,ok,38.93663396593183,3.302561992313713,42.239195958245546,6,7.782928912747839e-12,True,2868,9810,413,2454,
case2868rte,custom,8,ok,8.056013030000031,2.6293389964848757,10.685352026484907,6,7.664056498209212e-12,True,2868,9810,413,2454,
case2868rte,cudss,9,ok,38.93539198907092,3.365089010912925,42.30048099998385,6,8.087284853785223e-12,True,2868,9810,413,2454,
case2868rte,custom,9,ok,8.179473981726915,2.837269043084234,11.016743024811149,6,7.871373945801533e-12,True,2868,9810,413,2454,
case2868rte,cudss,10,ok,38.92124496633187,3.355420019943267,42.27666498627514,6,1.1154839205107514e-11,True,2868,9810,413,2454,
case2868rte,custom,10,ok,8.13261599978432,2.5658599915914237,10.698475991375744,6,7.335336565299605e-12,True,2868,9810,413,2454,
case2869pegase,cudss,1,ok,39.925057033542544,3.4377750125713646,43.36283204611391,7,2.1538737222043753e-09,True,2869,10805,509,2359,
case2869pegase,custom,1,ok,8.639326028060168,2.9907069983892143,11.630033026449382,7,2.1538443336918863e-09,True,2869,10805,509,2359,
case2869pegase,cudss,2,ok,39.918755006510764,3.4727099700830877,43.39146497659385,7,2.153878295107645e-09,True,2869,10805,509,2359,
case2869pegase,custom,2,ok,8.401750994380563,2.926024957560003,11.327775951940566,7,2.1538850426763604e-09,True,2869,10805,509,2359,
case2869pegase,cudss,3,ok,39.986792020499706,3.4710380132310092,43.457830033730716,7,2.1538782951077464e-09,True,2869,10805,509,2359,
case2869pegase,custom,3,ok,8.259784954134375,2.87229404784739,11.132079001981765,7,2.153932499229543e-09,True,2869,10805,509,2359,
case2869pegase,cudss,4,ok,39.9638389935717,3.476688056252897,43.440527049824595,7,2.153896363148277e-09,True,2869,10805,509,2359,
case2869pegase,custom,4,ok,9.61797998752445,3.0379350064322352,12.655914993956685,7,2.1538602270670147e-09,True,2869,10805,509,2359,
case2869pegase,cudss,5,ok,39.77916401345283,3.4621700178831816,43.24133403133601,7,2.1539031107169743e-09,True,2869,10805,509,2359,
case2869pegase,custom,5,ok,8.35387100232765,3.02289699902758,11.37676800135523,7,2.1538489065950395e-09,True,2869,10805,509,2359,
case2869pegase,cudss,6,ok,39.826712978538126,3.4659579978324473,43.29267097637057,7,2.1538985378136664e-09,True,2869,10805,509,2359,
case2869pegase,custom,6,ok,8.090718009043485,3.0522519955411553,11.14297000458464,7,2.1539144311889474e-09,True,2869,10805,509,2359,
case2869pegase,cudss,7,ok,39.777149038854986,3.46097897272557,43.23812801158056,7,2.1539009360515677e-09,True,2869,10805,509,2359,
case2869pegase,custom,7,ok,8.182690013200045,2.9514229972846806,11.134113010484725,7,2.15388286801096e-09,True,2869,10805,509,2359,
case2869pegase,cudss,8,ok,39.931890030857176,3.4875780111178756,43.41946804197505,7,2.153889615579621e-09,True,2869,10805,509,2359,
