analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
0.011238,0.0108553,0.010807,0.010729,0.000169621834286352,cuda,case118_ieee,mixed,0.012071,0.0116979,0.0116425,0.011569,0.00016839665475695573,7.599726660437e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000854,0.000842,0.0008395,0.000833,7.557189365836424e-06,cuda_mixed_edge,True
0.015257,0.0151146,0.015140500000000001,0.014847,0.00013812972968272323,cuda,case1354_pegase,mixed,0.017435,0.017279799999999998,0.0173055,0.017012,0.00013992362996371316,6.489475623539e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002183,0.0021646,0.0021669999999999997,0.002145,1.0564090116995393e-05,cuda_mixed_edge,True
0.018372,0.0179307,0.017887,0.017404,0.000321523819750056,cuda,case2746wop_k,mixed,0.020941,0.020474100000000002,0.02046,0.019985,0.0003151914585701138,9.12990480473e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002679,0.0025431,0.002496,0.002469,8.142542600441222e-05,cuda_mixed_edge,True
0.010862,0.0105104,0.0104475,0.010407,0.00014347527855193586,cuda,case30_ieee,mixed,0.011586,0.0112518,0.0111795,0.011118,0.00015688764557266252,2.406190051354e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.00093,0.0007408,0.0007215,0.000707,6.71231041528259e-05,cuda_mixed_edge,True
0.023078,0.0227604,0.022927,0.021861,0.0004207979721117172,cuda,case4601_goc,mixed,0.027695,0.0273679,0.027505500000000002,0.02662,0.00038837852383696153,4.715032808633e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004758,0.0046071,0.0045825,0.00457,5.777052304881214e-05,cuda_mixed_edge,True
0.013544,0.0131905,0.0131415,0.012996,0.00018398203414705713,cuda,case793_goc,mixed,0.01512,0.0147246,0.0146985,0.014537,0.0001586492987693297,9.303265963156e-09,cuda_edge,5.9,edge_based,end2end,cuda_edge,10,0.001575,0.0015337,0.001558,0.001295,8.473756873757683e-05,cuda_mixed_edge,True
0.039941,0.033604499999999995,0.033745,0.030728,0.0028747889294501055,cuda,case8387_pegase,mixed,0.049722,0.0415817,0.041535,0.037703,0.003928834603854487,3.499658229877e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.00978,0.0079766,0.007816,0.006932,0.0011203477833046111,cuda_mixed_edge,True
0.035325,0.0340033,0.03352,0.033246,0.0008369144453818977,cuda,case9241_pegase,mixed,0.043713,0.0424395,0.041969,0.041647,0.0008259459559936243,5.590617691009e-10,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.008582,0.008435699999999999,0.008405,0.008387,6.31084604294682e-05,cuda_mixed_edge,True
0.0115,0.0107761,0.010694,0.010657,0.00025582087917568844,cuda,case118_ieee,mixed,0.012346,0.0116287,0.011553500000000001,0.011509,0.0002540271420318876,7.703590684395e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000875,0.000852,0.0008500000000000001,0.000842,1.0862780491200223e-05,cuda_mixed_edge,True
0.015108,0.0147893,0.014783999999999999,0.014484,0.00018066239232336073,cuda,case1354_pegase,mixed,0.017262,0.0169158,0.016888,0.016587,0.00021225131854059735,7.411868218917e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002283,0.0021264,0.0021130000000000003,0.00209,5.680805889621251e-05,cuda_mixed_edge,True
