case_name,ms_mean,ms_stdev,operator,operator_short,runs,scope,sec_mean,sec_stdev,share,success_all
case4601_goc,0.8680315688252449,0.08376951726098088,runpf.load_case_data,load_case_data,10,runpf,0.000868031568825245,8.376951726098088e-05,0.006208106080382157,True
case4601_goc,2.1658722311258316,0.08739546140448926,runpf.bus_indexing,bus_indexing,10,runpf,0.0021658722311258317,8.739546140448925e-05,0.015490179217306936,True
case4601_goc,5.737775936722755,0.06861220737002338,runpf.build_Ybus,build_Ybus,10,runpf,0.005737775936722755,6.861220737002339e-05,0.04103620531779329,True
case4601_goc,0.1752767711877823,0.0014291397030971977,runpf.build_Sbus,build_Sbus,10,runpf,0.0001752767711877823,1.4291397030971978e-06,0.001253568220373896,True
case4601_goc,130.87532706558704,0.9834301195954709,runpf.newtonpf,newtonpf,10,runpf,0.13087532706558705,0.0009834301195954709,0.9360119411641437,True
case4601_goc,0.013610348105430603,0.00017999574057614364,newtonpf.init_index,init_index,10,newtonpf,1.3610348105430603e-05,1.7999574057614363e-07,0.00010408960048764587,True
case4601_goc,0.6403854116797447,0.019053751443076025,newtonpf.mismatch,mismatch,10,newtonpf,0.0006403854116797447,1.9053751443076026e-05,0.004897557442580368,True
case4601_goc,37.798259779810905,0.3097583939125373,newtonpf.jacobian,jacobian,10,newtonpf,0.037798259779810904,0.0003097583939125373,0.28907458715467543,True
case4601_goc,91.16916339844465,0.7344286640352,newtonpf.solve,solve,10,newtonpf,0.09116916339844465,0.0007344286640352001,0.6972460749296003,True
case4601_goc,1.1346608400344849,0.1265479898857591,newtonpf.update_voltage,update_voltage,10,newtonpf,0.001134660840034485,0.0001265479898857591,0.008677690872656012,True
case8387_pegase,1.5506697818636894,0.15399140125280006,runpf.load_case_data,load_case_data,10,runpf,0.0015506697818636894,0.00015399140125280005,0.006363437727276996,True
case8387_pegase,3.3320918679237366,0.056609132582924826,runpf.bus_indexing,bus_indexing,10,runpf,0.0033320918679237365,5.660913258292483e-05,0.013673806861455088,True
case8387_pegase,10.980944149196148,0.14696244620760673,runpf.build_Ybus,build_Ybus,10,runpf,0.010980944149196148,0.00014696244620760675,0.045062175775511956,True
case8387_pegase,0.29576197266578674,0.0025150636226639214,runpf.build_Sbus,build_Sbus,10,runpf,0.00029576197266578674,2.5150636226639216e-06,0.0012137096609268784,True
case8387_pegase,227.52481866627932,2.228750232871552,runpf.newtonpf,newtonpf,10,runpf,0.22752481866627933,0.002228750232871552,0.9336868699748291,True
case8387_pegase,0.014356523752212524,0.0003694076118440238,newtonpf.init_index,init_index,10,newtonpf,1.4356523752212525e-05,3.694076118440238e-07,6.314657754053824e-05,True
case8387_pegase,1.2934306636452675,0.09084817882157771,newtonpf.mismatch,mismatch,10,newtonpf,0.0012934306636452676,9.084817882157771e-05,0.00568910142210425,True
case8387_pegase,76.63533128798008,1.7694090389050146,newtonpf.jacobian,jacobian,10,newtonpf,0.07663533128798009,0.0017694090389050146,0.3370773435857325,True
case8387_pegase,146.8083906918764,0.919079943981162,newtonpf.solve,solve,10,newtonpf,0.1468083906918764,0.000919079943981162,0.6457306508476685,True
case8387_pegase,2.600855939090252,0.06345138594575823,newtonpf.update_voltage,update_voltage,10,newtonpf,0.0026008559390902517,6.345138594575823e-05,0.011439757566954274,True
case9241_pegase,1.6191605478525162,0.1385014364482075,runpf.load_case_data,load_case_data,10,runpf,0.001619160547852516,0.0001385014364482075,0.005090046528669783,True
case9241_pegase,3.587116301059723,0.1370279814574569,runpf.bus_indexing,bus_indexing,10,runpf,0.0035871163010597227,0.0001370279814574569,0.01127657717473422,True
case9241_pegase,11.96745503693819,0.05783829139038892,runpf.build_Ybus,build_Ybus,10,runpf,0.01196745503693819,5.783829139038892e-05,0.037621286566406315,True
case9241_pegase,0.2779679372906685,0.005058979083112295,runpf.build_Sbus,build_Sbus,10,runpf,0.0002779679372906685,5.058979083112294e-06,0.0008738291802899974,True
case9241_pegase,300.65159033983946,1.9606810601021334,runpf.newtonpf,newtonpf,10,runpf,0.30065159033983946,0.0019606810601021335,0.9451382605498997,True
case9241_pegase,0.014891289174556732,0.0002975650360720091,newtonpf.init_index,init_index,10,newtonpf,1.4891289174556732e-05,2.975650360720091e-07,4.956172849958537e-05,True
case9241_pegase,1.6126807779073715,0.11636075777681744,newtonpf.mismatch,mismatch,10,newtonpf,0.0016126807779073716,0.00011636075777681744,0.00536738263116326,True
case9241_pegase,97.08416238427162,0.7050606449325832,newtonpf.jacobian,jacobian,10,newtonpf,0.09708416238427162,0.0007050606449325832,0.32311902893673794,True
case9241_pegase,197.91239332407713,1.129365471008137,newtonpf.solve,solve,10,newtonpf,0.19791239332407712,0.0011293654710081368,0.6586992025774722,True
case9241_pegase,3.8353119045495987,0.04834384041954461,newtonpf.update_voltage,update_voltage,10,newtonpf,0.0038353119045495985,4.834384041954461e-05,0.012764824126126954,True
