nd_label,run_name,analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
auto,cuda_edge_nd_auto,0.023297,0.0223755,0.022239000000000002,0.022189,0.00034071664669242836,cuda,case2746wop_k,mixed,0.025654,0.024705500000000002,0.0245645,0.024523,0.0003501029213753512,1.021648087946e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002356,0.0023294,0.0023285,0.002315,1.1077504733066561e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,0.010463,0.0102703,0.010241,0.010224,7.372328141246967e-05,cuda,case30_ieee,mixed,0.011225,0.0110295,0.010999,0.010981,7.442557804052788e-05,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00077,0.0007586,0.000756,0.000755,4.812021982031594e-06,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,0.033619,0.0323325,0.0322825,0.03198,0.00048266925643872515,cuda,case4601_goc,mixed,0.037817,0.0365397,0.036457500000000004,0.036168,0.0004754074392911146,4.18135748248e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004296,0.0042066,0.0041825000000000005,0.004174,4.4249795981952845e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,0.014545,0.0140172,0.013964500000000001,0.013917,0.0001866546424698717,cuda,case793_goc,mixed,0.016116,0.015501299999999999,0.015503,0.015261,0.00024362587437845451,9.280358388621e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001571,0.0014838,0.0015605,0.001293,0.00012809527704017818,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,0.050356,0.0478503,0.0475895,0.047365,0.000887933437194978,cuda,case8387_pegase,mixed,0.056438,0.0539607,0.053667,0.053537,0.0008802586804141413,3.571444917583e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006239,0.00611,0.006083,0.006044,6.329999122345023e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,0.054817,0.0521594,0.051842,0.051606,0.0009612428528848579,cuda,case9241_pegase,mixed,0.062103,0.059502,0.0591805,0.058987,0.0009372247447769511,1.989286915749e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007501,0.0073422999999999995,0.0073360000000000005,0.007212,0.00010089824357022061,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.010789,0.0106527,0.010624,0.010608,5.930907743901166e-05,cuda,case118_ieee,mixed,0.011566,0.0114344,0.011407,0.01139,5.7571597935864885e-05,7.502027994279e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.00079,0.0007814,0.000782,0.000775,4.5752959831396e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.016059,0.0154971,0.015414,0.015345,0.0002212471970946124,cuda,case1354_pegase,mixed,0.018019,0.0174447,0.017363,0.017288,0.0002242013232194077,6.419226809211e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.001959,0.0019471,0.0019485,0.001934,7.534365710971711e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.022353,0.0214208,0.021245,0.021022,0.0005036737921402003,cuda,case2746wop_k,mixed,0.025941,0.0243518,0.02409,0.023669,0.0006965214840748116,8.872713282582e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.003587,0.0029305,0.0029345,0.002237,0.00031872637167325833,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.0103,0.0102089,0.0101965,0.010135,6.457803204048766e-05,cuda,case30_ieee,mixed,0.010984,0.0108925,0.0108795,0.010821,6.293779998273401e-05,2.270185713203e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000688,0.000683,0.0006845,0.000673,4.216370213557836e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.030467,0.0288241,0.028651,0.028494,0.0005919242537877821,cuda,case4601_goc,mixed,0.03472,0.0330804,0.0329405,0.032704,0.0005950341166689527,5.954576831613e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004411,0.004255699999999999,0.0042395,0.004209,5.7769753716321596e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.013477,0.0132616,0.013224,0.013177,9.43965630259444e-05,cuda,case793_goc,mixed,0.015065,0.0148419,0.0148015,0.014768,9.640014983851896e-05,2.691701845701e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.001591,0.0015797,0.0015805,0.001564,8.056053624449132e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.042734,0.040456400000000003,0.040199,0.040081,0.0008067603526863892,cuda,case8387_pegase,mixed,0.049118,0.0467624,0.046492,0.046344,0.0008367454411786979,3.289804539897e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.006391,0.0063054,0.006278,0.006252,5.690186483958347e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.047323,0.0446035,0.04428,0.044159,0.0009663262906492807,cuda,case9241_pegase,mixed,0.055403,0.0526984,0.052365499999999995,0.052277,0.0009591605357464069,3.970421158517e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.008182,0.0080944,0.008084999999999998,0.008051,3.584286694882419e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.010797,0.010656800000000001,0.010636,0.010612,5.521030499623923e-05,cuda,case118_ieee,mixed,0.011645,0.011518,0.011497,0.011474,5.065350706296451e-05,8.25019224994e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000868,0.0008608,0.0008615000000000001,0.000848,5.181162460726782e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.015968,0.0154647,0.0153765,0.015348,0.00020588942555545576,cuda,case1354_pegase,mixed,0.018016,0.0175102,0.017419999999999998,0.017386,0.00020643955262712857,8.267608819779e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002061,0.002045,0.0020445000000000003,0.002033,9.545214042184265e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.021706,0.0206707,0.0205235,0.020491,0.00037625288481729066,cuda,case2746wop_k,mixed,0.02411,0.0230421,0.022897,0.022862,0.00038706859857136415,9.351242751843e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002404,0.0023709,0.0023685,0.002358,1.3576532039597654e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.010392,0.0102056,0.0101855,0.010164,6.828567443712739e-05,cuda,case30_ieee,mixed,0.011143,0.0109524,0.0109305,0.010912,6.97586314850477e-05,2.270185713203e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000751,0.0007466,0.000746,0.000744,2.270584848790201e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.030454,0.0288669,0.028675,0.028497,0.0005739574993944326,cuda,case4601_goc,mixed,0.034891,0.0332594,0.033088,0.03292,0.0005846119700754979,4.214113502599e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004439,0.004392,0.004393,0.004346,3.816047984790314e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.013567,0.0132848,0.0132385,0.013217,0.0001195089954773279,cuda,case793_goc,mixed,0.014937,0.0148706,0.014897,0.014632,8.910318612584976e-05,9.221477977757e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001677,0.001585,0.0016715,0.001369,0.00014135927434888893,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.043057,0.0405111,0.040194,0.040133,0.0009001883074606598,cuda,case8387_pegase,mixed,0.04949,0.0469914,0.0467225,0.046576,0.000882897401866277,3.562360628706e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006583,0.0064799,0.006438,0.006401,7.28338291363751e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,0.047179,0.0446241,0.04432,0.044124,0.0009132501726130563,cuda,case9241_pegase,mixed,0.055473,0.0529267,0.052622,0.052519,0.0009047801513197683,2.275729734866e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008439,0.008302200000000001,0.0082705,0.008226,7.844856772292132e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.010922,0.0107093,0.01066,0.010631,9.766729237569735e-05,cuda,case118_ieee,mixed,0.011708,0.0114998,0.011453,0.011421,9.694649154158307e-05,7.714243019823e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000794,0.0007899,0.0007905,0.000786,3.4464152068167338e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.016404,0.0159799,0.0159235,0.015854,0.0001633955323746639,cuda,case1354_pegase,mixed,0.018328,0.0178893,0.0178285,0.017785,0.0001645040019776624,8.107031419516e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.001952,0.0019089,0.001905,0.001887,1.799660461803217e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.023006,0.0218806,0.021761000000000003,0.021614,0.0004171120819262952,cuda,case2746wop_k,mixed,0.025587,0.0244194,0.0242895,0.024149,0.00043013982222838456,8.970073859451e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.00258,0.0025380999999999997,0.0025345,0.00252,1.7103930672346723e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.010314,0.0101987,0.010189,0.010172,4.130657736164219e-05,cuda,case30_ieee,mixed,0.011005,0.0108783,0.0108645,0.010851,4.5436280168556205e-05,2.601446840299e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000691,0.0006792,0.000675,0.00067,8.323994767471248e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.031882,0.0304137,0.0302125,0.03014,0.0005396167467131961,cuda,case4601_goc,mixed,0.036033,0.034582800000000004,0.0344065,0.034243,0.0005326330402402352,4.224183225432e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004271,0.0041684,0.0041495,0.004102,5.706565419662585e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.014049,0.0137784,0.0137165,0.01367,0.00013523247473230031,cuda,case793_goc,mixed,0.015684,0.0154004,0.015339,0.015284,0.0001377721145789508,2.896460848945e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.001635,0.0016217,0.001621,0.001613,7.916929820187708e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.046352,0.0440582,0.0438205,0.043593,0.000817971854989861,cuda,case8387_pegase,mixed,0.052303,0.050022000000000004,0.049802,0.049508,0.0008219601233906942,2.89780832663e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.006038,0.0059631,0.005936500000000001,0.005902,5.565658591357851e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.052176,0.0491304,0.048793,0.048612,0.00107655378149187,cuda,case9241_pegase,mixed,0.060477,0.0574801,0.0571455,0.056902,0.0010597527436991042,1.706781328249e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.008434,0.0083491,0.0083655,0.008269,5.664793808153043e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.010837,0.010669399999999999,0.010653,0.010631,6.044685452711501e-05,cuda,case118_ieee,mixed,0.011697,0.0115268,0.011512000000000001,0.011489,6.15210894282967e-05,7.862315337458e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00086,0.0008569,0.000857,0.000853,2.46981780704567e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.016509,0.0160466,0.015982,0.015894,0.00019159633492203207,cuda,case1354_pegase,mixed,0.018564,0.018088800000000002,0.018023499999999998,0.017933,0.00019647041055136585,8.964832188336e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002056,0.0020417,0.002039,0.002028,8.957306142659972e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.022478,0.0214834,0.0213395,0.021294,0.0003637945696253439,cuda,case2746wop_k,mixed,0.024866,0.0238487,0.023696000000000002,0.023658,0.0003723958616550105,6.194433421896e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002388,0.0023648000000000002,0.0023635,0.002354,1.077857958071362e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.010407,0.0102241,0.0101965,0.010181,6.850701505036608e-05,cuda,case30_ieee,mixed,0.01116,0.010976,0.0109495,0.010928,6.901851603414519e-05,2.601446840299e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000758,0.0007514,0.0007505000000000001,0.000747,3.3730961708462683e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.032126,0.0304765,0.0302745,0.030182,0.0005912766320053214,cuda,case4601_goc,mixed,0.036376,0.0347328,0.034528,0.034401,0.0005913642983249264,4.879140199718e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004295,0.0042557,0.004254,0.004219,2.7231721698538916e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.014314,0.0139236,0.013837,0.01377,0.00017311473395153617,cuda,case793_goc,mixed,0.016224,0.015823,0.0157465,0.015654,0.00017893139591598886,2.68334749528e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.001918,0.0018988,0.001898,0.001883,1.2308984974851152e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.046538,0.0440873,0.0438255,0.043582,0.0008926503670406345,cuda,case8387_pegase,mixed,0.052722,0.050194,0.049933000000000005,0.049636,0.0009139166020789611,3.038924112353e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006186,0.0061062,0.006081,0.006043,5.838721321202672e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,0.051169,0.0484773,0.048145,0.047931,0.0009829169796523448,cuda,case9241_pegase,mixed,0.0584,0.0557618,0.055379,0.055237,0.0009648171732394574,2.172752519569e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007487,0.0072839,0.007261500000000001,0.007209,8.253544693039465e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.011081,0.0108602,0.0108015,0.010753,0.00010838696108542457,cuda,case118_ieee,mixed,0.011916,0.0117009,0.0116525,0.011592,0.00010787075599994633,7.239264399013e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000856,0.0008404,0.0008395,0.000827,9.179687721631192e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.01754,0.0170484,0.016953,0.016875,0.00022187243582242906,cuda,case1354_pegase,mixed,0.019716,0.0192162,0.0191295,0.019029,0.0002240172612396943,9.234335518471e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002189,0.0021675,0.002163,0.002154,1.0394977419675125e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.02341,0.0226534,0.0225495,0.022446,0.00028451057391012144,cuda,case2746wop_k,mixed,0.025909,0.0251657,0.0250685,0.024968,0.00027790967757328856,1.252605088933e-09,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002533,0.0025118000000000002,0.0025180000000000003,0.00248,1.724206741921891e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.010691,0.0104325,0.0103735,0.010358,0.00012804014127521836,cuda,case30_ieee,mixed,0.011422,0.0111506,0.011092999999999999,0.011071,0.00013000871765641992,2.330856106253e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000731,0.0007177,0.0007145000000000001,0.00071,7.394442357458586e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.033689,0.0322617,0.0320575,0.031983,0.0005213957869667401,cuda,case4601_goc,mixed,0.037812,0.0363884,0.0361985,0.036076,0.0005166168147992599,5.668971958528e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004162,0.0041262,0.004137,0.004081,2.6029043607307263e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.014624,0.0142259,0.014138000000000001,0.014115,0.0001735155772706172,cuda,case793_goc,mixed,0.015957,0.0157089,0.015718000000000003,0.015452,0.00014965400837338826,9.779698687724e-09,cuda_edge,5.6,edge_based,end2end,cuda_edge,10,0.001599,0.0014824,0.0015795000000000002,0.001318,0.00013307825600834353,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.050135,0.0477975,0.04754,0.047321,0.0008422144422097418,cuda,case8387_pegase,mixed,0.056076,0.0537639,0.0535025,0.053305,0.0008270702576632238,2.854577463296e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.006073,0.0059661,0.0059395,0.00592,5.477925398055989e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.055604,0.0528577,0.052622,0.052349,0.0009748059692973664,cuda,case9241_pegase,mixed,0.063895,0.0611735,0.060901,0.060717,0.0009625226404263587,4.254754998843e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.008368,0.0083154,0.0083115,0.008254,4.355124695242528e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.01125,0.010934300000000001,0.0108785,0.010817,0.00014988443696543153,cuda,case118_ieee,mixed,0.012214,0.011899,0.0118435,0.011781,0.00014837265396441625,7.277715405288e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000973,0.0009644,0.0009635,0.00096,3.864367132317184e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.017489,0.0169954,0.01691,0.016858,0.0002029932675402482,cuda,case1354_pegase,mixed,0.019862,0.0193498,0.01928,0.019194,0.0002136626624689804,1.046940312222e-11,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002378,0.0023538,0.0023629999999999996,0.002324,2.1269696753832624e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.023526,0.0227192,0.0226265,0.022524,0.00030159384019645403,cuda,case2746wop_k,mixed,0.026177,0.025383299999999998,0.0252985,0.025181,0.00029786464114500813,6.537715551362e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002674,0.0026637,0.0026635,0.00265,7.4393846818432815e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.01074,0.0104486,0.010388000000000001,0.010345,0.00012954038409357548,cuda,case30_ieee,mixed,0.011569,0.0112928,0.011254,0.011177,0.00012366334227337624,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000888,0.0008438,0.000842,0.000827,1.848001924000923e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.03437,0.0326232,0.032405,0.032366,0.000617850539280244,cuda,case4601_goc,mixed,0.039139,0.037410399999999996,0.037207500000000004,0.037119,0.0006113495454048092,3.992048913659e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004809,0.0047868,0.0047925,0.004752,2.0788885919591137e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.014751,0.0142469,0.014172500000000001,0.014091,0.00020912061910135338,cuda,case793_goc,mixed,0.016526,0.015954,0.015939500000000002,0.015553,0.0002848851620487724,9.889374139038e-09,cuda_edge,5.8,edge_based,operators,cuda_edge,10,0.001774,0.0017064,0.0017664999999999998,0.001461,0.00012788032599965398,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.051366,0.0485301,0.048240500000000006,0.047993,0.0010065626270740551,cuda,case8387_pegase,mixed,0.058503,0.0557095,0.0553815,0.05523,0.000987378487601273,2.77657097314e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.007345,0.0071789,0.0071535,0.007104,8.766406840256095e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,0.056099,0.0529005,0.0526005,0.05236,0.0011284242947087286,cuda,case9241_pegase,mixed,0.064677,0.0614846,0.061156,0.060969,0.0011246408019155857,2.548329066862e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008636,0.008583799999999999,0.0085925,0.008509,4.239968553342519e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.010907,0.0107801,0.0107835,0.010713,6.033692438668416e-05,cuda,case118_ieee,mixed,0.011698,0.0115608,0.011567000000000001,0.011487,6.413665965039881e-05,7.616912307456e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000791,0.0007802,0.000778,0.000773,6.321040701937902e-06,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.017738,0.017168700000000002,0.0170825,0.017031,0.00022743108846417628,cuda,case1354_pegase,mixed,0.019638,0.019053300000000002,0.018964500000000002,0.018908,0.00023179207636730458,9.929390643038e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.0019,0.0018842,0.0018825,0.001877,7.714344503009403e-06,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.025074,0.0242511,0.0241245,0.024086,0.00030815957266037037,cuda,case2746wop_k,mixed,0.027355,0.0265434,0.026425,0.026376,0.0003055403955835192,9.830371579903e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002308,0.0022917,0.0022919999999999998,0.002275,1.0424863441684874e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.010855,0.010518,0.010464000000000001,0.010392,0.0001516347951860361,cuda,case30_ieee,mixed,0.011587,0.0112318,0.0111845,0.011095,0.00015786407655532858,2.182698466413e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000732,0.0007134,0.000712,0.000701,1.0658330075579379e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.035871,0.0344662,0.034354499999999996,0.03412,0.0005082488017147162,cuda,case4601_goc,mixed,0.040096,0.0386907,0.0385775,0.03833,0.0005085179009194809,5.126377100595e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004243,0.004224,0.004224,0.00421,1.0519822558706328e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.014416,0.0140598,0.014021,0.013988,0.00012695038400887165,cuda,case793_goc,mixed,0.0159,0.0154502,0.015460000000000002,0.015229,0.0001923080861534431,9.601823550663e-09,cuda_edge,5.7,edge_based,end2end,cuda_edge,10,0.001484,0.0013903000000000001,0.0014625,0.001206,0.00012567068959078018,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.053828,0.0514605,0.0511795,0.050958,0.0008480440567695893,cuda,case8387_pegase,mixed,0.059533,0.0572109,0.056997500000000006,0.056793,0.0008260382624982402,2.460704862095e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.005839,0.0057503,0.005706,0.005687,6.71019953338032e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.058563,0.0558672,0.055552500000000005,0.05541,0.0009546513965259186,cuda,case9241_pegase,mixed,0.065357,0.0627012,0.062405,0.062279,0.0009376002227910231,1.99243506676e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.006913,0.0068335,0.006842000000000001,0.006736,7.294328085726757e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,0.010951,0.0108135,0.0107575,0.010743,8.57946514779461e-05,cuda,case118_ieee,mixed,0.011816,0.0116709,0.011617,0.011592,8.619287157944707e-05,7.723347219492e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000869,0.0008569,0.0008585,0.000845,6.756889488185768e-06,cuda_mixed_edge,True
