baseline_alg,baseline_analyze_ms,baseline_cuda_factorization_ms,baseline_cuda_refactorization_ms,baseline_cuda_solve_ms,baseline_cudss_analysis_ms,baseline_elapsed_ms,baseline_nr_linear_factorize_ms,baseline_nr_linear_solve_ms,baseline_runs,baseline_solve_ms,baseline_success_all,candidate_alg,candidate_analyze_ms,candidate_cuda_factorization_ms,candidate_cuda_refactorization_ms,candidate_cuda_solve_ms,candidate_cudss_analysis_ms,candidate_elapsed_ms,candidate_nr_linear_factorize_ms,candidate_nr_linear_solve_ms,candidate_runs,candidate_solve_ms,candidate_success_all,candidate_vs_baseline_analyze_ms_ratio,candidate_vs_baseline_analyze_ms_speedup,candidate_vs_baseline_cuda_factorization_ms_ratio,candidate_vs_baseline_cuda_factorization_ms_speedup,candidate_vs_baseline_cuda_refactorization_ms_ratio,candidate_vs_baseline_cuda_refactorization_ms_speedup,candidate_vs_baseline_cuda_solve_ms_ratio,candidate_vs_baseline_cuda_solve_ms_speedup,candidate_vs_baseline_cudss_analysis_ms_ratio,candidate_vs_baseline_cudss_analysis_ms_speedup,candidate_vs_baseline_elapsed_ms_ratio,candidate_vs_baseline_elapsed_ms_speedup,candidate_vs_baseline_nr_linear_factorize_ms_ratio,candidate_vs_baseline_nr_linear_factorize_ms_speedup,candidate_vs_baseline_nr_linear_solve_ms_ratio,candidate_vs_baseline_nr_linear_solve_ms_speedup,candidate_vs_baseline_solve_ms_ratio,candidate_vs_baseline_solve_ms_speedup,case_name
DEFAULT,16.4632,0.439,0.35055000000000003,0.17306666666667,13.782300000000001,18.5529,0.38010000000001,0.19136666666667,10,2.0894,True,ALG_2,5.562,20.725,1.8809,1.7442333333333,3.1125,35.722,8.1623666666667,1.7650333333333,10,30.1595,True,0.33784440449001407,2.959942466738583,47.20956719817768,0.021182147165259346,5.36556839252603,0.1863735445797225,10.078389830508087,0.09922219886483459,0.22583313380205042,4.428048192771085,1.9254132777086062,0.5193690162924809,21.474261159343552,0.04656737629200785,9.223306044242829,0.10842099299352624,14.434526658370824,0.06927833684245428,case_ACTIVSg2000
DEFAULT,71.1382,1.279,1.1333666666666,0.4851,57.2281,82.5612,1.16995,0.82705,10,11.4225,True,ALG_2,37.3193,270.5365,12.653433333334,22.75315,21.096,441.4243,77.124325,22.982599999999998,10,404.1048,True,0.5246028153650218,1.906204028478562,211.52189210320563,0.004727643035228149,11.164465751008569,0.0895698927563697,46.90404040404041,0.021320124905782275,0.36863009605421115,2.7127464922260143,5.346631347412586,0.1870336544680481,65.92104363434335,0.015169662749074305,27.788646393809323,0.0359859197827922,35.37796454366382,0.028266182435843373,case_ACTIVSg25k
DEFAULT,12.1421,0.2047,0.11625,0.079466666666667,10.185,13.1443,0.14586666666666,0.093099999999997,10,1.0017,True,ALG_2,3.5309,5.2287,0.46265,0.38563333333333,1.566,11.1699,2.0514333333334,0.39976666666665,10,7.6384,True,0.29079813211882627,3.438811634427483,25.54323400097704,0.039149310536079715,3.979784946236559,0.25126985842429483,4.8527684563757765,0.20606794018497976,0.15375552282768779,6.5038314176245215,0.8497904034448392,1.1767607588250566,14.063756855576965,0.07110475602423766,4.293949158610772,0.23288585007921508,7.625436757512229,0.1311400293255132,case_ACTIVSg500
DEFAULT,176.9503,2.9201,2.8028833333333,1.1719357142857,135.78480000000002,218.5544,2.8223452380952,1.9537571428571001,10,41.6037,True,ALG_2,105.9536,788.5233,39.282183333333,72.662285714285,58.3515,1655.4615,146.3167857143,73.270785714286,10,1549.5075,True,0.5987760405040286,1.6700735038733938,270.03297832266014,0.0037032513814113043,14.014919160626308,0.07135253429141517,62.00193818529797,0.016128528063290803,0.429735139721088,2.327014729698466,7.574596988209801,0.13202022517587997,51.84227065468758,0.019289278563063478,37.50250433231307,0.026664885927054627,37.24446383374555,0.026849628026969864,case_ACTIVSg70k
DEFAULT,201.34900000000002,3.4533,3.28453,1.2358700000001002,151.5379,241.9754,3.3147866666667,1.8585066666667,10,40.6257,True,ALG_3,612.7843,73.1463,73.78269,6.9265833333332,573.8814,1073.4655,73.681549999999,7.5762,10,460.6808,True,3.043393808759914,0.3285805462052471,21.181565459126052,0.0472108637073919,22.463698002453928,0.044516267975591564,5.604621305908096,0.178424187009005,3.787048652515311,0.2640578697967908,4.436258809779837,0.22541516238761283,22.22814238422531,0.04498801486487112,4.076498694292118,0.24530855398045195,11.339639686208482,0.08818622351962574,Base_Eastern_Interconnect_515GW
DEFAULT,24.817,0.5667,0.47003333333333996,0.235525,20.2125,29.021,0.49425,0.2962,10,4.2033000000000005,True,ALG_3,42.519,3.8774,3.7237333333333,0.492625,38.1074,60.8495,3.76225,0.555125,10,18.3296,True,1.7133013659991134,0.5836684776217691,6.842068113640375,0.14615463970702017,7.922275015956132,0.1262263678029247,2.0916038637087357,0.47810200456736873,1.8853382807668522,0.5304087919931562,2.096740291513042,0.47693078825627166,7.612038442083965,0.13137085520632602,1.8741559756920998,0.5335735194775952,4.360764161492161,0.22931760649441343,Base_Florida_42GW
DEFAULT,36.526199999999996,0.8525,0.76193333333334,0.32205,29.7484,43.0231,0.7847,0.423325,10,6.4962,True,ALG_3,74.541,7.6235,7.6479333333334,0.85425,67.0167,109.92,7.641925,0.9108,10,35.3784,True,2.040754307866682,0.4900148911337384,8.942521994134896,0.11182527710369254,10.037536092396534,0.09962604276536581,2.652538425710293,0.3769973661106234,2.252783342969706,0.4438953275825279,2.5549065502021007,0.3914037481804949,9.738658085892698,0.10268355159203996,2.1515384161105535,0.4647837066315327,5.446014593146763,0.1836205142120616,Base_MIOHIN_76GW
DEFAULT,28.6495,0.6895,0.5952666666666699,0.279575,23.3099,33.846199999999996,0.618875,0.354875,10,5.1959,True,ALG_3,58.4886,5.5847999999999995,5.5601666666667,0.66705,52.4357,85.0149,5.566549999999999,0.718725,10,26.526,True,2.0415225396603778,0.48983049688315333,8.099782451051485,0.12346010600200545,9.34063164968082,0.10705914091304211,2.385942949119199,0.41912150513454766,2.249503429873144,0.44454255402330856,2.511800438453948,0.39812080000094097,8.994627348010503,0.11117747976754004,2.025290595280028,0.4937563045671154,5.10517908350815,0.19587951443866394,Base_Texas_66GW
DEFAULT,57.2807,1.2082,1.0869499999999999,0.436145,46.3624,66.7249,1.11254,0.5118550000000001,10,9.4436,True,ALG_3,134.3199,14.2047,14.0795,1.37066,123.8386,210.7831,14.105935,1.457875,10,76.4626,True,2.344941664469882,0.4264498410138781,11.756911107432545,0.08505635458686209,12.953217719306316,0.07720089491814339,3.142670442169462,0.31820072082062656,2.6710998567804944,0.37437761731802527,3.1589871247465333,0.31655716231519515,12.679036259370449,0.07887034783585775,2.8482187338211014,0.35109663036954475,8.096763945952814,0.12350613240983174,Base_West_Interconnect_121GW
DEFAULT,14.153400000000001,0.3073,0.20779999999999998,0.13145,11.8397,15.325899999999999,0.25785,0.15395,10,1.1718,True,ALG_3,16.1025,1.1642,0.771,0.18155,13.505700000000001,18.781100000000002,0.96775,0.20500000000000002,10,2.6782,True,1.1377124931111957,0.8789566837447602,3.7884803123983075,0.263958082803642,3.7102983638113574,0.2695201037613489,1.3811335108406235,0.7240429633709723,1.1407130248232642,0.8766446759516352,1.2254484239098522,0.8160278151971928,3.753151056815978,0.266442779643503,1.3316011692107828,0.7509756097560976,2.2855436081242533,0.4375326711970727,MemphisCase2026_Mar7
DEFAULT,26.997,0.6574,0.5651499999999999,0.25053333333333,21.7255,31.0134,0.59600000000001,0.35406666666666,10,4.0158,True,ALG_3,154.87550000000002,5.518,4.32675,0.59476666666666,47.1539,172.1199,4.7239666666667,0.66666666666665,10,17.244,True,5.73676704819054,0.17431420721805577,8.393672041375114,0.11913736861181588,7.655932053437141,0.13061766915121048,2.3740021287919157,0.4212296138541716,2.1704402660468114,0.4607360154727393,5.5498558687535064,0.18018485950781984,7.926118568232586,0.12616515781229173,1.882884579175285,0.5311000000000032,4.294038547736442,0.23288100208768264,Texas7k_20220923
DEFAULT,11.7614,0.10950000000000001,0.1031,0.07755,9.8804,12.4024,0.10635,0.0924,10,0.6408,True,ALG_3,11.9094,0.16620000000000001,0.1584,0.09925,9.7363,12.7383,0.1625,0.11485,10,0.8281,True,1.0125835359736086,0.9875728416209045,1.5178082191780822,0.6588447653429603,1.5363724539282253,0.6508838383838383,1.2798194713088331,0.7813602015113349,0.9854155702198292,1.014800283475242,1.027083467715926,0.9736307042540998,1.52797367183827,0.6544615384615384,1.242965367965368,0.804527644754027,1.2922908863920097,0.7738195870064003,case_ACTIVSg200
DEFAULT,16.4632,0.439,0.35055000000000003,0.17306666666667,13.782300000000001,18.5529,0.38010000000001,0.19136666666667,10,2.0894,True,ALG_3,21.4962,1.5651,1.42765,0.26316666666667,18.6786,27.3002,1.4736,0.29346666666668,10,5.803599999999999,True,1.3057121337285582,0.7658655948493222,3.565148063781321,0.28049325921666346,4.072600199686208,0.2455433754771828,1.520608628659466,0.6576314122862615,1.3552600074007966,0.7378657929395137,1.4714788523627034,0.679588427923605,3.876874506708659,0.25793973941368753,1.5335307437729049,0.6520899591094774,2.7776395137360006,0.3600179199117789,case_ACTIVSg2000
DEFAULT,71.1382,1.279,1.1333666666666,0.4851,57.2281,82.5612,1.16995,0.82705,10,11.4225,True,ALG_3,189.8316,17.2134,17.545833333333,1.66795,177.4451,272.457,17.462975,1.8896,10,82.6246,True,2.6684903469584556,0.3747437202236087,13.458483189992183,0.0743025782239418,15.481162318755947,0.06459463310377325,3.43836322407751,0.2908360562366977,3.10066383472455,0.32251158245564404,3.3000610456243367,0.30302469747519795,14.926257532373178,0.06699603017240763,2.2847469923221086,0.43768522438611346,7.233495294375137,0.13824575247565493,case_ACTIVSg25k
DEFAULT,12.1421,0.2047,0.11625,0.079466666666667,10.185,13.1443,0.14586666666666,0.093099999999997,10,1.0017,True,ALG_3,14.2419,0.2909,0.2662,0.13449999999999,11.7505,15.9078,0.27446666666666997,0.14933333333333002,10,1.6654,True,1.172935488918721,0.8525618070622599,1.421104054714216,0.7036782399449982,2.2898924731182793,0.4367017280240421,1.6925335570468467,0.5908302354399474,1.1537064310260186,0.8667716267392876,1.2102432232983118,0.8262801895925269,1.881627056672869,0.531454942919571,1.6040100250626725,0.6234374999999938,1.6625736248377758,0.6014771226131861,case_ACTIVSg500
DEFAULT,176.9503,2.9201,2.8028833333333,1.1719357142857,135.78480000000002,218.5544,2.8223452380952,1.9537571428571001,10,41.6037,True,ALG_3,565.3131,55.8551,53.95368,5.8558,532.0813,952.52,54.2708,6.44855,10,387.2063,True,3.194756380746458,0.3130129126673343,19.127803842334167,0.052279917142749724,19.249349182092477,0.05194980830470322,4.9966904571801845,0.20013246939541993,3.918563049766984,0.2551955875915955,4.35827418711314,0.2294486205014068,19.22897286535624,0.0520048578258511,3.3005893406843216,0.30297619509147017,9.307015962522563,0.10744582409945294,case_ACTIVSg70k
