CUDA.analyze.cudss32.analysis.avg_sec,CUDA.analyze.cudss32.analysis.count,CUDA.analyze.cudss32.analysis.total_sec,CUDA.analyze.cudss32.setup.avg_sec,CUDA.analyze.cudss32.setup.count,CUDA.analyze.cudss32.setup.total_sec,CUDA.solve.factorization32.avg_sec,CUDA.solve.factorization32.count,CUDA.solve.factorization32.total_sec,CUDA.solve.refactorization32.avg_sec,CUDA.solve.refactorization32.count,CUDA.solve.refactorization32.total_sec,CUDA.solve.rhsPrepare.avg_sec,CUDA.solve.rhsPrepare.count,CUDA.solve.rhsPrepare.total_sec,CUDA.solve.solve32.avg_sec,CUDA.solve.solve32.count,CUDA.solve.solve32.total_sec,NR.analyze.jacobian_builder.avg_sec,NR.analyze.jacobian_builder.count,NR.analyze.jacobian_builder.total_sec,NR.analyze.linear_solve.avg_sec,NR.analyze.linear_solve.count,NR.analyze.linear_solve.total_sec,NR.analyze.storage_prepare.avg_sec,NR.analyze.storage_prepare.count,NR.analyze.storage_prepare.total_sec,NR.analyze.total.avg_sec,NR.analyze.total.count,NR.analyze.total.total_sec,NR.iteration.jacobian.avg_sec,NR.iteration.jacobian.count,NR.iteration.jacobian.total_sec,NR.iteration.linear.avg_sec,NR.iteration.linear.count,NR.iteration.linear.total_sec,NR.iteration.linear_factorize.avg_sec,NR.iteration.linear_factorize.count,NR.iteration.linear_factorize.total_sec,NR.iteration.linear_solve.avg_sec,NR.iteration.linear_solve.count,NR.iteration.linear_solve.total_sec,NR.iteration.mismatch.avg_sec,NR.iteration.mismatch.count,NR.iteration.mismatch.total_sec,NR.iteration.total.avg_sec,NR.iteration.total.count,NR.iteration.total.total_sec,NR.iteration.voltage_update.avg_sec,NR.iteration.voltage_update.count,NR.iteration.voltage_update.total_sec,NR.solve.download.avg_sec,NR.solve.download.count,NR.solve.download.total_sec,NR.solve.total.avg_sec,NR.solve.total.count,NR.solve.total.total_sec,NR.solve.upload.avg_sec,NR.solve.upload.count,NR.solve.upload.total_sec,algorithm,analyze_sec,backend,buses,case_name,compute,cudss_reordering_alg,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
0.029504,1,0.029504,0.001708,1,0.001708,0.000895,1,0.000895,0.000755,3,0.002265,9.625e-05,4,0.000385,0.000321,4,0.001284,0.004173,1,0.004173,0.031215,1,0.031215,0.000811,1,0.000811,0.036201,1,0.036201,2e-05,4,8e-05,0.0012125,4,0.00485,0.00079,4,0.00316,0.0004215,4,0.001686,0.0001268,5,0.000634,0.0011326,5,0.005663,2.275e-05,4,9.1e-05,0.000102,1,0.000102,0.00669,1,0.00669,0.000923,1,0.000923,standard,0.036202,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.042895,1.1020091506e-09,cuda_edge,5,edge_based,0.05334083387514,operators,9998,cuda_edge,190,8,0.006692,cuda_mixed_edge,True
0.029739,1,0.029739,0.001577,1,0.001577,0.000847,1,0.000847,0.000756,3,0.002268,9.725e-05,4,0.000389,0.0003215,4,0.001286,0.004206,1,0.004206,0.031319,1,0.031319,0.000815,1,0.000815,0.036342,1,0.036342,2.025e-05,4,8.1e-05,0.00120275,4,0.004811,0.00077875,4,0.003115,0.0004235,4,0.001694,0.0001268,5,0.000634,0.0011246,5,0.005623,2.3e-05,4,9.2e-05,0.000104,1,0.000104,0.006452,1,0.006452,0.000721,1,0.000721,standard,0.036343,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.042797,1.988437858813e-09,cuda_edge,5,edge_based,0.05334083387279,operators,9998,cuda_edge,190,9,0.006453,cuda_mixed_edge,True
0.03051,1,0.03051,0.001613,1,0.001613,0.000849,1,0.000849,0.0007545,2,0.001509,9.48e-05,5,0.000474,0.0003258,5,0.001629,0.005861,1,0.005861,0.032126,1,0.032126,0.000889,1,0.000889,0.038878,1,0.038878,1.966666666667e-05,3,5.9e-05,0.0008968,5,0.004484,0.0007863333333333,3,0.002359,0.0004246,5,0.002123,0.000124,6,0.000744,0.0010386,5,0.005193,2.2e-05,5,0.00011,0.0001,1,0.0001,0.00626,1,0.00626,0.00075,1,0.00075,modified,0.03888,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.045142,2.497958834377e-10,cuda_edge_modified,6,edge_based,0.05334083387851,operators,9998,cuda_edge_modified,190,0,0.006262,cuda_mixed_edge_modified,True
0.030289,1,0.030289,0.001635,1,0.001635,0.000847,1,0.000847,0.0007525,2,0.001505,9.8e-05,5,0.00049,0.0003258,5,0.001629,0.00415,1,0.00415,0.031927,1,0.031927,0.000823,1,0.000823,0.036902,1,0.036902,1.966666666667e-05,3,5.9e-05,0.0008988,5,0.004494,0.000784,3,0.002352,0.0004276,5,0.002138,0.0001261666666667,6,0.000757,0.0010412,5,0.005206,2.2e-05,5,0.00011,0.000123,1,0.000123,0.0063,1,0.0063,0.000747,1,0.000747,modified,0.036903,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.043205,1.768278856673e-10,cuda_edge_modified,6,edge_based,0.05334083387835,operators,9998,cuda_edge_modified,190,1,0.006302,cuda_mixed_edge_modified,True
0.030999,1,0.030999,0.001562,1,0.001562,0.000847,1,0.000847,0.000757,2,0.001514,9.52e-05,5,0.000476,0.0003272,5,0.001636,0.004071,1,0.004071,0.032564,1,0.032564,0.000824,1,0.000824,0.037462,1,0.037462,1.933333333333e-05,3,5.8e-05,0.0008992,5,0.004496,0.000787,3,0.002361,0.0004266,5,0.002133,0.0001243333333333,6,0.000746,0.0010396,5,0.005198,2.2e-05,5,0.00011,0.0001,1,0.0001,0.006263,1,0.006263,0.00074,1,0.00074,modified,0.037463,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.043728,2.547269062347e-10,cuda_edge_modified,6,edge_based,0.05334083387843,operators,9998,cuda_edge_modified,190,2,0.006264,cuda_mixed_edge_modified,True
0.030615,1,0.030615,0.001578,1,0.001578,0.000849,1,0.000849,0.0007545,2,0.001509,0.000136,5,0.00068,0.0003272,5,0.001636,0.004073,1,0.004073,0.032196,1,0.032196,0.000824,1,0.000824,0.037094,1,0.037094,2e-05,3,6e-05,0.0009398,5,0.004699,0.000786,3,0.002358,0.0004676,5,0.002338,0.000124,6,0.000744,0.0010794,5,0.005397,2.2e-05,5,0.00011,0.000102,1,0.000102,0.006486,1,0.006486,0.000758,1,0.000758,modified,0.037095,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.043583,2.635651281265e-10,cuda_edge_modified,6,edge_based,0.05334083387854,operators,9998,cuda_edge_modified,190,3,0.006487,cuda_mixed_edge_modified,True
0.030174,1,0.030174,0.001646,1,0.001646,0.000856,1,0.000856,0.000758,2,0.001516,9.86e-05,5,0.000493,0.0003262,5,0.001631,0.004157,1,0.004157,0.031823,1,0.031823,0.000828,1,0.000828,0.03681,1,0.03681,2.266666666667e-05,3,6.8e-05,0.0009042,5,0.004521,0.000791,3,0.002373,0.0004292,5,0.002146,0.0001246666666667,6,0.000748,0.0010442,5,0.005221,2.2e-05,5,0.00011,0.000101,1,0.000101,0.006298,1,0.006298,0.00074,1,0.00074,modified,0.036811,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.043111,2.615592187283e-10,cuda_edge_modified,6,edge_based,0.05334083387832,operators,9998,cuda_edge_modified,190,4,0.006299,cuda_mixed_edge_modified,True
0.030128,1,0.030128,0.001642,1,0.001642,0.000846,1,0.000846,0.0007535,2,0.001507,9.54e-05,5,0.000477,0.0003256,5,0.001628,0.004073,1,0.004073,0.031773,1,0.031773,0.000823,1,0.000823,0.036672,1,0.036672,1.933333333333e-05,3,5.8e-05,0.0008964,5,0.004482,0.0007843333333333,3,0.002353,0.0004254,5,0.002127,0.0001226666666667,6,0.000736,0.0010348,5,0.005174,2.18e-05,5,0.000109,0.000101,1,0.000101,0.006245,1,0.006245,0.000747,1,0.000747,modified,0.036673,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.04292,9.710632298265e-11,cuda_edge_modified,6,edge_based,0.05334083387836,operators,9998,cuda_edge_modified,190,5,0.006246,cuda_mixed_edge_modified,True
0.030184,1,0.030184,0.001558,1,0.001558,0.000849,1,0.000849,0.0007505,2,0.001501,9.72e-05,5,0.000486,0.0003254,5,0.001627,0.004232,1,0.004232,0.031745,1,0.031745,0.000814,1,0.000814,0.036793,1,0.036793,1.966666666667e-05,3,5.9e-05,0.0008974,5,0.004487,0.0007836666666667,3,0.002351,0.000427,5,0.002135,0.0001255,6,0.000753,0.0010384,5,0.005192,2.2e-05,5,0.00011,0.000103,1,0.000103,0.006277,1,0.006277,0.000753,1,0.000753,modified,0.036795,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.043074,2.307036484699e-10,cuda_edge_modified,6,edge_based,0.05334083387847,operators,9998,cuda_edge_modified,190,6,0.006279,cuda_mixed_edge_modified,True
0.030225,1,0.030225,0.001556,1,0.001556,0.000849,1,0.000849,0.0007525,2,0.001505,9.62e-05,5,0.000481,0.0003278,5,0.001639,0.00411,1,0.00411,0.031784,1,0.031784,0.000827,1,0.000827,0.036723,1,0.036723,1.933333333333e-05,3,5.8e-05,0.0008992,5,0.004496,0.0007846666666667,3,0.002354,0.000428,5,0.00214,0.0001228333333333,6,0.000737,0.001038,5,0.00519,2.2e-05,5,0.00011,0.000101,1,0.000101,0.006258,1,0.006258,0.000745,1,0.000745,modified,0.036724,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.042984,1.865099186205e-10,cuda_edge_modified,6,edge_based,0.05334083387844,operators,9998,cuda_edge_modified,190,7,0.00626,cuda_mixed_edge_modified,True
0.031589,1,0.031589,0.001564,1,0.001564,0.000852,1,0.000852,0.0007575,2,0.001515,9.48e-05,5,0.000474,0.000326,5,0.00163,0.004217,1,0.004217,0.033155,1,0.033155,0.000815,1,0.000815,0.03819,1,0.03819,1.933333333333e-05,3,5.8e-05,0.000899,5,0.004495,0.000789,3,0.002367,0.0004254,5,0.002127,0.000125,6,0.00075,0.0010394,5,0.005197,2.18e-05,5,0.000109,0.0001,1,0.0001,0.00627,1,0.00627,0.000745,1,0.000745,modified,0.038191,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.044463,2.544133792526e-10,cuda_edge_modified,6,edge_based,0.05334083387814,operators,9998,cuda_edge_modified,190,8,0.006271,cuda_mixed_edge_modified,True
0.127367,1,0.127367,0.001772,1,0.001772,0.001062,1,0.001062,0.000756,2,0.001512,0.0002566,5,0.001283,0.0003258,5,0.001629,0.004235,1,0.004235,0.129143,1,0.129143,0.000814,1,0.000814,0.134201,1,0.134201,2.133333333333e-05,3,6.4e-05,0.0011024,5,0.005512,0.000858,3,0.002574,0.000587,5,0.002935,0.0002631666666667,6,0.001579,0.0013792,5,0.006896,2.3e-05,5,0.000115,0.000304,1,0.000304,0.009896,1,0.009896,0.002305,1,0.002305,modified,0.134207,cuda,10189,Base_MIOHIN_76GW,mixed,DEFAULT,Base_MIOHIN_76GW,0.144106,1.243246725864e-10,cuda_edge_modified,6,edge_based,0.05334083387831,operators,9998,cuda_edge_modified,190,9,0.009899,cuda_mixed_edge_modified,True
0.044599,1,0.044599,0.001562,1,0.001562,0.001208,1,0.001208,0.001087,4,0.004348,6.88e-05,5,0.000344,0.0004502,5,0.002251,0.011093,1,0.011093,0.046164,1,0.046164,0.000842,1,0.000842,0.058101,1,0.058101,2.34e-05,5,0.000117,0.0016392,5,0.008196,0.0011114,5,0.005557,0.000527,5,0.002635,0.0001021666666667,6,0.000613,0.001513166666667,6,0.009079,2.92e-05,5,0.000146,7.2e-05,1,7.2e-05,0.009982,1,0.009982,0.000827,1,0.000827,standard,0.058103,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.068087,1.505404689794e-10,cuda_edge,6,edge_based,0.04032063151766,operators,19991,cuda_edge,766,0,0.009983,cuda_mixed_edge,True
0.045035,1,0.045035,0.001543,1,0.001543,0.001206,1,0.001206,0.001084333333333,3,0.003253,6.725e-05,4,0.000269,0.0004345,4,0.001738,0.008085,1,0.008085,0.046581,1,0.046581,0.000823,1,0.000823,0.055492,1,0.055492,2.3e-05,4,9.2e-05,0.00162525,4,0.006501,0.00111475,4,0.004459,0.00051025,4,0.002041,0.0001,5,0.0005,0.0014436,5,0.007218,2.925e-05,4,0.000117,7.2e-05,1,7.2e-05,0.008008,1,0.008008,0.000715,1,0.000715,standard,0.055493,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.063503,4.097215455801e-09,cuda_edge,5,edge_based,0.04032063152526,operators,19991,cuda_edge,766,1,0.008009,cuda_mixed_edge,True
0.04775,1,0.04775,0.001539,1,0.001539,0.001197,1,0.001197,0.00109,4,0.00436,6.74e-05,5,0.000337,0.0004338,5,0.002169,0.008117,1,0.008117,0.049292,1,0.049292,0.000814,1,0.000814,0.058226,1,0.058226,2.26e-05,5,0.000113,0.0016226,5,0.008113,0.0011116,5,0.005558,0.0005102,5,0.002551,0.0001005,6,0.000603,0.001497,6,0.008982,2.92e-05,5,0.000146,7.1e-05,1,7.1e-05,0.009794,1,0.009794,0.000735,1,0.000735,standard,0.058227,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.068023,2.803535181783e-11,cuda_edge,6,edge_based,0.04032063151674,operators,19991,cuda_edge,766,2,0.009796,cuda_mixed_edge,True
0.044284,1,0.044284,0.001547,1,0.001547,0.001219,1,0.001219,0.00109225,4,0.004369,6.72e-05,5,0.000336,0.000435,5,0.002175,0.008585,1,0.008585,0.045834,1,0.045834,0.000822,1,0.000822,0.055244,1,0.055244,2.3e-05,5,0.000115,0.0016286,5,0.008143,0.0011178,5,0.005589,0.0005104,5,0.002552,0.0001015,6,0.000609,0.001503333333333,6,0.00902,2.9e-05,5,0.000145,7.5e-05,1,7.5e-05,0.009807,1,0.009807,0.000709,1,0.000709,standard,0.055246,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.065056,1.029391808472e-10,cuda_edge,6,edge_based,0.04032063151784,operators,19991,cuda_edge,766,3,0.009809,cuda_mixed_edge,True
0.046035,1,0.046035,0.001535,1,0.001535,0.001214,1,0.001214,0.00108325,4,0.004333,6.7e-05,5,0.000335,0.0004344,5,0.002172,0.008116,1,0.008116,0.047573,1,0.047573,0.000798,1,0.000798,0.05649,1,0.05649,2.24e-05,5,0.000112,0.0016198,5,0.008099,0.0011096,5,0.005548,0.0005096,5,0.002548,0.0001,6,0.0006,0.001494333333333,6,0.008966,2.9e-05,5,0.000145,7.2e-05,1,7.2e-05,0.00975,1,0.00975,0.000707,1,0.000707,standard,0.056491,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.066243,6.496181370608e-11,cuda_edge,6,edge_based,0.04032063151757,operators,19991,cuda_edge,766,4,0.009751,cuda_mixed_edge,True
0.048036,1,0.048036,0.00153,1,0.00153,0.00121,1,0.00121,0.001091666666667,3,0.003275,6.8e-05,4,0.000272,0.00043475,4,0.001739,0.008579,1,0.008579,0.04957,1,0.04957,0.000796,1,0.000796,0.058947,1,0.058947,2.25e-05,4,9e-05,0.00163275,4,0.006531,0.00112125,4,0.004485,0.0005105,4,0.002042,0.0001,5,0.0005,0.001449,5,0.007245,2.925e-05,4,0.000117,7.2e-05,1,7.2e-05,0.008025,1,0.008025,0.000705,1,0.000705,standard,0.058949,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.066975,5.782269774102e-09,cuda_edge,5,edge_based,0.04032063148905,operators,19991,cuda_edge,766,5,0.008026,cuda_mixed_edge,True
0.047366,1,0.047366,0.001609,1,0.001609,0.001206,1,0.001206,0.00108925,4,0.004357,6.7e-05,5,0.000335,0.0004356,5,0.002178,0.007921,1,0.007921,0.048977,1,0.048977,0.0008,1,0.0008,0.057701,1,0.057701,2.26e-05,5,0.000113,0.0016238,5,0.008119,0.0011128,5,0.005564,0.0005108,5,0.002554,9.966666666667e-05,6,0.000598,0.001498,6,0.008988,2.9e-05,5,0.000145,7.2e-05,1,7.2e-05,0.009766,1,0.009766,0.000704,1,0.000704,standard,0.057703,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.067471,3.506644280504e-11,cuda_edge,6,edge_based,0.04032063151698,operators,19991,cuda_edge,766,6,0.009768,cuda_mixed_edge,True
0.047272,1,0.047272,0.001588,1,0.001588,0.001195,1,0.001195,0.00108275,4,0.004331,6.72e-05,5,0.000336,0.0004336,5,0.002168,0.008216,1,0.008216,0.048862,1,0.048862,0.000805,1,0.000805,0.057885,1,0.057885,2.28e-05,5,0.000114,0.0016154,5,0.008077,0.0011056,5,0.005528,0.0005088,5,0.002544,9.983333333333e-05,6,0.000599,0.0014905,6,0.008943,2.92e-05,5,0.000146,7.2e-05,1,7.2e-05,0.009736,1,0.009736,0.000718,1,0.000718,standard,0.057886,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.067624,1.000466376411e-10,cuda_edge,6,edge_based,0.04032063151735,operators,19991,cuda_edge,766,7,0.009737,cuda_mixed_edge,True
0.046678,1,0.046678,0.001543,1,0.001543,0.001218,1,0.001218,0.001082,4,0.004328,6.74e-05,5,0.000337,0.0004344,5,0.002172,0.00825,1,0.00825,0.048224,1,0.048224,0.000809,1,0.000809,0.057286,1,0.057286,2.26e-05,5,0.000113,0.0016204,5,0.008102,0.0011092,5,0.005546,0.0005106,5,0.002553,0.0001016666666667,6,0.00061,0.001496833333333,6,0.008981,2.92e-05,5,0.000146,7.3e-05,1,7.3e-05,0.009798,1,0.009798,0.000741,1,0.000741,standard,0.057287,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.067087,3.096811996382e-11,cuda_edge,6,edge_based,0.04032063151659,operators,19991,cuda_edge,766,8,0.009799,cuda_mixed_edge,True
0.046569,1,0.046569,0.00153,1,0.00153,0.001209,1,0.001209,0.001087,4,0.004348,6.72e-05,5,0.000336,0.0004352,5,0.002176,0.008487,1,0.008487,0.048102,1,0.048102,0.000829,1,0.000829,0.057421,1,0.057421,2.28e-05,5,0.000114,0.0016228,5,0.008114,0.0011114,5,0.005557,0.0005104,5,0.002552,9.933333333333e-05,6,0.000596,0.001496,6,0.008976,2.92e-05,5,0.000146,7.2e-05,1,7.2e-05,0.009756,1,0.009756,0.000703,1,0.000703,standard,0.057422,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.06718,1.1584726673e-10,cuda_edge,6,edge_based,0.04032063151784,operators,19991,cuda_edge,766,9,0.009758,cuda_mixed_edge,True
0.045042,1,0.045042,0.001549,1,0.001549,0.00121,1,0.00121,0.001093,2,0.002186,6.7e-05,5,0.000335,0.0004406,5,0.002203,0.011193,1,0.011193,0.046594,1,0.046594,0.000842,1,0.000842,0.058632,1,0.058632,2.333333333333e-05,3,7e-05,0.001195,5,0.005975,0.001132,3,0.003396,0.0005154,5,0.002577,0.0001013333333333,6,0.000608,0.001325,5,0.006625,2.92e-05,5,0.000146,7.4e-05,1,7.4e-05,0.007634,1,0.007634,0.000749,1,0.000749,modified,0.058633,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.066269,2.010184730535e-10,cuda_edge_modified,6,edge_based,0.04032063151608,operators,19991,cuda_edge_modified,766,0,0.007636,cuda_mixed_edge_modified,True
0.044165,1,0.044165,0.001527,1,0.001527,0.001216,1,0.001216,0.0010925,2,0.002185,6.74e-05,5,0.000337,0.000441,5,0.002205,0.007956,1,0.007956,0.045696,1,0.045696,0.000804,1,0.000804,0.054458,1,0.054458,2.3e-05,3,6.9e-05,0.0011966,5,0.005983,0.001133666666667,3,0.003401,0.000516,5,0.00258,0.0001,6,0.0006,0.0013258,5,0.006629,2.92e-05,5,0.000146,7.4e-05,1,7.4e-05,0.007597,1,0.007597,0.000712,1,0.000712,modified,0.054459,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.062058,3.634033872114e-11,cuda_edge_modified,6,edge_based,0.04032063151698,operators,19991,cuda_edge_modified,766,1,0.007598,cuda_mixed_edge_modified,True
0.049036,1,0.049036,0.00153,1,0.00153,0.001207,1,0.001207,0.001096,1,0.001096,6.725e-05,4,0.000269,0.0004425,4,0.00177,0.007977,1,0.007977,0.050569,1,0.050569,0.0008,1,0.0008,0.059348,1,0.059348,2.35e-05,2,4.7e-05,0.0010935,4,0.004374,0.0011515,2,0.002303,0.00051725,4,0.002069,0.0001006,5,0.000503,0.001222,4,0.004888,2.925e-05,4,0.000117,7.3e-05,1,7.3e-05,0.00584,1,0.00584,0.00072,1,0.00072,modified,0.059349,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.065191,7.193141637885e-09,cuda_edge_modified,5,edge_based,0.04032063152135,operators,19991,cuda_edge_modified,766,2,0.005841,cuda_mixed_edge_modified,True
0.048171,1,0.048171,0.001545,1,0.001545,0.001205,1,0.001205,0.001078,1,0.001078,6.775e-05,4,0.000271,0.0004425,4,0.00177,0.008202,1,0.008202,0.04972,1,0.04972,0.00081,1,0.00081,0.058735,1,0.058735,2.3e-05,2,4.6e-05,0.00108875,4,0.004355,0.0011415,2,0.002283,0.000518,4,0.002072,0.0001004,5,0.000502,0.00121725,4,0.004869,2.925e-05,4,0.000117,7.4e-05,1,7.4e-05,0.005805,1,0.005805,0.000704,1,0.000704,modified,0.058736,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.064543,4.755954651497e-09,cuda_edge_modified,5,edge_based,0.04032063154123,operators,19991,cuda_edge_modified,766,3,0.005806,cuda_mixed_edge_modified,True
0.044746,1,0.044746,0.001682,1,0.001682,0.00121,1,0.00121,0.0010845,2,0.002169,6.7e-05,5,0.000335,0.0004392,5,0.002196,0.008056,1,0.008056,0.046431,1,0.046431,0.000805,1,0.000805,0.055294,1,0.055294,2.333333333333e-05,3,7e-05,0.0011902,5,0.005951,0.001126666666667,3,0.00338,0.0005136,5,0.002568,0.0001,6,0.0006,0.0013198,5,0.006599,2.96e-05,5,0.000148,7.4e-05,1,7.4e-05,0.00756,1,0.00756,0.000704,1,0.000704,modified,0.055296,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.062858,7.537395731984e-11,cuda_edge_modified,6,edge_based,0.04032063151629,operators,19991,cuda_edge_modified,766,4,0.007562,cuda_mixed_edge_modified,True
0.048968,1,0.048968,0.001522,1,0.001522,0.00121,1,0.00121,0.0010925,2,0.002185,6.72e-05,5,0.000336,0.0004414,5,0.002207,0.008082,1,0.008082,0.050493,1,0.050493,0.000799,1,0.000799,0.059376,1,0.059376,2.3e-05,3,6.9e-05,0.0011958,5,0.005979,0.001132,3,0.003396,0.000516,5,0.00258,0.000101,6,0.000606,0.001326,5,0.00663,2.9e-05,5,0.000145,7.3e-05,1,7.3e-05,0.007593,1,0.007593,0.000708,1,0.000708,modified,0.059377,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.066972,8.246498393785e-11,cuda_edge_modified,6,edge_based,0.04032063151621,operators,19991,cuda_edge_modified,766,5,0.007594,cuda_mixed_edge_modified,True
0.051266,1,0.051266,0.001517,1,0.001517,0.001196,1,0.001196,0.001088,1,0.001088,6.725e-05,4,0.000269,0.00044275,4,0.001771,0.008039,1,0.008039,0.052786,1,0.052786,0.000801,1,0.000801,0.061628,1,0.061628,2.3e-05,2,4.6e-05,0.00108875,4,0.004355,0.001142,2,0.002284,0.0005175,4,0.00207,0.0001006,5,0.000503,0.001218,4,0.004872,2.925e-05,4,0.000117,7.2e-05,1,7.2e-05,0.005806,1,0.005806,0.000703,1,0.000703,modified,0.061629,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.067437,2.403288096309e-09,cuda_edge_modified,5,edge_based,0.04032063153505,operators,19991,cuda_edge_modified,766,6,0.005807,cuda_mixed_edge_modified,True
0.044723,1,0.044723,0.001581,1,0.001581,0.001213,1,0.001213,0.001087,1,0.001087,6.775e-05,4,0.000271,0.00044325,4,0.001773,0.008106,1,0.008106,0.046308,1,0.046308,0.000803,1,0.000803,0.05522,1,0.05522,2.3e-05,2,4.6e-05,0.00109375,4,0.004375,0.00115,2,0.0023,0.00051825,4,0.002073,0.0001002,5,0.000501,0.0012225,4,0.00489,2.925e-05,4,0.000117,7.3e-05,1,7.3e-05,0.005823,1,0.005823,0.000702,1,0.000702,modified,0.055221,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.061046,3.694066122439e-09,cuda_edge_modified,5,edge_based,0.04032063150464,operators,19991,cuda_edge_modified,766,7,0.005825,cuda_mixed_edge_modified,True
0.045874,1,0.045874,0.001534,1,0.001534,0.001202,1,0.001202,0.00108,1,0.00108,6.775e-05,4,0.000271,0.000443,4,0.001772,0.007973,1,0.007973,0.047411,1,0.047411,0.000799,1,0.000799,0.056187,1,0.056187,2.3e-05,2,4.6e-05,0.0010895,4,0.004358,0.001141,2,0.002282,0.0005185,4,0.002074,0.0001024,5,0.000512,0.0012215,4,0.004886,2.95e-05,4,0.000118,7.5e-05,1,7.5e-05,0.00583,1,0.00583,0.00071,1,0.00071,modified,0.056188,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.06202,4.255585727901e-09,cuda_edge_modified,5,edge_based,0.04032063151214,operators,19991,cuda_edge_modified,766,8,0.005832,cuda_mixed_edge_modified,True
0.044732,1,0.044732,0.001536,1,0.001536,0.001202,1,0.001202,0.001084,1,0.001084,6.775e-05,4,0.000271,0.00044325,4,0.001773,0.008089,1,0.008089,0.046271,1,0.046271,0.000805,1,0.000805,0.055167,1,0.055167,2.35e-05,2,4.7e-05,0.00109025,4,0.004361,0.0011435,2,0.002287,0.0005185,4,0.002074,0.0001,5,0.0005,0.00121925,4,0.004877,2.925e-05,4,0.000117,7.3e-05,1,7.3e-05,0.005809,1,0.005809,0.000702,1,0.000702,modified,0.055169,cuda,20758,Base_West_Interconnect_121GW,mixed,DEFAULT,Base_West_Interconnect_121GW,0.06098,3.639572559999e-09,cuda_edge_modified,5,edge_based,0.04032063153612,operators,19991,cuda_edge_modified,766,9,0.005811,cuda_mixed_edge_modified,True
