snapshot,solver,success,iterations,estimated_error,setup_sec,solve_sec,rhs_inf,residual_inf,relative_residual_inf,x_inf,direct_residual_inf,x_delta_direct_inf
/workspace/exp/20260413/iterative/pf_dumps/case2737sop_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,80,8.99786913879819660e-04,2.00548099999999993e-03,2.59604090000000003e-02,6.14925098419189453e+00,5.53301556589831482e-03,8.99786913905814057e-04,2.84523221439691831e-01,3.69783547645496924e-04,2.17379776650628020e-03
/workspace/exp/20260413/iterative/pf_dumps/case2742_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,38,5.96989947623733741e-04,2.64015099999999987e-03,1.38560950000000006e-02,9.61249771118164062e+01,5.73856450513185873e-02,5.96989947623761930e-04,1.34972895001540727e+00,9.51161007209488929e-04,3.74525855580403189e-02
/workspace/exp/20260413/iterative/pf_dumps/case2746wop_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,70,9.84790374845755491e-04,1.91030999999999992e-03,2.28290090000000008e-02,9.28178310394287109e+00,9.14061066218791254e-03,9.84790374847803766e-04,4.48658802705454607e-01,8.70442842570318120e-04,5.06647341375121574e-03
/workspace/exp/20260413/iterative/pf_dumps/case2746wp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,80,9.91261949281484374e-04,1.88594000000000001e-03,2.58557290000000009e-02,9.30518054962158203e+00,9.22387140991304255e-03,9.91261949268480670e-04,6.50167376753048476e-01,7.85389259498614489e-04,4.86535990501635318e-03
/workspace/exp/20260413/iterative/pf_dumps/case2848_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,3.20654067365281625e-02,2.59885100000000011e-03,3.39674868000000019e-01,4.85373657226562500e+02,1.55637037381818004e+01,3.20654067365608655e-02,4.81902266194243722e+00,6.00818997648910891e-02,1.73994204730374236e+01
/workspace/exp/20260413/iterative/pf_dumps/case2853_sdet/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,267,4.29003388350460255e-04,2.18544999999999981e-03,8.56589700000000009e-02,2.85123004913330078e+01,1.22318734771642568e-02,4.29003386832375226e-04,7.15711841548575922e+00,3.63351229620028360e-02,2.59831311168046142e-03
/workspace/exp/20260413/iterative/pf_dumps/case2868_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,2.18646048571957641e+00,2.55884000000000016e-03,3.36778096999999998e-01,4.85373657226562500e+02,1.06125032233507591e+03,2.18646048571957419e+00,1.80399915921449931e+01,1.40229280973237280e-01,4.39993410512934844e+01
/workspace/exp/20260413/iterative/pf_dumps/case2869_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,115,9.98177117433907265e-04,2.75559000000000004e-03,4.31731549999999978e-02,2.66666507720947266e+01,2.66180405994305147e-02,9.98177117438569335e-04,1.06379992920222310e+00,1.11795093610411733e-03,2.41458111626750571e-02
/workspace/exp/20260413/iterative/pf_dumps/case30000_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,388,9.95171978227778501e-04,2.37481579999999984e-02,1.46332171300000002e+00,6.71930236816406250e+01,6.68686142594307198e-02,9.95171977618585033e-04,5.65322417420338930e+00,4.00651363928972160e-03,8.62452106078119840e-01
/workspace/exp/20260413/iterative/pf_dumps/case300_ieee/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,30,2.13662422139775272e-04,2.43650000000000013e-04,5.71659999999999985e-04,1.74990367889404297e+01,3.73888658573573451e-03,2.13662422156786892e-04,6.22969301306225987e+00,6.40689348101908251e-04,2.01551354906825964e-03
/workspace/exp/20260413/iterative/pf_dumps/case3012wp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,95,4.04702931808321694e-04,2.10293100000000016e-03,3.41155419999999987e-02,2.72074680328369141e+01,1.10109420810182712e-02,4.04702931846839819e-04,1.58461950292381371e+00,4.22923611067638205e-03,1.36169164168875589e-03
/workspace/exp/20260413/iterative/pf_dumps/case3022_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,112,7.99402971839786002e-04,2.67750100000000010e-03,4.43449750000000018e-02,2.30895633697509766e+01,1.84578655290657534e-02,7.99402969795735201e-04,3.07635712750847006e+01,2.33342944084737880e-02,2.46443836610588107e-02
/workspace/exp/20260413/iterative/pf_dumps/case30_as/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,6,8.22866458994339395e-04,2.83399999999999997e-05,1.54699999999999993e-05,1.11424911022186279e+00,9.16878219765798752e-04,8.22866458994286594e-04,2.32255626225879253e-01,5.15226893371689698e-07,9.04356490148406494e-04
/workspace/exp/20260413/iterative/pf_dumps/case30_ieee/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,6,6.88038491863612856e-04,2.91599999999999986e-05,1.48500000000000001e-05,9.41999971866607666e-01,6.48132239979726243e-04,6.88038491864737824e-04,3.29346060543580121e-01,1.72933624531523833e-06,2.46045968563646245e-04
/workspace/exp/20260413/iterative/pf_dumps/case3120sp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,86,9.16396081684927905e-04,2.22678100000000016e-03,3.20747809999999967e-02,2.75737037658691406e+01,2.52684340873284424e-02,9.16396081639414290e-04,8.14695682136475252e-01,1.10028001172315926e-03,5.20758559839723523e-03
/workspace/exp/20260413/iterative/pf_dumps/case3375wp_k/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,96,9.81649712750100279e-04,2.43383100000000002e-03,3.90814130000000023e-02,2.72074680328369141e+01,2.67082031783365537e-02,9.81649712722337982e-04,1.50245391627116609e+00,5.38573078173687492e-03,8.30496177459233431e-03
/workspace/exp/20260413/iterative/pf_dumps/case3970_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,58,4.58641348615388051e-04,3.48867100000000005e-03,3.03373810000000001e-02,1.58070001602172852e+01,7.24974387094717843e-03,4.58641348609154593e-04,1.15952344808197383e+00,1.18445312385595525e-03,1.77102254604935005e-02
/workspace/exp/20260413/iterative/pf_dumps/case39_epri/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,9,7.50989463336233396e-04,2.94799999999999990e-05,2.54099999999999990e-05,8.30686473846435547e+00,6.23836789194509578e-03,7.50989463336121290e-04,1.27067248608150640e+00,6.73228162106909167e-05,6.54708289951733136e-04
/workspace/exp/20260413/iterative/pf_dumps/case3_lmbd/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,1,9.97953323335981286e-17,5.40000000000000018e-07,6.99999999999999968e-07,8.89999961853027344e+00,8.88178419700125232e-16,9.97953323335981286e-17,4.61566055483275051e+00,1.89522978644163231e-07,1.12586683087556594e-07
/workspace/exp/20260413/iterative/pf_dumps/case4020_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,56,9.90934814698871905e-04,3.95006100000000037e-03,3.12537410000000015e-02,1.42045001983642578e+01,1.40757337473419349e-02,9.90934812966023882e-04,1.66309470678353444e+00,1.01847761382031499e-02,5.32386744599966377e-03
/workspace/exp/20260413/iterative/pf_dumps/case4601_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,59,4.78092963480087545e-04,3.97008100000000030e-03,3.67483820000000030e-02,1.58070001602172852e+01,7.55721555045071880e-03,4.78092963487819478e-04,1.62783712436403882e+00,4.06862662996720914e-04,1.48663683427741056e-02
/workspace/exp/20260413/iterative/pf_dumps/case4619_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,75,8.19676973270472872e-04,5.28914200000000015e-03,4.99611969999999989e-02,2.53402690887451172e+01,2.07708350684315465e-02,8.19676973266906389e-04,1.33805233716143501e+00,1.20047648859136769e-03,2.62383955524484458e-02
/workspace/exp/20260413/iterative/pf_dumps/case4661_sdet/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,151,8.89609515722391414e-04,3.52104099999999993e-03,8.86555499999999996e-02,4.10441894531250000e+01,3.65133015041602463e-02,8.89609515760097797e-04,3.82117702156405015e+00,5.88884746122531055e-03,8.53547340774224450e-03
/workspace/exp/20260413/iterative/pf_dumps/case4837_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,109,8.68588836912348233e-04,4.12920099999999988e-03,6.96092340000000059e-02,1.80000000000000000e+01,1.56345990645738175e-02,8.68588836920767605e-04,3.79895280241828193e+00,5.48125036434847501e-03,1.22464482684046860e-01
/workspace/exp/20260413/iterative/pf_dumps/case4917_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,144,8.66968328574999427e-04,4.08937199999999997e-03,9.52122920000000039e-02,2.39915466308593750e+01,2.07999110826678768e-02,8.66968328582609009e-04,2.77445282303037075e+01,1.09246912529545881e-02,9.30043697173132955e-03
/workspace/exp/20260413/iterative/pf_dumps/case500_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,28,5.91163500139656921e-04,4.11561000000000012e-04,1.00814000000000003e-03,2.47289028167724609e+01,1.46188247442053942e-02,5.91163500156995591e-04,2.15393096232782755e+00,2.63743019323303685e-04,1.07336884905362417e-02
/workspace/exp/20260413/iterative/pf_dumps/case5658_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,81,2.16825362754406779e-04,5.32753200000000027e-03,6.42344819999999955e-02,2.66879997253417969e+01,5.78663522164019062e-03,2.16825362754535935e-04,3.51363809943553262e-01,3.26133940913991838e-04,2.30660115380165731e-03
/workspace/exp/20260413/iterative/pf_dumps/case57_ieee/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,7,6.74049489938320190e-04,4.52100000000000025e-05,3.17600000000000008e-05,4.29500007629394531e+00,2.89504261071060753e-03,6.74049489938233454e-04,2.87189561118088799e-01,1.38431159779628388e-06,8.68490099202446145e-04
