snapshot,solver,success,iterations,estimated_error,setup_sec,solve_sec,rhs_inf,residual_inf,relative_residual_inf,x_inf,direct_residual_inf,x_delta_direct_inf
/workspace/exp/20260413/iterative/pf_dumps/RT_2024_0420_1932_53535MW_modified_korea_powergrid_zbr/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,29,9.73725662918035724e-04,1.36855940000000006e-02,2.29330779999999991e-02,5.81192138671875000e+03,5.65921700510807568e+00,9.73725662917666011e-04,2.55222645707701146e+00,1.37210818938910961e-02,7.15419483415634383e-02
/workspace/exp/20260413/iterative/pf_dumps/case10000_goc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,207,3.89043586959319414e-04,2.04088159999999998e-02,3.50786920999999974e-01,1.90338001251220703e+01,7.40497786344414266e-03,3.89043586397156847e-04,1.15171467525698024e+01,3.30778341585746816e-03,2.36265217832620777e-02
/workspace/exp/20260413/iterative/pf_dumps/case10192_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,64,8.67368804906249054e-04,2.39659569999999995e-02,1.26612000000000002e-01,3.23927421569824219e+01,2.80964540590280115e-02,8.67368805112773630e-04,2.88537211263687565e+00,2.97042815484527267e-03,1.11584718582893316e-02
/workspace/exp/20260413/iterative/pf_dumps/case10480_goc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,133,9.49537685384863311e-04,2.71055980000000016e-02,2.79622087999999991e-01,1.32489995956420898e+01,1.25804245740906567e-02,9.49537697791813452e-04,7.58178486078520653e+00,1.40058481441709404e-02,1.44063361066315565e-03
/workspace/exp/20260413/iterative/pf_dumps/case118_ieee/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,10,8.79450584893601479e-04,1.68789999999999988e-04,8.55099999999999995e-05,3.52999997138977051e+00,3.10446053954911184e-03,8.79450584903794606e-04,9.38298091110955079e-01,1.24530296248259731e-05,3.28640704371219172e-04
/workspace/exp/20260413/iterative/pf_dumps/case1354_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,50,8.61954803878250378e-04,2.93525099999999983e-03,9.93408399999999928e-03,2.66666507720947266e+01,2.29854477363886645e-02,8.61954803879673936e-04,7.84574944276101194e-01,1.86877775377070066e-04,2.35344801285329586e-03
/workspace/exp/20260413/iterative/pf_dumps/case13659_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu1,false,1000,1.25917667426794289e+00,4.16871629999999993e-02,2.24387883099999996e+00,2.83570003509521484e+01,3.57064733897000224e+01,1.25917667411183354e+00,3.02775362370144421e+02,1.42249667598455343e+00,7.43658992730569253e+01
/workspace/exp/20260413/iterative/pf_dumps/case14_ieee/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,3,8.75958991334980282e-04,2.82600000000000005e-05,5.75999999999999991e-06,9.41999971866607666e-01,8.25153345193785359e-04,8.75958991334907966e-04,3.05994069346446462e-01,3.22164737553976011e-07,9.71677170801925338e-05
/workspace/exp/20260413/iterative/pf_dumps/case162_ieee_dtc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,10,2.39749417915580761e-04,5.70230000000000021e-04,2.12140000000000012e-04,8.65600013732910156e+00,2.07527099440762974e-03,2.39749417916249714e-04,1.21042552282844285e+00,1.70188371680035644e-04,4.80362739205597578e-04
/workspace/exp/20260413/iterative/pf_dumps/case179_goc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,20,9.19375677247144378e-04,3.45030000000000022e-04,2.95559999999999996e-04,1.03003051757812500e+02,9.46985004662828089e-02,9.19375677226963147e-04,2.27310325578379917e+01,2.88213349650701112e-03,7.54290494039295822e-02
/workspace/exp/20260413/iterative/pf_dumps/case1803_snem/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,272,2.32213359205901292e-04,4.11018100000000008e-03,7.84475850000000002e-02,1.93621124267578125e+02,4.49614116311209955e-02,2.32213358956566017e-04,2.32575862015584622e+00,1.11922047837254013e-03,4.72019211656267146e-02
/workspace/exp/20260413/iterative/pf_dumps/case1888_rte/cuda_mixed_edge/iter_000,bicgstab_ilu1,false,1000,1.42342756142963434e-01,4.63156100000000018e-03,3.05954995000000007e-01,5.83509643554687500e+02,8.30583708995672083e+01,1.42342756142954552e-01,9.71835018961289210e-01,3.63194272018212416e-02,1.55716585058230095e+01
/workspace/exp/20260413/iterative/pf_dumps/case19402_goc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,124,3.67417219468279958e-04,5.41255470000000030e-02,4.91962691999999979e-01,3.29889984130859375e+01,1.21207259817890708e-02,3.67417216794950409e-04,1.06487705537649813e+01,1.80238522926943368e-01,3.45938730148631635e-03
/workspace/exp/20260413/iterative/pf_dumps/case1951_rte/cuda_mixed_edge/iter_000,bicgstab_ilu1,false,1000,5.16852790822572516e-01,4.67810099999999961e-03,3.08480735000000006e-01,5.83509643554687500e+02,3.01588587743115909e+02,5.16852790822557417e-01,4.71625694577390675e+00,2.79502394394192666e-01,5.40132661069296489e+01
/workspace/exp/20260413/iterative/pf_dumps/case197_snem/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,13,5.26418684407787131e-04,4.02239999999999998e-04,2.06800000000000012e-04,4.87400293350219727e+00,2.56576621205395483e-03,5.26418684407793853e-04,2.00395366696699884e-01,1.98573825688219685e-06,9.88764495293739665e-04
/workspace/exp/20260413/iterative/pf_dumps/case2000_goc/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,39,3.42424448912069437e-04,4.77740099999999970e-03,1.43703949999999993e-02,2.21187171936035156e+01,7.57398954570087657e-03,3.42424448913845197e-04,2.12664785498264308e+00,5.57446704741337840e-04,3.47926596294190205e-03
/workspace/exp/20260413/iterative/pf_dumps/case200_activ/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,19,6.46939465145118732e-04,3.83680000000000013e-04,3.16009999999999978e-04,2.90159988403320312e+00,1.87715947704480968e-03,6.46939465146232208e-04,3.69188177976438714e-01,1.06773208047306056e-05,6.01905282932961583e-04
/workspace/exp/20260413/iterative/pf_dumps/case20758_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu1,true,157,3.75846170089155318e-04,4.73803439999999979e-02,6.46055449000000004e-01,5.35505981445312500e+01,2.01267872136336665e-02,3.75846169996311725e-04,5.20845525621744532e+00,1.34234150665742291e-01,3.73283931576580130e-02
