analyze_sec,backend,buses,case_name,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,mg_device_indices,mg_enabled,pq,profile,profile_label,pv,repeat_idx,solve_sec,source_profile,success,variant
0.06107,cuda,10189,Base_MIOHIN_76GW,mixed,Base_MIOHIN_76GW,0.067612,1.452566067428e-09,cuda_mixed_edge,5,edge_based,0.05334083387463,end2end,,False,9998,cuda_edge,CUDA mixed edge,190,9,0.006541,cuda_mixed_edge,True,baseline
0.103607,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.113245,1.890399114754e-11,cuda_mixed_edge,6,edge_based,0.04032063151683,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,0,0.009638,cuda_mixed_edge,True,baseline
0.097103,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.10666,1.515041425648e-10,cuda_mixed_edge,6,edge_based,0.04032063151777,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,1,0.009557,cuda_mixed_edge,True,baseline
0.097446,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.105256,4.622357607786e-09,cuda_mixed_edge,5,edge_based,0.04032063156288,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,2,0.00781,cuda_mixed_edge,True,baseline
0.097248,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.106808,1.536539784297e-10,cuda_mixed_edge,6,edge_based,0.04032063151776,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,3,0.00956,cuda_mixed_edge,True,baseline
0.097358,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.106918,9.583288115554e-11,cuda_mixed_edge,6,edge_based,0.04032063151677,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,4,0.009559,cuda_mixed_edge,True,baseline
0.097183,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.106751,5.341371789314e-11,cuda_mixed_edge,6,edge_based,0.04032063151707,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,5,0.009568,cuda_mixed_edge,True,baseline
0.097454,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.10705,1.559428142173e-10,cuda_mixed_edge,6,edge_based,0.04032063151762,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,6,0.009595,cuda_mixed_edge,True,baseline
0.097452,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.10703,8.578318490546e-11,cuda_mixed_edge,6,edge_based,0.04032063151691,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,7,0.009578,cuda_mixed_edge,True,baseline
0.097518,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.105351,7.129286938579e-09,cuda_mixed_edge,5,edge_based,0.04032063151791,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,8,0.007833,cuda_mixed_edge,True,baseline
0.097468,cuda,20758,Base_West_Interconnect_121GW,mixed,Base_West_Interconnect_121GW,0.107014,4.780531526194e-11,cuda_mixed_edge,6,edge_based,0.04032063151726,end2end,,False,19991,cuda_edge,CUDA mixed edge,766,9,0.009545,cuda_mixed_edge,True,baseline
0.116689,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.125169,2.503906317978e-09,cuda_mixed_edge,5,edge_based,0.05938100425375,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,0,0.00848,cuda_mixed_edge,True,baseline
0.109758,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118418,3.46845716509e-09,cuda_mixed_edge,5,edge_based,0.05938100425262,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,1,0.00866,cuda_mixed_edge,True,baseline
0.110165,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118833,2.08574418432e-09,cuda_mixed_edge,5,edge_based,0.05938100424514,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,2,0.008668,cuda_mixed_edge,True,baseline
0.110678,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.119335,3.188350398585e-09,cuda_mixed_edge,5,edge_based,0.05938100424599,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,3,0.008656,cuda_mixed_edge,True,baseline
0.109894,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118605,3.488906545149e-09,cuda_mixed_edge,5,edge_based,0.05938100424296,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,4,0.008711,cuda_mixed_edge,True,baseline
0.109757,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118364,1.537203132012e-09,cuda_mixed_edge,5,edge_based,0.05938100424669,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,5,0.008607,cuda_mixed_edge,True,baseline
0.110046,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118691,3.27785534637e-09,cuda_mixed_edge,5,edge_based,0.05938100424843,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,6,0.008645,cuda_mixed_edge,True,baseline
0.110361,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118988,2.480927134031e-09,cuda_mixed_edge,5,edge_based,0.05938100424336,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,7,0.008627,cuda_mixed_edge,True,baseline
0.109923,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118574,2.416347097189e-09,cuda_mixed_edge,5,edge_based,0.05938100423806,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,8,0.008651,cuda_mixed_edge,True,baseline
0.109869,cuda,25000,case_ACTIVSg25k,mixed,case_ACTIVSg25k,0.118661,2.083151939397e-09,cuda_mixed_edge,5,edge_based,0.05938100424896,end2end,,False,22247,cuda_edge,CUDA mixed edge,2752,9,0.008792,cuda_mixed_edge,True,baseline
0.310136,cuda,70000,case_ACTIVSg70k,mixed,case_ACTIVSg70k,0.343905,2.833133215082e-11,cuda_mixed_edge,8,edge_based,0.08741618894501,end2end,,False,64105,cuda_edge,CUDA mixed edge,5894,0,0.033768,cuda_mixed_edge,True,baseline
