analyze_sec,backend,buses,case_name,case_stem,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,newtonpf.init_index.avg_sec,newtonpf.init_index.count,newtonpf.init_index.total_sec,newtonpf.jacobian.avg_sec,newtonpf.jacobian.count,newtonpf.jacobian.total_sec,newtonpf.mismatch.avg_sec,newtonpf.mismatch.count,newtonpf.mismatch.total_sec,newtonpf.solve.avg_sec,newtonpf.solve.count,newtonpf.solve.total_sec,newtonpf.update_voltage.avg_sec,newtonpf.update_voltage.count,newtonpf.update_voltage.total_sec,pq,profile,pv,repeat_idx,runpf.build_Sbus.avg_sec,runpf.build_Sbus.count,runpf.build_Sbus.total_sec,runpf.build_Ybus.avg_sec,runpf.build_Ybus.count,runpf.build_Ybus.total_sec,runpf.bus_indexing.avg_sec,runpf.bus_indexing.count,runpf.bus_indexing.total_sec,runpf.load_case_data.avg_sec,runpf.load_case_data.count,runpf.load_case_data.total_sec,runpf.newtonpf.avg_sec,runpf.newtonpf.count,runpf.newtonpf.total_sec,solve_sec,source_profile,success
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015286827459931374,5.963778581004823e-12,pypower,2,pypower,,operators,1.1831521987915039e-05,1,1.1831521987915039e-05,0.003043173812329769,2,0.006086347624659538,4.947930574417114e-05,3,0.00014843791723251343,0.0028296951204538345,2,0.005659390240907669,6.17150217294693e-05,2,0.0001234300434589386,,pypower,,4,0.0001325998455286026,1,0.0001325998455286026,0.0018439330160617828,1,0.0018439330160617828,0.0015824232250452042,1,0.0015824232250452042,0.004492880776524544,1,0.004492880776524544,0.012090133503079414,1,0.012090133503079414,0.012090133503079414,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015397898852825165,5.963778581004823e-12,pypower,2,pypower,,operators,1.2079253792762756e-05,1,1.2079253792762756e-05,0.0030814018100500107,2,0.006162803620100021,5.190695325533549e-05,3,0.00015572085976600647,0.002835899591445923,2,0.005671799182891846,6.160605698823929e-05,2,0.00012321211397647858,,pypower,,5,0.00013239122927188873,1,0.00013239122927188873,0.0018649641424417496,1,0.0018649641424417496,0.0015830453485250473,1,0.0015830453485250473,0.004460236057639122,1,0.004460236057639122,0.012186873704195023,1,0.012186873704195023,0.012186873704195023,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015325400978326797,5.963778581004823e-12,pypower,2,pypower,,operators,1.1499971151351929e-05,1,1.1499971151351929e-05,0.0030468814074993134,2,0.006093762814998627,5.03671665986379e-05,3,0.0001511014997959137,0.0028357943519949913,2,0.005671588703989983,6.157997995615005e-05,2,0.0001231599599123001,,pypower,,6,0.00013026036322116852,1,0.00013026036322116852,0.0018678568303585052,1,0.0018678568303585052,0.001554492861032486,1,0.001554492861032486,0.004465207457542419,1,0.004465207457542419,0.01211228221654892,1,0.01211228221654892,0.01211228221654892,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015385279431939125,5.963778581004823e-12,pypower,2,pypower,,operators,1.2079253792762756e-05,1,1.2079253792762756e-05,0.003036101348698139,2,0.006072202697396278,5.0102670987447105e-05,3,0.0001503080129623413,0.0028545763343572617,2,0.005709152668714523,6.168987601995468e-05,2,0.00012337975203990936,,pypower,,7,0.00013357959687709808,1,0.00013357959687709808,0.0018765311688184738,1,0.0018765311688184738,0.0015735235065221786,1,0.0015735235065221786,0.0044841468334198,1,0.0044841468334198,0.012129275128245354,1,0.012129275128245354,0.012129275128245354,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015382368117570877,5.963778581004823e-12,pypower,2,pypower,,operators,1.2049451470375061e-05,1,1.2049451470375061e-05,0.0030801715329289436,2,0.006160343065857887,4.968357582887014e-05,3,0.0001490507274866104,0.002828591503202915,2,0.00565718300640583,6.135459989309311e-05,2,0.00012270919978618622,,pypower,,8,0.00013278983533382416,1,0.00013278983533382416,0.0018606036901474,1,0.0018606036901474,0.0015781614929437637,1,0.0015781614929437637,0.004454357549548149,1,0.004454357549548149,0.012162862345576286,1,0.012162862345576286,0.012162862345576286,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015369819477200508,5.963778581004823e-12,pypower,2,pypower,,operators,1.2019649147987366e-05,1,1.2019649147987366e-05,0.0030702492222189903,2,0.006140498444437981,4.962459206581116e-05,3,0.00014887377619743347,0.0028387578204274178,2,0.0056775156408548355,6.155017763376236e-05,2,0.00012310035526752472,,pypower,,9,0.00013224780559539795,1,0.00013224780559539795,0.001860661432147026,1,0.001860661432147026,0.001576703041791916,1,0.001576703041791916,0.004493230953812599,1,0.004493230953812599,0.012163093313574791,1,0.012163093313574791,0.012163093313574791,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03906314633786678,1.0249396060157314e-09,pypower,3,pypower,,operators,1.2287870049476624e-05,1,1.2287870049476624e-05,0.004323915267984073,3,0.012971745803952217,6.655743345618248e-05,4,0.0002662297338247299,0.006903049846490224,3,0.020709149539470673,0.00010354009767373402,3,0.0003106202930212021,,pypower,,0,0.0001579001545906067,1,0.0001579001545906067,0.0030387453734874725,1,0.0030387453734874725,0.0027600638568401337,1,0.0027600638568401337,0.0088291484862566,1,0.0088291484862566,0.03436192311346531,1,0.03436192311346531,0.03436192311346531,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03913292661309242,1.0249396060157314e-09,pypower,3,pypower,,operators,1.2699514627456665e-05,1,1.2699514627456665e-05,0.004333425313234329,3,0.013000275939702988,6.673531606793404e-05,4,0.00026694126427173615,0.006899131461977959,3,0.020697394385933876,0.00010380086799462636,3,0.0003114026039838791,,pypower,,1,0.00015613995492458344,1,0.00015613995492458344,0.0030374042689800262,1,0.0030374042689800262,0.0027828961610794067,1,0.0027828961610794067,0.008853066712617874,1,0.008853066712617874,0.034379176795482635,1,0.034379176795482635,0.034379176795482635,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03927561640739441,1.0249396060157314e-09,pypower,3,pypower,,operators,1.2239441275596619e-05,1,1.2239441275596619e-05,0.004315214852492015,3,0.012945644557476044,6.630038842558861e-05,4,0.00026520155370235443,0.0069884732365608215,3,0.020965419709682465,0.00010448570052782695,3,0.00031345710158348083,,pypower,,2,0.000155620276927948,1,0.000155620276927948,0.003026943653821945,1,0.003026943653821945,0.002742484211921692,1,0.002742484211921692,0.008753295987844467,1,0.008753295987844467,0.03459283523261547,1,0.03459283523261547,0.03459283523261547,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03899430297315121,1.0249396060157314e-09,pypower,3,pypower,,operators,1.2880191206932068e-05,1,1.2880191206932068e-05,0.004330488542715709,3,0.012991465628147125,6.685592234134674e-05,4,0.00026742368936538696,0.0068532247096300125,3,0.020559674128890038,0.00010437332093715668,3,0.00031311996281147003,,pypower,,3,0.00015889108180999756,1,0.00015889108180999756,0.003072226420044899,1,0.003072226420044899,0.0027600154280662537,1,0.0027600154280662537,0.008752267807722092,1,0.008752267807722092,0.034235505387187004,1,0.034235505387187004,0.034235505387187004,pypower,True
