analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
,,,,,python,Base_Eastern_Interconnect_515GW,fp64,2.6615091990679502,2.6364968977868557,2.639330841600895,2.6167454216629267,0.014397860967341742,2.3086969894099333e-11,pypower,5.0,pypower,operators,pypower,10,2.545191863551736,2.5221862737089396,2.525623901747167,2.5042713098227978,0.01352893049422001,pypower,True
,,,,,python,Base_Florida_42GW,fp64,0.13295125402510166,0.1298365468159318,0.12948314100503922,0.12898474745452404,0.0011345965026823936,6.1888867518609694e-12,pypower,4.0,pypower,operators,pypower,10,0.12270921468734741,0.12021376304328442,0.11994985863566399,0.11946940049529076,0.0009123311092626661,pypower,True
,,,,,python,Base_MIOHIN_76GW,fp64,0.2767696641385555,0.27433576099574564,0.27434791903942823,0.27236341685056686,0.0011158684179018007,8.19602406479378e-12,pypower,4.0,pypower,operators,pypower,10,0.2595358118414879,0.2578373193740845,0.25791812781244516,0.256161255761981,0.0008820476361037149,pypower,True
,,,,,python,Base_Texas_66GW,fp64,0.1784905381500721,0.17227879986166955,0.17154851090162992,0.17049267143011093,0.00228340754638174,6.520117779018619e-12,pypower,4.0,pypower,operators,pypower,10,0.1657389234751463,0.16035009492188693,0.15961785707622766,0.15877194330096245,0.002002449536265274,pypower,True
,,,,,python,Base_West_Interconnect_121GW,fp64,0.5059967935085297,0.4914340617135167,0.49338905699551105,0.48279789462685585,0.007684704173071887,2.743505510932902e-11,pypower,4.0,pypower,operators,pypower,10,0.47435823269188404,0.46105318795889616,0.4634582754224539,0.4522593207657337,0.007283582993428109,pypower,True
,,,,,python,MemphisCase2026_Mar7,fp64,0.015397898852825165,0.015353057160973549,0.015351925045251846,0.015286827459931374,3.2938752930340114e-05,5.963778581004823e-12,pypower,2.0,pypower,operators,pypower,10,0.012186873704195023,0.012135053053498268,0.012128504924476147,0.012090133503079414,2.917485226684737e-05,pypower,True
,,,,,python,Texas7k_20220923,fp64,0.11731120385229588,0.11686597876250744,0.116826381534338,0.11637166328728199,0.0003010025588585967,1.939473867107186e-12,pypower,3.0,pypower,operators,pypower,10,0.10748684592545033,0.10708697717636824,0.10706360917538404,0.10661769285798073,0.00027145932599220837,pypower,True
,,,,,python,case_ACTIVSg200,fp64,0.00821283645927906,0.007976053468883037,0.007970601320266724,0.007808195427060127,0.00012008289369193513,2.52435225500669e-13,pypower,2.0,pypower,operators,pypower,10,0.00591370090842247,0.0056976135820150375,0.005679100751876831,0.005560180172324181,9.943180940562522e-05,pypower,True
,,,,,python,case_ACTIVSg2000,fp64,0.03961138427257538,0.039189774356782434,0.039118580520153046,0.03899430297315121,0.00019334566003838434,1.0249396060157314e-09,pypower,3.0,pypower,operators,pypower,10,0.034824615344405174,0.03445662911981344,0.034376186318695545,0.034235505387187004,0.00018059072527036875,pypower,True
,,,,,python,case_ACTIVSg25k,fp64,0.49101507663726807,0.4832079304382205,0.48230823688209057,0.4807485118508339,0.0030654389805814374,1.2096149457506435e-10,pypower,4.0,pypower,operators,pypower,10,0.4596811756491661,0.45176067519932983,0.4507406009361148,0.4494477417320013,0.0031222696266369793,pypower,True
,,,,,python,case_ACTIVSg500,fp64,0.014195898547768593,0.014063579961657524,0.014021752402186394,0.013973245397210121,8.745735754581103e-05,3.471928421412708e-11,pypower,3.0,pypower,operators,pypower,10,0.01159980334341526,0.01149376668035984,0.011456727050244808,0.011417731642723083,7.027415356880824e-05,pypower,True
,,,,,python,case_ACTIVSg70k,fp64,2.352228332310915,2.32937056068331,2.3307855632156134,2.3059888053685427,0.01250925128006489,3.0059840913141205e-11,pypower,6.0,pypower,operators,pypower,10,2.269158072769642,2.24826849643141,2.249961539171636,2.2272844426333904,0.011824610766893236,pypower,True
