analyze_sec,backend,buses,case_name,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
0.010416,cuda,30,case30_ieee,mixed,case30_ieee,0.011086,2.305440489646e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,0,0.000669,cuda_mixed_edge,True
0.010259,cuda,30,case30_ieee,mixed,case30_ieee,0.010929,1.860923102341e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,1,0.000669,cuda_mixed_edge,True
0.010245,cuda,30,case30_ieee,mixed,case30_ieee,0.010939,2.329280552552e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,2,0.000694,cuda_mixed_edge,True
0.010211,cuda,30,case30_ieee,mixed,case30_ieee,0.010897,2.53326813439e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,3,0.000685,cuda_mixed_edge,True
0.010228,cuda,30,case30_ieee,mixed,case30_ieee,0.010912,2.011654731682e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,4,0.000683,cuda_mixed_edge,True
0.010293,cuda,30,case30_ieee,mixed,case30_ieee,0.010979,2.045215982529e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,5,0.000686,cuda_mixed_edge,True
0.010232,cuda,30,case30_ieee,mixed,case30_ieee,0.010911,2.330856106253e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,6,0.000678,cuda_mixed_edge,True
0.010221,cuda,30,case30_ieee,mixed,case30_ieee,0.010907,2.592118365579e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,7,0.000685,cuda_mixed_edge,True
0.010238,cuda,30,case30_ieee,mixed,case30_ieee,0.010921,2.27022921156e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,8,0.000683,cuda_mixed_edge,True
0.010231,cuda,30,case30_ieee,mixed,case30_ieee,0.010915,1.37629378242e-13,cuda_edge,5,edge_based,0.341154734562,end2end,24,cuda_edge,5,9,0.000684,cuda_mixed_edge,True
0.010872,cuda,118,case118_ieee,mixed,case118_ieee,0.011664,6.488123245114e-11,cuda_edge,5,edge_based,1.002563617484,end2end,64,cuda_edge,53,0,0.000791,cuda_mixed_edge,True
0.010716,cuda,118,case118_ieee,mixed,case118_ieee,0.011499,6.993478246472e-11,cuda_edge,5,edge_based,1.002563617485,end2end,64,cuda_edge,53,1,0.000782,cuda_mixed_edge,True
0.010686,cuda,118,case118_ieee,mixed,case118_ieee,0.011483,7.436346750347e-11,cuda_edge,5,edge_based,1.002563617485,end2end,64,cuda_edge,53,2,0.000797,cuda_mixed_edge,True
0.010642,cuda,118,case118_ieee,mixed,case118_ieee,0.011428,6.78490651118e-11,cuda_edge,5,edge_based,1.002563617484,end2end,64,cuda_edge,53,3,0.000786,cuda_mixed_edge,True
0.01063,cuda,118,case118_ieee,mixed,case118_ieee,0.011425,7.538791813033e-11,cuda_edge,5,edge_based,1.002563617495,end2end,64,cuda_edge,53,4,0.000795,cuda_mixed_edge,True
0.010618,cuda,118,case118_ieee,mixed,case118_ieee,0.011402,5.897427017092e-11,cuda_edge,5,edge_based,1.002563617485,end2end,64,cuda_edge,53,5,0.000784,cuda_mixed_edge,True
0.010613,cuda,118,case118_ieee,mixed,case118_ieee,0.011413,6.730059980205e-11,cuda_edge,5,edge_based,1.002563617509,end2end,64,cuda_edge,53,6,0.000799,cuda_mixed_edge,True
0.010629,cuda,118,case118_ieee,mixed,case118_ieee,0.011429,6.355135288146e-11,cuda_edge,5,edge_based,1.002563617486,end2end,64,cuda_edge,53,7,0.0008,cuda_mixed_edge,True
0.010641,cuda,118,case118_ieee,mixed,case118_ieee,0.011434,6.887331768797e-11,cuda_edge,5,edge_based,1.002563617495,end2end,64,cuda_edge,53,8,0.000792,cuda_mixed_edge,True
0.010614,cuda,118,case118_ieee,mixed,case118_ieee,0.011408,6.522282979754e-11,cuda_edge,5,edge_based,1.002563617488,end2end,64,cuda_edge,53,9,0.000793,cuda_mixed_edge,True
0.013872,cuda,793,case793_goc,mixed,case793_goc,0.015075,8.720519542593e-09,cuda_edge,5,edge_based,1.161718975811,end2end,704,cuda_edge,88,0,0.001203,cuda_mixed_edge,True
0.013947,cuda,793,case793_goc,mixed,case793_goc,0.0154,1.86408777567e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,1,0.001452,cuda_mixed_edge,True
0.013863,cuda,793,case793_goc,mixed,case793_goc,0.01533,1.87283522024e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,2,0.001466,cuda_mixed_edge,True
0.013329,cuda,793,case793_goc,mixed,case793_goc,0.014797,1.900479773553e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,3,0.001467,cuda_mixed_edge,True
0.014093,cuda,793,case793_goc,mixed,case793_goc,0.015551,2.078016314849e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,4,0.001458,cuda_mixed_edge,True
0.014089,cuda,793,case793_goc,mixed,case793_goc,0.015567,1.736588571631e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,5,0.001477,cuda_mixed_edge,True
0.013532,cuda,793,case793_goc,mixed,case793_goc,0.015002,2.228939255389e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,6,0.00147,cuda_mixed_edge,True
0.013725,cuda,793,case793_goc,mixed,case793_goc,0.015198,2.453847399685e-12,cuda_edge,6,edge_based,1.161718975814,end2end,704,cuda_edge,88,7,0.001473,cuda_mixed_edge,True
0.013316,cuda,793,case793_goc,mixed,case793_goc,0.014525,6.645512584669e-09,cuda_edge,5,edge_based,1.16171897547,end2end,704,cuda_edge,88,8,0.001209,cuda_mixed_edge,True
0.013961,cuda,793,case793_goc,mixed,case793_goc,0.01517,9.295400324461e-09,cuda_edge,5,edge_based,1.161718975655,end2end,704,cuda_edge,88,9,0.001209,cuda_mixed_edge,True
0.016277,cuda,1354,case1354_pegase,mixed,case1354_pegase,0.018304,8.290279040601e-12,cuda_edge,6,edge_based,0.9675246266078,end2end,1094,cuda_edge,259,0,0.002027,cuda_mixed_edge,True
0.015404,cuda,1354,case1354_pegase,mixed,case1354_pegase,0.017434,4.555356092339e-12,cuda_edge,6,edge_based,0.9675246266077,end2end,1094,cuda_edge,259,1,0.00203,cuda_mixed_edge,True
0.015732,cuda,1354,case1354_pegase,mixed,case1354_pegase,0.01776,5.234701561108e-12,cuda_edge,6,edge_based,0.9675246266077,end2end,1094,cuda_edge,259,2,0.002028,cuda_mixed_edge,True
0.015678,cuda,1354,case1354_pegase,mixed,case1354_pegase,0.017672,3.905918600442e-12,cuda_edge,6,edge_based,0.9675246266078,end2end,1094,cuda_edge,259,3,0.001993,cuda_mixed_edge,True
0.015488,cuda,1354,case1354_pegase,mixed,case1354_pegase,0.017474,6.292690675554e-12,cuda_edge,6,edge_based,0.9675246266077,end2end,1094,cuda_edge,259,4,0.001985,cuda_mixed_edge,True
