mt_label,run_name,analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
mt_2,cuda_edge_mt_mt_2,0.010511,0.010294000000000001,0.0102505,0.01024,8.77407798258278e-05,cuda,case30_ieee,mixed,0.011266,0.0110479,0.0110055,0.01099,8.752834461539363e-05,2.592118365579e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000764,0.0007535,0.0007509999999999999,0.000749,5.275730597114815e-06,cuda_mixed_edge,True
mt_2,cuda_edge_mt_mt_2,0.027298,0.0260441,0.025884499999999998,0.025699,0.0004735310502549494,cuda,case4601_goc,mixed,0.03156,0.030275299999999998,0.0300835,0.029891,0.0004919878160189647,5.925955282038e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004348,0.0042311,0.0042045,0.004185,5.5155235472255995e-05,cuda_mixed_edge,True
mt_2,cuda_edge_mt_mt_2,0.014553,0.0142278,0.014274499999999999,0.013765,0.0002190184162728485,cuda,case793_goc,mixed,0.016329,0.015904,0.0159035,0.015251,0.0002938257231005401,9.664837003635e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001776,0.0016758,0.0017504999999999999,0.001476,0.00013418544382060718,cuda_mixed_edge,True
mt_2,cuda_edge_mt_mt_2,0.042011,0.040004,0.0397675,0.039581,0.0007267721635958394,cuda,case8387_pegase,mixed,0.048125,0.046135300000000004,0.045964500000000005,0.045681,0.0007233075341021197,2.864460557639e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006259,0.0061308,0.006115,0.0061,4.7363370750917645e-05,cuda_mixed_edge,True
mt_2,cuda_edge_mt_mt_2,0.044296,0.042258,0.041981000000000004,0.04183,0.000749273129254095,cuda,case9241_pegase,mixed,0.051564,0.0495223,0.0492925,0.049051,0.0007475001374953425,2.55610435422e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007392,0.0072638,0.007242500000000001,0.007207,6.250119998848019e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.010925,0.010675,0.0106315,0.010583,0.00011081917202762756,cuda,case118_ieee,mixed,0.011696,0.0114644,0.011424,0.011375,0.00010508113267587298,8.029214343996e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000799,0.0007888999999999999,0.000791,0.00077,8.464960458003088e-06,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.015979,0.0154807,0.0155315,0.015088,0.00026365257020893553,cuda,case1354_pegase,mixed,0.017994,0.0174977,0.0175565,0.017097,0.00026968873004096905,8.309662106462e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002044,0.0020166,0.0020145,0.001993,1.6029140130815858e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.01889,0.0181012,0.0179835,0.017614,0.00039045039519907147,cuda,case2746wop_k,mixed,0.021114,0.0203486,0.020226,0.019898,0.00040289375495008344,1.211254291573e-09,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002383,0.0022473,0.0022325,0.002179,5.9979718794494794e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.010525,0.0103029,0.010277,0.010241,8.209540520367474e-05,cuda,case30_ieee,mixed,0.011218,0.0109952,0.010968499999999999,0.010932,8.267311802783567e-05,2.329280552552e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.0007,0.0006919,0.0006925,0.000681,4.6773686809762895e-06,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.02424,0.023337300000000002,0.0231945,0.022957,0.00043114680407799243,cuda,case4601_goc,mixed,0.028306,0.027422000000000002,0.02728,0.027043,0.0004249162008888084,4.579512929915e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004101,0.0040841,0.004083,0.004065,1.2653062870309242e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.014108,0.0135567,0.0135145,0.013308,0.00023157578553131274,cuda,case793_goc,mixed,0.015572,0.015012,0.0149735,0.014758,0.00023735299544021875,3.030617777029e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.001467,0.0014546000000000001,0.001458,0.001438,1.1167412910388485e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.037496,0.0360182,0.035855,0.035591,0.0005548735191214509,cuda,case8387_pegase,mixed,0.044475,0.0429445,0.0427785,0.042509,0.0005740447620951605,3.288770478171e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.006978,0.0069258,0.00692,0.006894,2.4261537919559418e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.038919,0.0375401,0.037356,0.037118,0.0005599183372996865,cuda,case9241_pegase,mixed,0.046126,0.0446938,0.044459,0.044227,0.0006067259677976536,4.821108387509e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.007304,0.0071532,0.007116,0.007092,7.822446335173331e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.010971,0.0106972,0.0106655,0.010608,0.00010463566419831349,cuda,case118_ieee,mixed,0.011818,0.0115606,0.0115285,0.011475,0.00010006464577128792,6.799119967881e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000874,0.000863,0.0008655,0.000847,7.483314773547887e-06,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.015917,0.0154854,0.015549,0.015003,0.00029249774927908974,cuda,case1354_pegase,mixed,0.018007,0.0176071,0.017647000000000003,0.017142,0.00028834256247271773,8.216332920365e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002205,0.0021214,0.002117,0.002087,3.320040160399671e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.020578,0.0197724,0.020090499999999997,0.018448,0.0007732337866964225,cuda,case2746wop_k,mixed,0.024171,0.0229407,0.0231105,0.021455,0.0007859004814012189,9.586533609942e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.003883,0.0031679,0.0030325,0.003003,0.00030876292595524555,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.010529,0.0102958,0.0102575,0.010231,8.840160883402766e-05,cuda,case30_ieee,mixed,0.011282,0.0110389,0.0110105,0.01097,9.18639694814506e-05,2.274048615524e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00076,0.0007427,0.000742,0.000732,9.730250653389053e-06,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.026518,0.0248397,0.025098500000000003,0.023116,0.0012153689014725807,cuda,case4601_goc,mixed,0.030772,0.0290747,0.029331999999999997,0.02733,0.0012277659974296589,3.260951508821e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004272,0.0042344,0.004233000000000001,0.004206,2.2843428425309292e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.013997,0.0137099,0.013648,0.013611,0.0001308259658222839,cuda,case793_goc,mixed,0.015767,0.0154656,0.015395,0.015361,0.00014001920503194478,3.076571549604e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.001773,0.0017551,0.001754,0.001742,1.1239315914334908e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.037005,0.0353695,0.035186999999999996,0.035028,0.00058861669285802,cuda,case8387_pegase,mixed,0.043233,0.0415078,0.0413555,0.041132,0.0006206399564607128,3.165452233667e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006234,0.0061375,0.006108,0.006093,5.374269976264478e-05,cuda_mixed_edge,True
mt_4,cuda_edge_mt_mt_4,0.039072,0.0374967,0.037308999999999995,0.03709,0.0005914890907231053,cuda,case9241_pegase,mixed,0.046761,0.0448216,0.0445735,0.044328,0.0007310672867648892,1.700545740682e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007689,0.0073244,0.007253,0.007221,0.00015190728166293482,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.010863,0.0106893,0.010669,0.010609,7.08285096396765e-05,cuda,case118_ieee,mixed,0.011656,0.0114827,0.0114655,0.011406,6.942790025150787e-05,7.923129281278e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.0008,0.0007927,0.0007925,0.000782,5.100108931298541e-06,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.015332,0.0150104,0.01499,0.014762,0.0001715395645972734,cuda,case1354_pegase,mixed,0.017373,0.0170453,0.01703,0.016793,0.0001734147565167908,8.007372542806e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002059,0.0020344,0.002039,0.001996,1.8827875315310784e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.01853,0.0180277,0.018118,0.017381,0.0003590419505047036,cuda,case2746wop_k,mixed,0.020728,0.0202717,0.0203465,0.019591,0.00036586823675562014,1.043898566353e-09,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002332,0.0022435,0.002234,0.002198,4.1984785604099755e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.010785,0.0103345,0.010283500000000001,0.010244,0.0001601965806265677,cuda,case30_ieee,mixed,0.011474,0.0110175,0.010964999999999999,0.010926,0.00016222566586908085,2.330856106253e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000688,0.0006826,0.0006825,0.000679,2.458545188611452e-06,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.024578,0.0234758,0.0233485,0.023202,0.00040543962422152154,cuda,case4601_goc,mixed,0.028715,0.0275843,0.0274605,0.027294,0.0004218319965736758,4.130251696211e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004203,0.004108,0.0040905,0.004077,3.922017621355402e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.013918,0.0133155,0.013229,0.01314,0.00023517617509716685,cuda,case793_goc,mixed,0.015386,0.0147235,0.014675500000000001,0.014434,0.0002751275461793434,9.496084446559e-09,cuda_edge,5.8,edge_based,end2end,cuda_edge,10,0.00148,0.0014079,0.0014535,0.001198,0.00010738658099491657,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.033909,0.0325783,0.032461500000000004,0.032219,0.00048825063008436383,cuda,case8387_pegase,mixed,0.03986,0.0385488,0.038436,0.038149,0.0004960055555244421,3.246969693116e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.006146,0.0059701,0.005954,0.00591,6.582375457740674e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.036109,0.0350108,0.0348885,0.034635,0.0004253722030306067,cuda,case9241_pegase,mixed,0.043178,0.0420798,0.041944499999999996,0.041701,0.00042960002069108175,1.559555174238e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.00712,0.0070685999999999995,0.007069,0.007042,2.066236514374217e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.010963,0.0106658,0.0106365,0.010593,0.00010693591019339065,cuda,case118_ieee,mixed,0.011811,0.0115171,0.011488499999999999,0.011443,0.00010602248189259998,8.22648906238e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000859,0.0008508,0.00085,0.000844,5.202563470700442e-06,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.015252,0.015020200000000001,0.0150375,0.014562,0.00019046831174181645,cuda,case1354_pegase,mixed,0.017325,0.0171246,0.017138,0.016682,0.00018560184386057322,8.454181799067e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002136,0.0021041000000000002,0.0021070000000000004,0.002073,2.158420204171967e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.018273,0.0179169,0.0180575,0.01717,0.0003350981448272529,cuda,case2746wop_k,mixed,0.020604,0.0202408,0.0203745,0.019475,0.0003428973931400215,1.300276908686e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002341,0.0023233,0.0023305,0.002296,1.735927545851057e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.010525,0.0103011,0.010277,0.010262,7.951722385048958e-05,cuda,case30_ieee,mixed,0.011264,0.0110454,0.0110245,0.011004,7.767195976240931e-05,2.592118365579e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000749,0.000744,0.0007465,0.000734,5.270462766947317e-06,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.023975,0.0232013,0.023299,0.022013,0.0006919047863205834,cuda,case4601_goc,mixed,0.028201,0.0274102,0.027524,0.026241,0.0006838163821117804,6.335976188154e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004243,0.0042087,0.0042095,0.004184,1.9493873681521296e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.013865,0.013345,0.01328,0.013172,0.00020020212009089447,cuda,case793_goc,mixed,0.015405,0.0148481,0.014811000000000001,0.014573,0.00023645081706115742,9.576793490174e-09,cuda_edge,5.8,edge_based,operators,cuda_edge,10,0.001572,0.0015027,0.0015495,0.001285,0.00011267263297812042,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.033625,0.0326905,0.032644,0.032194,0.00037739347282820564,cuda,case8387_pegase,mixed,0.039727,0.0388019,0.038726,0.038283,0.0003936268537587343,3.183580510324e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006283,0.006111,0.006097,0.00607,6.13985160877508e-05,cuda_mixed_edge,True
mt_8,cuda_edge_mt_mt_8,0.036278,0.0349765,0.0348305,0.034636,0.00048271115126497215,cuda,case9241_pegase,mixed,0.043622,0.042312,0.042138499999999995,0.041875,0.0004980680453289269,1.55882339762e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007509,0.0073348,0.007297,0.007236,0.000108974818701896,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.011238,0.0108553,0.010807,0.010729,0.000169621834286352,cuda,case118_ieee,mixed,0.012071,0.0116979,0.0116425,0.011569,0.00016839665475695573,7.599726660437e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000854,0.000842,0.0008395,0.000833,7.557189365836424e-06,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.015257,0.0151146,0.015140500000000001,0.014847,0.00013812972968272323,cuda,case1354_pegase,mixed,0.017435,0.017279799999999998,0.0173055,0.017012,0.00013992362996371316,6.489475623539e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002183,0.0021646,0.0021669999999999997,0.002145,1.0564090116995393e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.018372,0.0179307,0.017887,0.017404,0.000321523819750056,cuda,case2746wop_k,mixed,0.020941,0.020474100000000002,0.02046,0.019985,0.0003151914585701138,9.12990480473e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002679,0.0025431,0.002496,0.002469,8.142542600441222e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.010862,0.0105104,0.0104475,0.010407,0.00014347527855193586,cuda,case30_ieee,mixed,0.011586,0.0112518,0.0111795,0.011118,0.00015688764557266252,2.406190051354e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.00093,0.0007408,0.0007215,0.000707,6.71231041528259e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.023078,0.0227604,0.022927,0.021861,0.0004207979721117172,cuda,case4601_goc,mixed,0.027695,0.0273679,0.027505500000000002,0.02662,0.00038837852383696153,4.715032808633e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004758,0.0046071,0.0045825,0.00457,5.777052304881214e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.013544,0.0131905,0.0131415,0.012996,0.00018398203414705713,cuda,case793_goc,mixed,0.01512,0.0147246,0.0146985,0.014537,0.0001586492987693297,9.303265963156e-09,cuda_edge,5.9,edge_based,end2end,cuda_edge,10,0.001575,0.0015337,0.001558,0.001295,8.473756873757683e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.039941,0.033604499999999995,0.033745,0.030728,0.0028747889294501055,cuda,case8387_pegase,mixed,0.049722,0.0415817,0.041535,0.037703,0.003928834603854487,3.499658229877e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.00978,0.0079766,0.007816,0.006932,0.0011203477833046111,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.035325,0.0340033,0.03352,0.033246,0.0008369144453818977,cuda,case9241_pegase,mixed,0.043713,0.0424395,0.041969,0.041647,0.0008259459559936243,5.590617691009e-10,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.008582,0.008435699999999999,0.008405,0.008387,6.31084604294682e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.0115,0.0107761,0.010694,0.010657,0.00025582087917568844,cuda,case118_ieee,mixed,0.012346,0.0116287,0.011553500000000001,0.011509,0.0002540271420318876,7.703590684395e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000875,0.000852,0.0008500000000000001,0.000842,1.0862780491200223e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.015108,0.0147893,0.014783999999999999,0.014484,0.00018066239232336073,cuda,case1354_pegase,mixed,0.017262,0.0169158,0.016888,0.016587,0.00021225131854059735,7.411868218917e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002283,0.0021264,0.0021130000000000003,0.00209,5.680805889621251e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.018061,0.0175788,0.017679,0.016925,0.0003610117880500739,cuda,case2746wop_k,mixed,0.020381,0.0199703,0.020095500000000002,0.01922,0.000375407645100629,8.694880371252e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002567,0.002391,0.0023680000000000003,0.002293,9.148406054244272e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.010689,0.0104264,0.010352,0.010293,0.00015529627598024798,cuda,case30_ieee,mixed,0.01144,0.0111971,0.011119500000000001,0.011038,0.0001517201004774546,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000941,0.0007703,0.0007505000000000001,0.000745,6.031776963162126e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.023021,0.0224053,0.022613,0.02147,0.0005206888706319731,cuda,case4601_goc,mixed,0.027235,0.0266602,0.026819000000000003,0.025702,0.0005174739499616277,4.088103189304e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.00443,0.0042544,0.004214,0.004203,8.792825358084716e-05,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.01361,0.013108700000000001,0.013059000000000001,0.01293,0.00019237350822466883,cuda,case793_goc,mixed,0.014909,0.0145685,0.0145705,0.014303,0.00017445550212653722,9.916454534851e-09,cuda_edge,5.6,edge_based,operators,cuda_edge,10,0.001582,0.0014591,0.0015585,0.001297,0.00013860611658781717,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.031948,0.0306228,0.0304835,0.030301,0.00048727605682565033,cuda,case8387_pegase,mixed,0.038076,0.0368043,0.0366045,0.036428,0.0005075054570040488,3.084354216476e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006375,0.0061809,0.0061235,0.006098,0.00010970308412559175,cuda_mixed_edge,True
mt_16,cuda_edge_mt_mt_16,0.034875,0.033063800000000004,0.032592499999999996,0.032417,0.0008598990638441237,cuda,case9241_pegase,mixed,0.04233,0.0403518,0.039902,0.039707,0.0008987507131816054,2.597857928777e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007455,0.0072876,0.007263,0.007212,7.741977927004321e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.029691,0.0129753,0.011163,0.010762,0.005878828266660703,cuda,case118_ieee,mixed,0.030692,0.0138456,0.011992,0.011547,0.005925184107781894,7.833925175227e-11,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.001,0.00087,0.0008860000000000001,0.000785,6.590397054300548e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.015044,0.0145599,0.0145005,0.014205,0.00025936694298061777,cuda,case1354_pegase,mixed,0.017053,0.016558,0.0164925,0.0163,0.000247627408283763,6.3924033416e-12,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.002094,0.0019976,0.001987,0.001963,3.632018110576479e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.089028,0.0243862,0.017166,0.016735,0.022716046207227367,cuda,case2746wop_k,mixed,0.091563,0.0267083,0.01951,0.019059,0.022791120668901838,7.20150161726e-10,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.002534,0.0023215,0.0023255000000000003,0.0022,9.852946541799335e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.01317,0.010779,0.010466,0.010422,0.0008548918060199195,cuda,case30_ieee,mixed,0.013904,0.0115021,0.0111945,0.011127,0.0008591473098369102,2.406190051354e-13,cuda_edge,5.0,edge_based,end2end,cuda_edge,10,0.000752,0.0007226,0.0007225,0.000702,1.640596097629015e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.119285,0.0318318,0.0220235,0.021556,0.030732537031621713,cuda,case4601_goc,mixed,0.124177,0.0364598,0.026621,0.026124,0.03082548299270156,4.154865340666e-10,cuda_edge,6.0,edge_based,end2end,cuda_edge,10,0.004892,0.0046274,0.004601,0.004568,9.420332619746842e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.016771,0.0135209,0.0131345,0.012998,0.0011546856667027999,cuda,case793_goc,mixed,0.018239,0.0149348,0.0145915,0.014302,0.001169783341763194,9.481296958419e-09,cuda_edge,5.8,edge_based,end2end,cuda_edge,10,0.001471,0.0014133,0.0014585000000000002,0.001214,0.00010286566212514479,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.031814,0.0305982,0.0304635,0.030058,0.0005223838095159966,cuda,case8387_pegase,mixed,0.037771,0.0365375,0.0363865,0.035985,0.0005301526509726547,2.9731904716e-09,cuda_edge,7.0,edge_based,end2end,cuda_edge,10,0.005969,0.0059387,0.005933,0.00592,1.567056689040547e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.091759,0.0383935,0.032463,0.032202,0.018751674308948755,cuda,case9241_pegase,mixed,0.098882,0.045505699999999996,0.039556,0.039277,0.01875591579001735,2.555079898527e-09,cuda_edge,8.0,edge_based,end2end,cuda_edge,10,0.007325,0.0071118,0.0070880000000000006,0.007071,7.635996624177117e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.011168,0.0107968,0.010749,0.010691,0.00013822992118608465,cuda,case118_ieee,mixed,0.012029,0.0116608,0.011612500000000001,0.01156,0.00013805296890042666,7.693538267326e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000875,0.0008635,0.0008615000000000001,0.000857,5.482294734466184e-06,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.016753,0.0149925,0.0148135,0.014478,0.0006493742714678836,cuda,case1354_pegase,mixed,0.018863,0.0171035,0.016903500000000002,0.01657,0.0006571064939904679,7.014529246526e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002289,0.0021106,0.0020924999999999997,0.002079,6.317559303683304e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.027971,0.0183125,0.017328999999999997,0.016833,0.00340780321060683,cuda,case2746wop_k,mixed,0.030409,0.0207504,0.0197535,0.019135,0.0034104849508537634,1.12341450357e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002654,0.0024375,0.0024415,0.002302,0.00011121275906018063,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.015763,0.011038899999999999,0.010404,0.010308,0.0016824632371747216,cuda,case30_ieee,mixed,0.016525,0.0117841,0.011154,0.011058,0.0016881567495677387,2.296878042598e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000762,0.0007447,0.0007475,0.000729,1.010005500535076e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.02311,0.022297,0.0223625,0.021475,0.0005742649407914626,cuda,case4601_goc,mixed,0.027334,0.026519400000000002,0.026594,0.025708,0.000569986393599785,4.751780416919e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004236,0.0042217,0.0042225000000000006,0.004205,1.0078028907810579e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.057808,0.017677,0.0131225,0.01291,0.014103229244081339,cuda,case793_goc,mixed,0.059401,0.019255500000000002,0.0146995,0.014486,0.014108346011020097,2.768489423718e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.001593,0.001578,0.001581,0.001552,1.2498888839501802e-05,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.033092,0.0306697,0.0302745,0.030067,0.0009672723447348692,cuda,case8387_pegase,mixed,0.039157,0.0368287,0.036499000000000004,0.03616,0.0009363692351014334,3.180597674124e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006395,0.0061584,0.0060964999999999995,0.006065,0.00011648671836546668,cuda_mixed_edge,True
mt_32,cuda_edge_mt_mt_32,0.063561,0.0358322,0.0325225,0.032319,0.009763428414240565,cuda,case9241_pegase,mixed,0.071034,0.0431149,0.039845000000000005,0.039533,0.009831071055586975,1.989704145368e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007473,0.0072823,0.0072235,0.007214,0.00010310948873244724,cuda_mixed_edge,True
