nd_label,run_name,source_exp,analyze_sec_max,analyze_sec_mean,analyze_sec_median,analyze_sec_min,analyze_sec_stdev,backend,case_name,compute,elapsed_sec_max,elapsed_sec_mean,elapsed_sec_median,elapsed_sec_min,elapsed_sec_stdev,final_mismatch_max,implementation,iterations_mean,jacobian,measurement_mode,profile,runs,solve_sec_max,solve_sec_mean,solve_sec_median,solve_sec_min,solve_sec_stdev,source_profile,success_all
nd_7,cuda_edge_nd_nd_7,20260413,0.010729,0.0106285,0.010613000000000001,0.010598,4.15832498329156e-05,cuda,case118_ieee,mixed,0.011589,0.0114906,0.011479,0.011458,4.036830439837689e-05,7.391427756419e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000871,0.0008616,0.00086,0.000858,3.806427312965397e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.010797,0.010656800000000001,0.010636,0.010612,5.521030499623923e-05,cuda,case118_ieee,mixed,0.011645,0.011518,0.011497,0.011474,5.065350706296451e-05,8.25019224994e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000868,0.0008608,0.0008615000000000001,0.000848,5.181162460726782e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.010837,0.010669399999999999,0.010653,0.010631,6.044685452711501e-05,cuda,case118_ieee,mixed,0.011697,0.0115268,0.011512000000000001,0.011489,6.15210894282967e-05,7.862315337458e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00086,0.0008569,0.000857,0.000853,2.46981780704567e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.01125,0.010934300000000001,0.0108785,0.010817,0.00014988443696543153,cuda,case118_ieee,mixed,0.012214,0.011899,0.0118435,0.011781,0.00014837265396441625,7.277715405288e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000973,0.0009644,0.0009635,0.00096,3.864367132317184e-06,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.010951,0.0108135,0.0107575,0.010743,8.57946514779461e-05,cuda,case118_ieee,mixed,0.011816,0.0116709,0.011617,0.011592,8.619287157944707e-05,7.723347219492e-11,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000869,0.0008569,0.0008585,0.000845,6.756889488185768e-06,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.01731,0.0168414,0.016779000000000002,0.016692,0.0001945314598950227,cuda,case1354_pegase,mixed,0.019411,0.0189556,0.018881,0.018811,0.0001912108783516255,9.226380002767e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002133,0.0021135,0.0021155,0.002097,1.1692827811193609e-05,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.014888,0.0143599,0.014307,0.014263,0.00018806644806793405,cuda,case1354_pegase,mixed,0.016967,0.0164298,0.0163785,0.016333,0.00019114090207081357,6.200817637136e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002079,0.0020691999999999998,0.002069,0.002061,5.692099788303134e-06,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.015089,0.0145853,0.014526,0.014496,0.00017892087015711103,cuda,case1354_pegase,mixed,0.017102,0.016602099999999998,0.016545499999999998,0.016515,0.00017802961676205564,6.601608149026e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002034,0.0020163,0.0020195,0.001999,1.0414199707877448e-05,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.015394,0.0150338,0.014939500000000001,0.014899,0.00018579307486197278,cuda,case1354_pegase,mixed,0.017448,0.0170914,0.0169965,0.016951,0.00018639814019100822,6.046436643034e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002066,0.002057,0.0020575,0.00205,5.4160256030906555e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.015968,0.0154647,0.0153765,0.015348,0.00020588942555545576,cuda,case1354_pegase,mixed,0.018016,0.0175102,0.017419999999999998,0.017386,0.00020643955262712857,8.267608819779e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002061,0.002045,0.0020445000000000003,0.002033,9.545214042184265e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.016509,0.0160466,0.015982,0.015894,0.00019159633492203207,cuda,case1354_pegase,mixed,0.018564,0.018088800000000002,0.018023499999999998,0.017933,0.00019647041055136585,8.964832188336e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002056,0.0020417,0.002039,0.002028,8.957306142659972e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.017489,0.0169954,0.01691,0.016858,0.0002029932675402482,cuda,case1354_pegase,mixed,0.019862,0.0193498,0.01928,0.019194,0.0002136626624689804,1.046940312222e-11,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002378,0.0023538,0.0023629999999999996,0.002324,2.1269696753832624e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.017607,0.0171674,0.017085,0.017025,0.00018956511634088538,cuda,case1354_pegase,mixed,0.019606,0.0191272,0.019041,0.018978,0.0001984863835240203,9.557544895212e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.002,0.0019595,0.001951,0.001936,2.2867978582385582e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.023297,0.0223755,0.022239000000000002,0.022189,0.00034071664669242836,cuda,case2746wop_k,mixed,0.025654,0.024705500000000002,0.0245645,0.024523,0.0003501029213753512,1.021648087946e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002356,0.0023294,0.0023285,0.002315,1.1077504733066561e-05,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.020464,0.0196232,0.01949,0.01943,0.00031401620623429247,cuda,case2746wop_k,mixed,0.023457,0.022614,0.0224885,0.022426,0.0003142118888761386,1.474091271907e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.003007,0.0029902,0.0029905,0.002971,1.0921945288678614e-05,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.01991,0.0191119,0.0189835,0.018942,0.00029724454952483514,cuda,case2746wop_k,mixed,0.022332,0.021512,0.021384,0.021338,0.0003038559600278472,1.069316621349e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002422,0.0023994999999999997,0.002397,0.002385,1.0885770528538637e-05,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.020298,0.0195242,0.019414,0.019364,0.0002849845219968585,cuda,case2746wop_k,mixed,0.022738,0.0219406,0.0218255,0.021775,0.00029355605181218095,1.036932788948e-09,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00244,0.0024159999999999997,0.002413,0.002401,1.0862780491200199e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.021706,0.0206707,0.0205235,0.020491,0.00037625288481729066,cuda,case2746wop_k,mixed,0.02411,0.0230421,0.022897,0.022862,0.00038706859857136415,9.351242751843e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002404,0.0023709,0.0023685,0.002358,1.3576532039597654e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.022478,0.0214834,0.0213395,0.021294,0.0003637945696253439,cuda,case2746wop_k,mixed,0.024866,0.0238487,0.023696000000000002,0.023658,0.0003723958616550105,6.194433421896e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002388,0.0023648000000000002,0.0023635,0.002354,1.077857958071362e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.023526,0.0227192,0.0226265,0.022524,0.00030159384019645403,cuda,case2746wop_k,mixed,0.026177,0.025383299999999998,0.0252985,0.025181,0.00029786464114500813,6.537715551362e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002674,0.0026637,0.0026635,0.00265,7.4393846818432815e-06,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.02545,0.0245114,0.0244055,0.02426,0.0003468516173300113,cuda,case2746wop_k,mixed,0.028185,0.027208200000000002,0.0271135,0.026929,0.0003600669073627539,8.357748793667e-10,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.002735,0.0026966,0.002698,0.002658,2.2267065864685032e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.010463,0.0102703,0.010241,0.010224,7.372328141246967e-05,cuda,case30_ieee,mixed,0.011225,0.0110295,0.010999,0.010981,7.442557804052788e-05,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.00077,0.0007586,0.000756,0.000755,4.812021982031594e-06,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.010499,0.0102485,0.010196,0.010173,0.00011220145572436499,cuda,case30_ieee,mixed,0.011249,0.0109996,0.010949,0.010925,0.00011008703627382997,2.735805010015e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000758,0.0007506,0.0007505000000000001,0.000742,4.0879225911348914e-06,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.01035,0.0101817,0.010157,0.01014,6.431182714797564e-05,cuda,case30_ieee,mixed,0.011093,0.0109379,0.0109035,0.010876,7.590410616912213e-05,2.735805010015e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000908,0.0007559999999999999,0.0007394999999999999,0.000736,5.348312298701753e-05,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.010511,0.0102006,0.0101605,0.010138,0.00011196150131977392,cuda,case30_ieee,mixed,0.011267,0.0109521,0.010911,0.010889,0.0001134464631445156,2.261128963019e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000756,0.0007512,0.000751,0.000747,2.6161889160464823e-06,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.010392,0.0102056,0.0101855,0.010164,6.828567443712739e-05,cuda,case30_ieee,mixed,0.011143,0.0109524,0.0109305,0.010912,6.97586314850477e-05,2.270185713203e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000751,0.0007466,0.000746,0.000744,2.270584848790201e-06,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.010407,0.0102241,0.0101965,0.010181,6.850701505036608e-05,cuda,case30_ieee,mixed,0.01116,0.010976,0.0109495,0.010928,6.901851603414519e-05,2.601446840299e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000758,0.0007514,0.0007505000000000001,0.000747,3.3730961708462683e-06,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.01074,0.0104486,0.010388000000000001,0.010345,0.00012954038409357548,cuda,case30_ieee,mixed,0.011569,0.0112928,0.011254,0.011177,0.00012366334227337624,2.53326813439e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000888,0.0008438,0.000842,0.000827,1.848001924000923e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.010556,0.010332,0.010291,0.010264,9.547192722936342e-05,cuda,case30_ieee,mixed,0.011317,0.0110841,0.0110455,0.011014,9.758466409568005e-05,2.182698466413e-13,cuda_edge,5.0,edge_based,operators,cuda_edge,10,0.000761,0.0007516000000000001,0.000751,0.000747,4.325634186002205e-06,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.033619,0.0323325,0.0322825,0.03198,0.00048266925643872515,cuda,case4601_goc,mixed,0.037817,0.0365397,0.036457500000000004,0.036168,0.0004754074392911146,4.18135748248e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004296,0.0042066,0.0041825000000000005,0.004174,4.4249795981952845e-05,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.02936,0.0280611,0.027944999999999998,0.027732,0.0004794808419298712,cuda,case4601_goc,mixed,0.036196,0.0348495,0.0347395,0.034516,0.0004899948412426855,4.174223189324e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.006839,0.0067879,0.006794,0.006721,3.6725558765887514e-05,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.028686,0.0270693,0.0268635,0.026789,0.0005757034441060393,cuda,case4601_goc,mixed,0.034702,0.0330906,0.0329225,0.032755,0.0005740768821914586,4.109010909303e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.0061,0.0060209,0.0060205,0.005942,4.799641190292825e-05,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.028316,0.026956,0.026799999999999997,0.026635,0.0004981661927063657,cuda,case4601_goc,mixed,0.033402,0.0320097,0.031836,0.031692,0.0005078210642867564,4.635951622589e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.005085,0.0050535,0.0050595,0.004998,2.9375916061366553e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.030454,0.0288669,0.028675,0.028497,0.0005739574993944326,cuda,case4601_goc,mixed,0.034891,0.0332594,0.033088,0.03292,0.0005846119700754979,4.214113502599e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004439,0.004392,0.004393,0.004346,3.816047984790314e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.032126,0.0304765,0.0302745,0.030182,0.0005912766320053214,cuda,case4601_goc,mixed,0.036376,0.0347328,0.034528,0.034401,0.0005913642983249264,4.879140199718e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004295,0.0042557,0.004254,0.004219,2.7231721698538916e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.03437,0.0326232,0.032405,0.032366,0.000617850539280244,cuda,case4601_goc,mixed,0.039139,0.037410399999999996,0.037207500000000004,0.037119,0.0006113495454048092,3.992048913659e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004809,0.0047868,0.0047925,0.004752,2.0788885919591137e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.035854,0.0344904,0.034376000000000004,0.034141,0.0004929658992037654,cuda,case4601_goc,mixed,0.040247,0.0388375,0.0387175,0.038492,0.0005083321857910538,5.270179848083e-10,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.004393,0.0043464,0.0043435,0.004332,1.730895721873518e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.014545,0.0140172,0.013964500000000001,0.013917,0.0001866546424698717,cuda,case793_goc,mixed,0.016116,0.015501299999999999,0.015503,0.015261,0.00024362587437845451,9.280358388621e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001571,0.0014838,0.0015605,0.001293,0.00012809527704017818,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.012937,0.0125864,0.012551,0.012509,0.00012667912219462227,cuda,case793_goc,mixed,0.014542,0.0140946,0.0141325,0.01381,0.00021408523743800926,9.74512291696e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001605,0.0015079,0.001592,0.001297,0.00014309627683641688,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.013098,0.0127509,0.012708,0.012692,0.00012308032607474955,cuda,case793_goc,mixed,0.014652,0.014188599999999999,0.0142505,0.013954,0.00021823901270548928,9.923075995796e-09,cuda_edge,5.6,edge_based,operators,cuda_edge,10,0.001553,0.0014372,0.0015435000000000002,0.001262,0.00014379522477004115,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.013333,0.012991599999999999,0.012968,0.012915,0.00012278635465266024,cuda,case793_goc,mixed,0.014875,0.0144923,0.014509000000000001,0.014217,0.00017700913347433017,9.553810565022e-09,cuda_edge,5.8,edge_based,operators,cuda_edge,10,0.001569,0.0015003,0.0015535,0.001278,0.0001173655732222093,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.013567,0.0132848,0.0132385,0.013217,0.0001195089954773279,cuda,case793_goc,mixed,0.014937,0.0148706,0.014897,0.014632,8.910318612584976e-05,9.221477977757e-09,cuda_edge,5.7,edge_based,operators,cuda_edge,10,0.001677,0.001585,0.0016715,0.001369,0.00014135927434888893,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.014314,0.0139236,0.013837,0.01377,0.00017311473395153617,cuda,case793_goc,mixed,0.016224,0.015823,0.0157465,0.015654,0.00017893139591598886,2.68334749528e-12,cuda_edge,6.0,edge_based,operators,cuda_edge,10,0.001918,0.0018988,0.001898,0.001883,1.2308984974851152e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.014751,0.0142469,0.014172500000000001,0.014091,0.00020912061910135338,cuda,case793_goc,mixed,0.016526,0.015954,0.015939500000000002,0.015553,0.0002848851620487724,9.889374139038e-09,cuda_edge,5.8,edge_based,operators,cuda_edge,10,0.001774,0.0017064,0.0017664999999999998,0.001461,0.00012788032599965398,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.014436,0.0141321,0.014092,0.014046,0.00011999208307217589,cuda,case793_goc,mixed,0.015769,0.0156537,0.015632,0.01559,5.951106339720885e-05,9.980872598208e-09,cuda_edge,5.9,edge_based,operators,cuda_edge,10,0.00157,0.0015211,0.0015425,0.001303,7.743161857765573e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.050356,0.0478503,0.0475895,0.047365,0.000887933437194978,cuda,case8387_pegase,mixed,0.056438,0.0539607,0.053667,0.053537,0.0008802586804141413,3.571444917583e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006239,0.00611,0.006083,0.006044,6.329999122345023e-05,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.045122,0.0427544,0.042531,0.042205,0.0008555640374759937,cuda,case8387_pegase,mixed,0.053134,0.0507521,0.0505265,0.050195,0.0008571418202374684,3.173279548851e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.008043,0.0079973,0.0079955,0.007941,3.03133633897659e-05,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.043856,0.041175500000000004,0.040871500000000005,0.040614,0.0009638733492183154,cuda,case8387_pegase,mixed,0.051703,0.0490081,0.048712,0.048381,0.0009792060786394479,2.929122167039e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.00797,0.0078322,0.007821,0.007765,5.8793045696087354e-05,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.042545,0.040004,0.039699,0.039555,0.0009065482765841972,cuda,case8387_pegase,mixed,0.049363,0.0468455,0.0465355,0.046354,0.0009018390161836585,3.256709235622e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.007025,0.0068409000000000005,0.0068135,0.006769,7.463459132481553e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.043057,0.0405111,0.040194,0.040133,0.0009001883074606598,cuda,case8387_pegase,mixed,0.04949,0.0469914,0.0467225,0.046576,0.000882897401866277,3.562360628706e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006583,0.0064799,0.006438,0.006401,7.28338291363751e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.046538,0.0440873,0.0438255,0.043582,0.0008926503670406345,cuda,case8387_pegase,mixed,0.052722,0.050194,0.049933000000000005,0.049636,0.0009139166020789611,3.038924112353e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.006186,0.0061062,0.006081,0.006043,5.838721321202672e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.051366,0.0485301,0.048240500000000006,0.047993,0.0010065626270740551,cuda,case8387_pegase,mixed,0.058503,0.0557095,0.0553815,0.05523,0.000987378487601273,2.77657097314e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.007345,0.0071789,0.0071535,0.007104,8.766406840256095e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.053753,0.0513739,0.0511355,0.050938,0.0008452894901879614,cuda,case8387_pegase,mixed,0.059591,0.05729,0.057036,0.05688,0.0008142863269282013,1.719744013862e-09,cuda_edge,7.0,edge_based,operators,cuda_edge,10,0.005964,0.005915699999999999,0.0059425,0.005827,5.7586746160321674e-05,cuda_mixed_edge,True
auto,cuda_edge_nd_auto,20260412,0.054817,0.0521594,0.051842,0.051606,0.0009612428528848579,cuda,case9241_pegase,mixed,0.062103,0.059502,0.0591805,0.058987,0.0009372247447769511,1.989286915749e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007501,0.0073422999999999995,0.0073360000000000005,0.007212,0.00010089824357022061,cuda_mixed_edge,True
nd_5,cuda_edge_nd_nd_5,20260413,0.050562,0.0476468,0.047302,0.047155,0.00103217685823054,cuda,case9241_pegase,mixed,0.059787,0.0569405,0.056638499999999994,0.056449,0.0010073406408294399,1.696109204474e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.009539,0.009293,0.0092585,0.009152,0.0001278384397067906,cuda_mixed_edge,True
nd_6,cuda_edge_nd_nd_6,20260413,0.048054,0.0451863,0.0448395,0.044682,0.0010199797438075807,cuda,case9241_pegase,mixed,0.057013,0.0542117,0.0539365,0.053739,0.0009925666000604476,2.245881480789e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.009211,0.009025100000000001,0.009002,0.008885,0.00011361968726120186,cuda_mixed_edge,True
nd_7,cuda_edge_nd_nd_7,20260413,0.046595,0.0441958,0.0439415,0.043573,0.0008864360351680447,cuda,case9241_pegase,mixed,0.05552,0.0530432,0.052807,0.052436,0.0009116241671995218,1.826515383385e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008942,0.0088468,0.0088265,0.008799,5.018144854204378e-05,cuda_mixed_edge,True
nd_8,cuda_edge_nd_nd_8,20260412,0.047179,0.0446241,0.04432,0.044124,0.0009132501726130563,cuda,case9241_pegase,mixed,0.055473,0.0529267,0.052622,0.052519,0.0009047801513197683,2.275729734866e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008439,0.008302200000000001,0.0082705,0.008226,7.844856772292132e-05,cuda_mixed_edge,True
nd_9,cuda_edge_nd_nd_9,20260412,0.051169,0.0484773,0.048145,0.047931,0.0009829169796523448,cuda,case9241_pegase,mixed,0.0584,0.0557618,0.055379,0.055237,0.0009648171732394574,2.172752519569e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007487,0.0072839,0.007261500000000001,0.007209,8.253544693039465e-05,cuda_mixed_edge,True
nd_10,cuda_edge_nd_nd_10,20260412,0.056099,0.0529005,0.0526005,0.05236,0.0011284242947087286,cuda,case9241_pegase,mixed,0.064677,0.0614846,0.061156,0.060969,0.0011246408019155857,2.548329066862e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.008636,0.008583799999999999,0.0085925,0.008509,4.239968553342519e-05,cuda_mixed_edge,True
nd_11,cuda_edge_nd_nd_11,20260412,0.058587,0.0559544,0.0556885,0.055462,0.0009348329856777155,cuda,case9241_pegase,mixed,0.065556,0.062982,0.0627095,0.062562,0.0009094049336425082,2.546557673067e-09,cuda_edge,8.0,edge_based,operators,cuda_edge,10,0.007142,0.0070268,0.0070290000000000005,0.00694,8.359930887539957e-05,cuda_mixed_edge,True
