analyze_sec,backend,buses,case_name,case_stem,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
0.012645,cuda,500,case_ACTIVSg500,,mixed,case_ACTIVSg500,0.013692,5.870006638126e-11,cuda_edge,4,edge_based,0.03058561718998,end2end,444,cuda_edge,55,7,0.001047,cuda_mixed_edge,True
0.020164,cuda,500,case_ACTIVSg500,,mixed,case_ACTIVSg500,0.021226,6.584390472052e-11,cuda_edge,4,edge_based,0.03058561718987,end2end,444,cuda_edge,55,8,0.001062,cuda_mixed_edge,True
0.012086,cuda,500,case_ACTIVSg500,,mixed,case_ACTIVSg500,0.013151,4.914837888961e-11,cuda_edge,4,edge_based,0.03058561718992,end2end,444,cuda_edge,55,9,0.001064,cuda_mixed_edge,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015371276065707207,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,0,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.019418630748987198,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,1,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015432866290211678,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,2,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015365224331617355,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,3,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015455516055226326,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,4,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015609536319971085,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,5,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015379097312688828,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,6,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015483275055885315,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,7,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015391483902931213,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,8,,pypower,True
,python,,MemphisCase2026_Mar7,pglib_opf_caseMemphisCase2026_Mar7,fp64,,0.015425905585289001,5.963778581004823e-12,pypower,2,pypower,,end2end,,pypower,,9,,pypower,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006609,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,0,0.006601,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006745,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,1,0.006736,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006665,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,2,0.006657,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006673,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,3,0.006665,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006698,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,4,0.00669,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006708,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,5,0.0067,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.00691,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,6,0.006902,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006717,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,7,0.006709,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006852,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,8,0.006844,cpp_pypowerlike,True
8e-06,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.006729,5.977355574888e-12,cpp_naive,3,pypower_like,6.383030315605e-05,end2end,805,cpp_naive,187,9,0.006721,cpp_pypowerlike,True
0.001205,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003137,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,0,0.001932,cpu_fp64_edge,True
0.001107,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003044,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,1,0.001936,cpu_fp64_edge,True
0.001206,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003177,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,2,0.00197,cpu_fp64_edge,True
0.001203,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003161,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,3,0.001957,cpu_fp64_edge,True
0.001208,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003161,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,4,0.001952,cpu_fp64_edge,True
0.0012,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.00316,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,5,0.001959,cpu_fp64_edge,True
0.001209,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003155,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,6,0.001946,cpu_fp64_edge,True
0.001202,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003157,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,7,0.001955,cpu_fp64_edge,True
0.001199,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.003145,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,8,0.001945,cpu_fp64_edge,True
0.001196,cpu,993,MemphisCase2026_Mar7,,fp64,MemphisCase2026_Mar7,0.00313,2.11701206269e-12,cpp,3,edge_based,6.383030315599e-05,end2end,805,cpp,187,9,0.001934,cpu_fp64_edge,True
0.014304,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.015325,3.85214021952e-12,cuda_edge,3,edge_based,6.383030322567e-05,end2end,805,cuda_edge,187,0,0.00102,cuda_mixed_edge,True
