case_name,count_mean,metric,ms_mean,ms_stdev,profile,profile_elapsed_speedup_vs_cuda_edge,profile_solve_speedup_vs_cuda_edge,runs,sec_mean,sec_stdev,section,share_of_profile_elapsed,share_of_profile_solve,source_column,success_all
case_ACTIVSg200,2.0,rhs_prepare,0.0263,0.00105934990547138,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,2.63e-05,1.05934990547138e-06,cudss,0.001946562060543261,0.03477915895265802,CUDA.solve.rhsPrepare64.total_sec,True
case_ACTIVSg200,1.0,factorization,0.1358,0.0007888106377466133,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,0.0001358,7.888106377466133e-07,cudss,0.0100510694989268,0.17958212113197564,CUDA.solve.factorization64.total_sec,True
case_ACTIVSg200,1.0,refactorization,0.12940000000000002,0.0009660917830792983,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,0.0001294,9.660917830792983e-07,cudss,0.009577381392939087,0.17111875165300183,CUDA.solve.refactorization64.total_sec,True
case_ACTIVSg200,2.0,solve,0.1883,0.0008232726023485751,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,0.0001883,8.232726023485751e-07,cudss,0.013936792243357263,0.24900819888918274,CUDA.solve.solve64.total_sec,True
case_ACTIVSg200,,cuda_to_cpu_voltage,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cuda_to_cpu_voltage.total_sec,True
case_ACTIVSg200,,cpu_naive_jacobian,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cpu_naive_jacobian.total_sec,True
case_ACTIVSg200,,cpu_jacobian_to_cuda_csr,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cpu_jacobian_to_cuda_csr.total_sec,True
case_ACTIVSg200,,cuda_F_to_cpu,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cuda_F_to_cpu.total_sec,True
case_ACTIVSg200,,cuda_J_to_cpu_csc,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cuda_J_to_cpu_csc.total_sec,True
case_ACTIVSg200,,cpu_dx_to_cuda,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,ablation_bridge,,,ABLATION.cpu_dx_to_cuda.total_sec,True
case_ACTIVSg200,,cpu_naive_jacobian_dS_dVm,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,cpu_reference,,,CPU.naive.jacobian.dS_dVm.total_sec,True
case_ACTIVSg200,,cpu_naive_jacobian_dS_dVa,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,cpu_reference,,,CPU.naive.jacobian.dS_dVa.total_sec,True
case_ACTIVSg200,,cpu_naive_jacobian_assemble,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,cpu_reference,,,CPU.naive.jacobian.assemble.total_sec,True
case_ACTIVSg200,,cpu_superlu,,,cuda_fp64_edge,0.8918806898083044,0.8398571806400422,10,,,cpu_reference,,,CPU.naive.solve.superlu.total_sec,True
case_ACTIVSg500,,elapsed,14.432500000000001,2.82110554570367,cuda_edge,1.0,1.0,10,0.014432500000000001,0.00282110554570367,top_level,1.0,12.536917998610146,elapsed_sec,True
case_ACTIVSg500,,analyze,13.2809,2.822627438319757,cuda_edge,1.0,1.0,10,0.0132809,0.002822627438319757,top_level,0.9202078641953922,11.536570535093816,analyze_sec,True
case_ACTIVSg500,,solve,1.1512,0.010130262692656225,cuda_edge,1.0,1.0,10,0.0011512,1.0130262692656225e-05,top_level,0.07976442057855535,1.0,solve_sec,True
case_ACTIVSg500,1.0,upload,0.0882,0.005370702416299423,cuda_edge,1.0,1.0,10,8.82e-05,5.370702416299422e-06,nr,0.006111207344534904,0.07661570535093816,NR.solve.upload.total_sec,True
case_ACTIVSg500,4.0,mismatch,0.1204,0.002366431913239848,cuda_edge,1.0,1.0,10,0.0001204,2.366431913239848e-06,nr,0.008342283041746059,0.10458651841556636,NR.iteration.mismatch.total_sec,True
case_ACTIVSg500,3.0,jacobian,0.0398,0.0013165611772087671,cuda_edge,1.0,1.0,10,3.9800000000000005e-05,1.316561177208767e-06,nr,0.0027576649922050928,0.03457261987491314,NR.iteration.jacobian.total_sec,True
case_ACTIVSg500,3.0,linear_solve,0.8074,0.009106774035482226,cuda_edge,1.0,1.0,10,0.0008074,9.106774035482227e-06,nr,0.05594318378659276,0.70135510771369,NR.iteration.linear_solve.total_sec,True
