case_name,ms_mean,ms_stdev,operator,operator_short,runs,scope,sec_mean,sec_stdev,share,success_all
Base_MIOHIN_76GW,0.2752156928181648,0.004683892661691335,runpf.build_Sbus,build_Sbus,10,runpf,0.0002752156928181648,4.6838926616913344e-06,0.0008348566571235227,True
Base_MIOHIN_76GW,257.8373193740845,0.882047636103715,runpf.newtonpf,newtonpf,10,runpf,0.2578373193740845,0.0008820476361037149,0.7821400020112911,True
Base_MIOHIN_76GW,0.016319751739501953,0.0010525222310368357,newtonpf.init_index,init_index,10,newtonpf,1.6319751739501954e-05,1.0525222310368357e-06,6.33660068549094e-05,True
Base_MIOHIN_76GW,1.136830449104309,0.023119325550531606,newtonpf.mismatch,mismatch,10,newtonpf,0.001136830449104309,2.3119325550531608e-05,0.004414062614472821,True
Base_MIOHIN_76GW,57.93532505631447,0.30096958512110167,newtonpf.jacobian,jacobian,10,newtonpf,0.05793532505631447,0.0003009695851211017,0.22495012566728315,True
Base_MIOHIN_76GW,196.5014811605215,0.7322288805477953,newtonpf.solve,solve,10,newtonpf,0.19650148116052152,0.0007322288805477953,0.7629720354188092,True
Base_MIOHIN_76GW,1.957466080784798,0.06387642352624759,newtonpf.update_voltage,update_voltage,10,newtonpf,0.001957466080784798,6.387642352624758e-05,0.00760041029258007,True
Base_West_Interconnect_121GW,97.42813818156719,1.5662922049099928,runpf.load_case_data,load_case_data,10,runpf,0.09742813818156719,0.0015662922049099928,0.15982300509137706,True
Base_West_Interconnect_121GW,27.4498226121068,2.2485995844046824,runpf.bus_indexing,bus_indexing,10,runpf,0.0274498226121068,0.0022485995844046826,0.04502922072590891,True
Base_West_Interconnect_121GW,23.203376308083534,0.17935090008072968,runpf.build_Ybus,build_Ybus,10,runpf,0.023203376308083536,0.00017935090008072967,0.03806326795358578,True
Base_West_Interconnect_121GW,0.46568941324949265,0.05012357328532435,runpf.build_Sbus,build_Sbus,10,runpf,0.00046568941324949266,5.012357328532435e-05,0.000763925934067119,True
Base_West_Interconnect_121GW,461.05318795889616,7.2835829934281096,runpf.newtonpf,newtonpf,10,runpf,0.46105318795889616,0.007283582993428109,0.756320580295061,True
Base_West_Interconnect_121GW,0.020530633628368378,0.0017941253703678485,newtonpf.init_index,init_index,10,newtonpf,2.0530633628368376e-05,1.7941253703678484e-06,4.4577789945307535e-05,True
Base_West_Interconnect_121GW,2.1394971758127213,0.24516493405897055,newtonpf.mismatch,mismatch,10,newtonpf,0.0021394971758127213,0.00024516493405897055,0.004645451154521324,True
Base_West_Interconnect_121GW,112.0745399966836,3.2348036930507043,newtonpf.jacobian,jacobian,10,newtonpf,0.1120745399966836,0.003234803693050704,0.24334540241786862,True
Base_West_Interconnect_121GW,342.4780147150159,4.351121271759824,newtonpf.solve,solve,10,newtonpf,0.3424780147150159,0.004351121271759824,0.7436162603260688,True
Base_West_Interconnect_121GW,3.844875656068325,0.08573747669211497,newtonpf.update_voltage,update_voltage,10,newtonpf,0.003844875656068325,8.573747669211496e-05,0.00834830831159601,True
case_ACTIVSg25k,116.28026515245438,0.8386591312710592,runpf.load_case_data,load_case_data,10,runpf,0.11628026515245438,0.0008386591312710592,0.1865296957379831,True
case_ACTIVSg25k,31.019038520753384,1.1602817743247917,runpf.bus_indexing,bus_indexing,10,runpf,0.031019038520753384,0.0011602817743247918,0.0497588460928856,True
case_ACTIVSg25k,23.74172806739807,0.1156710069626023,runpf.build_Ybus,build_Ybus,10,runpf,0.02374172806739807,0.0001156710069626023,0.03808502936331858,True
case_ACTIVSg25k,0.585709698498249,0.010772912318785648,runpf.build_Sbus,build_Sbus,10,runpf,0.000585709698498249,1.0772912318785648e-05,0.0009395597069582204,True
case_ACTIVSg25k,451.76067519932985,3.1222696266369794,runpf.newtonpf,newtonpf,10,runpf,0.45176067519932983,0.0031222696266369793,0.7246868690988545,True
case_ACTIVSg25k,0.021268241107463837,0.0006166277943894545,newtonpf.init_index,init_index,10,newtonpf,2.1268241107463835e-05,6.166277943894545e-07,4.713775548801875e-05,True
case_ACTIVSg25k,2.3342523723840714,0.07802400437770728,newtonpf.mismatch,mismatch,10,newtonpf,0.0023342523723840713,7.802400437770727e-05,0.0051735080969226846,True
case_ACTIVSg25k,127.93820835649966,0.5095520364998528,newtonpf.jacobian,jacobian,10,newtonpf,0.12793820835649966,0.0005095520364998528,0.2835551822368361,True
case_ACTIVSg25k,316.31339341402054,2.9395920699454288,newtonpf.solve,solve,10,newtonpf,0.31631339341402054,0.0029395920699454288,0.7010595432408835,True
case_ACTIVSg25k,4.586212709546089,0.014369933351878656,newtonpf.update_voltage,update_voltage,10,newtonpf,0.0045862127095460895,1.4369933351878657e-05,0.010164628669869667,True
case_ACTIVSg70k,334.32569187134504,2.486983587961464,runpf.load_case_data,load_case_data,10,runpf,0.33432569187134503,0.0024869835879614637,0.12223309977399925,True
case_ACTIVSg70k,87.02365402132273,2.0692688077122194,runpf.bus_indexing,bus_indexing,10,runpf,0.08702365402132273,0.0020692688077122196,0.031816791958602215,True
case_ACTIVSg70k,64.1745151951909,1.4187211989877777,runpf.build_Ybus,build_Ybus,10,runpf,0.0641745151951909,0.0014187211989877776,0.0234628989321599,True
case_ACTIVSg70k,1.3562437146902084,0.10032944308169411,runpf.build_Sbus,build_Sbus,10,runpf,0.0013562437146902085,0.00010032944308169412,0.0004958574148689181,True
case_ACTIVSg70k,2248.2684964314103,11.824610766893235,runpf.newtonpf,newtonpf,10,runpf,2.24826849643141,0.011824610766893236,0.8219913519203697,True
case_ACTIVSg70k,0.06942935287952423,0.002220315069373141,newtonpf.init_index,init_index,10,newtonpf,6.942935287952423e-05,2.220315069373141e-06,3.097140437510778e-05,True
case_ACTIVSg70k,8.684640005230904,0.4319696452222357,newtonpf.mismatch,mismatch,10,newtonpf,0.008684640005230903,0.0004319696452222357,0.0038740890747027165,True
case_ACTIVSg70k,545.7847511395812,4.281957614483106,newtonpf.jacobian,jacobian,10,newtonpf,0.5457847511395812,0.004281957614483106,0.24346648108104,True
case_ACTIVSg70k,1668.4991389513016,8.999207130287258,newtonpf.solve,solve,10,newtonpf,1.6684991389513015,0.008999207130287259,0.7442927146627614,True
case_ACTIVSg70k,18.686440214514732,0.19874261074071486,newtonpf.update_voltage,update_voltage,10,newtonpf,0.01868644021451473,0.00019874261074071485,0.008335743777120702,True
Base_Eastern_Interconnect_515GW,374.13080278784037,4.107498327559349,runpf.load_case_data,load_case_data,10,runpf,0.3741308027878404,0.004107498327559349,0.12077957412740638,True
Base_Eastern_Interconnect_515GW,109.80327650904655,1.455211535369644,runpf.bus_indexing,bus_indexing,10,runpf,0.10980327650904656,0.0014552115353696439,0.0354474768603242,True
Base_Eastern_Interconnect_515GW,89.53019790351391,0.5842883639117942,runpf.build_Ybus,build_Ybus,10,runpf,0.08953019790351391,0.0005842883639117941,0.028902777033466616,True
Base_Eastern_Interconnect_515GW,1.9825173541903494,0.06136777625701098,runpf.build_Sbus,build_Sbus,10,runpf,0.0019825173541903494,6.136777625701098e-05,0.0006400103919673442,True
Base_Eastern_Interconnect_515GW,2522.1862737089396,13.52893049422001,runpf.newtonpf,newtonpf,10,runpf,2.5221862737089396,0.01352893049422001,0.8142301615868354,True
Base_Eastern_Interconnect_515GW,0.06458461284637451,0.010951782532996316,newtonpf.init_index,init_index,10,newtonpf,6.458461284637451e-05,1.0951782532996315e-05,2.5702838774622646e-05,True
Base_Eastern_Interconnect_515GW,8.540319837629795,0.4062283913752978,newtonpf.mismatch,mismatch,10,newtonpf,0.008540319837629795,0.0004062283913752978,0.0033988043621543886,True
Base_Eastern_Interconnect_515GW,512.9314845427871,4.736958240867713,newtonpf.jacobian,jacobian,10,newtonpf,0.512931484542787,0.004736958240867713,0.2041321402822527,True
Base_Eastern_Interconnect_515GW,1974.0503549575806,10.624582322915451,newtonpf.solve,solve,10,newtonpf,1.9740503549575805,0.010624582322915452,0.7856158885267598,True
Base_Eastern_Interconnect_515GW,17.15565826743841,0.20747210208817307,newtonpf.update_voltage,update_voltage,10,newtonpf,0.017155658267438412,0.00020747210208817306,0.0068274639900585,True
