case,solver,converged,outer_iterations,final_mismatch,linear_tol,inner_max_iter,gmres_restart,fd_eps,preconditioner,total_jv_calls,total_inner_iterations,max_inner_iterations,linear_failures,failure_reason,total_sec,mismatch_sec,linear_solve_sec,preconditioner_setup_sec,voltage_update_sec,jv_sec,jv_mismatch_sec,jv_update_sec
MemphisCase2026_Mar7,fgmres,true,4,2.50569012717842760e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,2195,2030,1591,0,none,1.99573460699999994e+00,8.86678000000000010e-04,1.75663578200000003e+00,2.43617733000000003e-01,1.80680000000000012e-04,5.60176150000000692e-02,4.43921999999997551e-03,1.39312430000000705e-02
Base_Florida_42GW,fgmres,false,2,1.39964381768076223e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,2143,2012,2000,1,linear_max_inner_iterations,1.89049369699999992e+00,2.05769999999999976e-04,1.85690585300000000e+00,1.52870471000000008e-01,1.44900000000000002e-05,5.65181620000000801e-02,4.20486899999999737e-03,1.31794580000000328e-02
Texas7k_20220923,fgmres,false,3,1.17511865520981336e-04,1.00000000000000002e-02,2000,30,auto,amg_fd,2823,2657,2000,1,linear_max_inner_iterations,2.89947893800000012e+00,5.41428999999999955e-04,2.86249321300000004e+00,3.57809716999999972e-01,6.32490000000000038e-05,9.11511180000004057e-02,5.65738999999992279e-03,1.75894230000001005e-02
Base_Texas_66GW,fgmres,false,1,9.90262319344648034e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,2091,2000,2000,1,linear_max_inner_iterations,2.17346396999999980e+00,1.28140000000000003e-04,2.11849945499999981e+00,7.86610809999999938e-02,0.00000000000000000e+00,7.90821210000001856e-02,4.17457099999998544e-03,1.32255660000000549e-02
Base_MIOHIN_76GW,fgmres,false,2,8.36100142641989841e+00,1.00000000000000002e-02,2000,30,auto,amg_fd,2238,2104,2000,1,linear_max_inner_iterations,2.53865813899999981e+00,3.43318000000000009e-04,2.47799283699999995e+00,1.72155219999999998e-01,2.61800000000000001e-05,9.37661360000001248e-02,4.61823899999998840e-03,1.38280220000000353e-02
Base_West_Interconnect_121GW,fgmres,false,1,3.20489705451276308e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,2126,2000,2000,1,linear_max_inner_iterations,2.39377758100000015e+00,3.45409999999999988e-04,2.26990436999999989e+00,1.13311414999999999e-01,0.00000000000000000e+00,7.87962899999999911e-02,4.21424900000001105e-03,1.33925059999999412e-02
case_ACTIVSg25k,fgmres,false,1,4.57794500514584755e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,2091,2000,2000,1,linear_max_inner_iterations,2.69877907199999978e+00,3.93768999999999977e-04,2.56097044199999990e+00,1.12855046000000001e-01,0.00000000000000000e+00,1.08655127999999976e-01,4.16738699999999723e-03,1.35209969999999652e-02
case_ACTIVSg70k,fgmres,false,1,1.30121074113438510e+02,1.00000000000000002e-02,2000,30,auto,amg_fd,2102,2000,2000,1,linear_max_inner_iterations,3.77307936199999983e+00,1.11399799999999994e-03,3.38516160100000008e+00,2.08568241999999987e-01,0.00000000000000000e+00,1.20280470000000250e-01,4.20236100000000602e-03,1.33123229999999489e-02
Base_Eastern_Interconnect_515GW,fgmres,false,1,5.13700457878366592e+02,1.00000000000000002e-02,2000,30,auto,amg_fd,2099,2000,2000,1,linear_max_inner_iterations,4.12890241699999994e+00,1.20916699999999992e-03,3.66454175299999996e+00,2.52088888000000011e-01,0.00000000000000000e+00,1.28471894000000392e-01,4.17729200000000606e-03,1.32327139999999493e-02
