case,solver,converged,outer_iterations,final_mismatch,linear_tol,inner_max_iter,gmres_restart,fd_eps,preconditioner,total_jv_calls,total_inner_iterations,max_inner_iterations,linear_failures,failure_reason,total_sec,mismatch_sec,linear_solve_sec,preconditioner_setup_sec,voltage_update_sec,jv_sec,jv_mismatch_sec,jv_update_sec
case30_ieee,bicgstab,true,5,7.64848188256062045e-09,1.00000000000000002e-02,2000,30,auto,ilu0_fd,249,20,6,0,none,9.85661000000000089e-04,3.71000000000000005e-06,6.73330999999999995e-04,5.34100000000000026e-04,5.81999999999999933e-06,3.97530000000000593e-04,8.45099999999997584e-05,2.70800000000000294e-04
case118_ieee,bicgstab,true,6,2.36095709040772120e-09,1.00000000000000002e-02,2000,30,auto,ilu0_fd,1010,54,14,0,none,7.68004100000000030e-03,7.50300000000000050e-05,6.89950000000000112e-03,5.93024800000000081e-03,2.46699999999999993e-05,5.84675300000002483e-03,1.14021199999999592e-03,4.29375099999996807e-03
case793_goc,bicgstab,true,7,2.54416461829819194e-10,1.00000000000000002e-02,2000,30,auto,ilu0_fd,9636,332,76,0,none,4.35648079999999993e-01,5.88499999999999939e-05,4.31656943999999931e-01,3.93067700999999992e-01,1.79651000000000019e-04,4.04777067999996520e-01,6.28435440000017914e-02,3.15683121000002453e-01
case1354_pegase,bicgstab,true,7,1.22383770068661334e-09,1.00000000000000002e-02,2000,30,auto,ilu0_fd,15569,445,90,0,none,1.11098154899999990e+00,1.40409999999999992e-04,1.10436501999999992e+00,9.99093985000000018e-01,3.12531000000000007e-04,1.02918552800001040e+00,1.79516645999994728e-01,7.81543333000000784e-01
case2746wop_k,bicgstab,true,6,6.16725860137778970e-09,1.00000000000000002e-02,2000,30,auto,ilu0_fd,26310,304,83,0,none,3.62221112900000008e+00,2.56321000000000001e-04,3.60920277099999964e+00,3.45262417700000013e+00,5.06570000000000024e-04,3.44459746600000338e+00,6.17719234999982936e-01,2.58444273199998431e+00
case4601_goc,bicgstab,true,9,3.10260491733980753e-10,1.00000000000000002e-02,2000,30,auto,ilu0_fd,73357,409,80,0,none,1.70884203120000002e+01,1.12327099999999990e-03,1.70642296699999996e+01,1.66695738599999999e+01,1.42000100000000016e-03,1.64422433760000821e+01,3.05515954999989248e+00,1.21687652830004751e+01
case8387_pegase,bicgstab,false,3,3.74494200292135071e+00,1.00000000000000002e-02,2000,30,auto,ilu0_fd,48810,2044,2000,1,linear_max_inner_iterations,2.30360659279999993e+01,6.55170000000000058e-04,2.29924649790000011e+01,1.92882092719999996e+01,5.70012000000000058e-04,2.08660230279999617e+01,5.41173135800001770e+00,1.40382533319999787e+01
case9241_pegase,bicgstab,false,1,2.85812133476038071e+01,1.00000000000000002e-02,2000,30,auto,ilu0_fd,19338,1151,1151,1,linear_rho_breakdown,8.83733146900000044e+00,1.37090000000000004e-04,8.79047561600000016e+00,6.78337747199999974e+00,0.00000000000000000e+00,7.51709392500003126e+00,2.40183788999999726e+00,4.47198502099994677e+00
