case,solver,converged,outer_iterations,final_mismatch,linear_tol,inner_max_iter,gmres_restart,fd_eps,preconditioner,total_jv_calls,total_inner_iterations,max_inner_iterations,linear_failures,failure_reason,total_sec,mismatch_sec,linear_solve_sec,preconditioner_setup_sec,voltage_update_sec,jv_sec,jv_mismatch_sec,jv_update_sec
case30_ieee,bicgstab,true,6,6.83093442921389737e-11,1.00000000000000002e-02,2000,30,auto,amg_fd,302,20,4,0,none,5.91890844999999999e-01,7.96000000000000002e-06,5.91516134000000027e-01,5.91122554000000022e-01,1.02099999999999988e-05,6.04591999999998741e-04,1.31440999999999936e-04,4.07231000000000465e-04
case118_ieee,bicgstab,true,6,3.20430824929385238e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,939,18,4,0,none,1.01963139999999997e-02,2.31010000000000013e-05,9.27896199999999997e-03,8.47955100000000010e-03,2.69799999999999958e-05,6.73469999999994854e-03,1.32801000000000403e-03,4.93165799999998461e-03
case793_goc,bicgstab,true,7,2.13225443142397859e-10,1.00000000000000002e-02,2000,30,auto,amg_fd,9191,109,25,0,none,3.95912694999999981e-01,8.28299999999999913e-05,3.91054697999999978e-01,3.63650858000000021e-01,2.24269999999999992e-04,3.50305059999998503e-01,5.99688949999978155e-02,2.65417875999998887e-01
case1354_pegase,bicgstab,true,7,8.35991431399782625e-10,1.00000000000000002e-02,2000,30,auto,amg_fd,14985,153,33,0,none,1.09156371199999991e+00,1.40259999999999989e-04,1.08484789199999998e+00,1.01371594499999995e+00,3.11930999999999992e-04,9.89042460999994932e-01,1.72173763999996371e-01,7.51438369999982592e-01
case2746wop_k,bicgstab,true,6,9.91679955327840481e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,26031,164,43,0,none,3.64826668300000012e+00,2.54619999999999998e-04,3.63527696600000017e+00,3.46769155500000004e+00,5.05310000000000026e-04,3.39750582000001700e+00,6.06179212000018341e-01,2.55231525699999739e+00
case4601_goc,bicgstab,true,8,1.83277342812650296e-10,1.00000000000000002e-02,2000,30,auto,amg_fd,63770,149,26,0,none,1.49342222830000004e+01,8.48101999999999992e-04,1.49106390690000019e+01,1.46217627549999989e+01,1.22206200000000010e-03,1.42273835850001440e+01,2.64435009799998433e+00,1.05280035730001291e+01
case8387_pegase,bicgstab,false,1,2.24051790161201507e+03,1.00000000000000002e-02,2000,30,auto,amg_fd,18908,2000,2000,1,linear_max_inner_iterations,1.18020450510000003e+01,1.22540000000000002e-04,1.17600506140000007e+01,5.30675547199999986e+00,0.00000000000000000e+00,6.64393293099997440e+00,2.07057293800001219e+00,4.02598804900005369e+00
case9241_pegase,bicgstab,false,1,2.85812133476038071e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,21036,2000,2000,1,linear_max_inner_iterations,1.41496515489999997e+01,1.37639999999999990e-04,1.41036359069999992e+01,6.78620371800000033e+00,0.00000000000000000e+00,8.17942151400005457e+00,2.62049649799998052e+00,4.86567533999997437e+00
