case,solver,converged,outer_iterations,final_mismatch,linear_tol,inner_max_iter,gmres_restart,fd_eps,preconditioner,total_jv_calls,total_inner_iterations,max_inner_iterations,linear_failures,failure_reason,total_sec,mismatch_sec,linear_solve_sec,preconditioner_setup_sec,voltage_update_sec,jv_sec,jv_mismatch_sec,jv_update_sec
case30_ieee,fgmres,true,6,5.42743072706741714e-11,1.00000000000000002e-02,2000,30,auto,amg_fd,295,30,6,0,none,6.46299680000000043e-01,4.40000000000000022e-06,6.46031800000000045e-01,6.45550399999999858e-01,5.85999999999999980e-06,4.82600999999999820e-04,1.03980000000000180e-04,3.26941000000001273e-04
case118_ieee,fgmres,true,6,1.99623380325864019e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,936,31,7,0,none,8.47555200000000078e-03,1.16100000000000006e-05,7.79221000000000080e-03,6.80465900000000023e-03,2.17309999999999991e-05,5.39617899999999314e-03,1.06227299999999921e-03,3.95720599999997095e-03
case793_goc,fgmres,true,7,4.00078459964803923e-10,1.00000000000000002e-02,2000,30,auto,amg_fd,9125,149,27,0,none,4.00874561000000018e-01,7.26700000000000073e-05,3.96980827000000036e-01,3.62352979999999936e-01,2.02319999999999974e-04,3.47066460000003019e-01,5.94973940000018547e-02,2.63003922000002666e-01
case1354_pegase,fgmres,true,7,1.90257450446331166e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,14932,245,47,0,none,1.12369930600000001e+00,1.64680000000000002e-04,1.11698144600000004e+00,1.01455180700000014e+00,3.11401000000000050e-04,9.86467024999986397e-01,1.72575144000004121e-01,7.47932890999986721e-01
case2746wop_k,fgmres,true,6,6.73809464565113523e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,25995,284,63,0,none,3.75135451500000006e+00,2.64970000000000006e-04,3.73833289600000018e+00,3.47060245000000034e+00,5.05682000000000028e-04,3.39590347899999667e+00,6.03932819999990378e-01,2.55176951699997367e+00
case4601_goc,fgmres,true,8,1.11734287344764690e-10,1.00000000000000002e-02,2000,30,auto,amg_fd,63759,276,52,0,none,1.51802818049999999e+01,9.04932000000000002e-04,1.51568928519999986e+01,1.46589966040000004e+01,1.22338200000000007e-03,1.42627208919997273e+01,2.67693164599990530e+00,1.05166973739999996e+01
case8387_pegase,fgmres,true,8,3.59979979342257188e-09,1.00000000000000002e-02,2000,30,auto,amg_fd,107589,3133,807,0,none,5.96376275499999977e+01,2.38743399999999991e-03,5.95912348450000025e+01,4.97827107000000026e+01,2.45121400000000017e-03,5.03074114610005338e+01,1.21025380910000813e+01,3.50964805830012665e+01
case9241_pegase,fgmres,false,1,2.85812133476038071e+01,1.00000000000000002e-02,2000,30,auto,amg_fd,19103,2000,2000,1,linear_max_inner_iterations,1.36565456550000004e+01,1.35949999999999998e-04,1.36110526850000007e+01,6.76245114700000016e+00,0.00000000000000000e+00,7.38539614600003969e+00,2.34255526599998642e+00,4.43409693499995416e+00
